"Status","Year","Profession_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Planning","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","70","53650","53600"
"Leaver CS","2021","Policy","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Department for Education (excl. agencies)","80","80","47320","40940"
"Leaver CS","2021","Policy","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Home Office (incl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","140","140","37480","32400"
"Leaver CS","2021","Policy","Unknown","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Defence Equipment and Support","70","60","42160","39940"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
