"Status","Year","Profession_of_post","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Operational Delivery","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Merseyside","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Merseyside","Debt","100","100","21250","21250"
"New entrant CS","2022","Operational Delivery","Merseyside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Merseyside","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Merseyside","No function","1510","1460","25020","22600"
"New entrant CS","2022","Operational Delivery","Merseyside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Merseyside","Unknown","280","270","23190","24880"
"New entrant CS","2022","Operational Delivery","North Eastern Scotland","No function","110","110","29700","22640"
"New entrant CS","2022","Operational Delivery","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","North Yorkshire","Grants Management","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","North Yorkshire","No function","180","170","27590","24800"
"New entrant CS","2022","Operational Delivery","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northern Ireland","No function","120","110","24640","21250"
"New entrant CS","2022","Operational Delivery","Northern Ireland","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Communications","100","90","27630","26590"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Debt","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Grants Management","140","130","21590","21300"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","No function","1310","1260","23920","21260"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Northumberland, and Tyne and Wear","Unknown","70","60","25340","24880"
"New entrant CS","2022","Operational Delivery","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outer London - East and North East","No function","530","510","30080","30460"
"New entrant CS","2022","Operational Delivery","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outer London - South","No function","420","400","31160","31060"
"New entrant CS","2022","Operational Delivery","Outer London - South","Unknown","140","130","29150","28650"
"New entrant CS","2022","Operational Delivery","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Outer London - West and North West","No function","770","720","30040","31020"
"New entrant CS","2022","Operational Delivery","Outer London - West and North West","Unknown","130","120","29530","28650"
"New entrant CS","2022","Operational Delivery","Overseas","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Shropshire and Staffordshire","No function","760","720","24700","23140"
"New entrant CS","2022","Operational Delivery","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","South Yorkshire","No function","610","580","26400","24430"
"New entrant CS","2022","Operational Delivery","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","South Yorkshire","Unknown","110","100","24010","24880"
"New entrant CS","2022","Operational Delivery","Southern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Southern Scotland","Debt","80","80","21250","21250"
"New entrant CS","2022","Operational Delivery","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Southern Scotland","No function","270","260","23970","22000"
"New entrant CS","2022","Operational Delivery","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Surrey, East and West Sussex","No function","920","870","27230","26140"
"New entrant CS","2022","Operational Delivery","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Surrey, East and West Sussex","Unknown","90","80","27920","25770"
"New entrant CS","2022","Operational Delivery","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Tees Valley and Durham","No function","790","770","25490","23170"
"New entrant CS","2022","Operational Delivery","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Tees Valley and Durham","Property","140","140","21990","21750"
"New entrant CS","2022","Operational Delivery","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","No function","300","270","26320","24620"
"New entrant CS","2022","Operational Delivery","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Central Scotland","Counter Fraud","60","60","22550","21260"
"New entrant CS","2022","Operational Delivery","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Central Scotland","No function","810","800","24060","21640"
"New entrant CS","2022","Operational Delivery","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Central Scotland","Unknown","120","110","25230","24880"
"New entrant CS","2022","Operational Delivery","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Midlands","Communications","130","130","24920","26590"
"New entrant CS","2022","Operational Delivery","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Midlands","Debt","130","120","21250","21250"
"New entrant CS","2022","Operational Delivery","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Midlands","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Midlands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Midlands","No function","1790","1690","25840","24090"
"New entrant CS","2022","Operational Delivery","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Midlands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Midlands","Unknown","90","80","25650","24880"
"New entrant CS","2022","Operational Delivery","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Wales and The Valleys","No function","1180","1130","23160","21840"
"New entrant CS","2022","Operational Delivery","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Wales and The Valleys","Unknown","60","60","26920","24880"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Counter Fraud","50","50","25520","26590"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Debt","50","50","21250","21250"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","No function","1720","1640","26830","24240"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","West Yorkshire","Unknown","90","80","24820","24880"
"New entrant CS","2022","Operational Research","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","East Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Hampshire and Isle of Wight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Inner London - East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Inner London - West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Lancashire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Northumberland, and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","West Midlands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Bedfordshire and Hertfordshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Berkshire, Buckinghamshire and Oxfordshire","Unknown","80","70","25520","21170"
"New entrant CS","2022","Other","Cheshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Devon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Devon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Dorset and Somerset","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Dorset and Somerset","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Other","East Anglia","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","East Anglia","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","East Anglia","Unknown","50","50","21550","21170"
"New entrant CS","2022","Other","East Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","East Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","East Wales","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Other","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Essex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","No function","110","110","30740","27010"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","160","160","29500","26500"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","80","70","26430","21170"
"New entrant CS","2022","Other","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Hampshire and Isle of Wight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Hampshire and Isle of Wight","Unknown","90","90","26620","21170"
"New entrant CS","2022","Other","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - East","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Other","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - East","No function","110","110","39370","27140"
"New entrant CS","2022","Other","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - East","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - West","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Other","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - West","Legal","90","90","27050","26950"
"New entrant CS","2022","Other","Inner London - West","No function","70","70","34910","31010"
"New entrant CS","2022","Other","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Inner London - West","Unknown","70","70","28330","28650"
"New entrant CS","2022","Other","Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Lancashire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Leicestershire, Rutland and Northamptonshire","Debt","60","60","21260","21260"
"New entrant CS","2022","Other","Leicestershire, Rutland and Northamptonshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Lincolnshire","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Other","Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Northumberland, and Tyne and Wear","Debt","80","70","21510","21260"
"New entrant CS","2022","Other","Northumberland, and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - East and North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - South","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - West and North West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Shropshire and Staffordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Shropshire and Staffordshire","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Other","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","South Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Southern Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
