"Status","Year","Responsibility_level","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","EO","Department of Health and Social Care","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","EO","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","HM Land Registry","Declared non-disabled","60","40","27260","27130"
"Leaver CS","2021","EO","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","HM Revenue and Customs","Declared disabled","170","140","[c]","[c]"
"Leaver CS","2021","EO","HM Revenue and Customs","Declared non-disabled","720","590","25820","25930"
"Leaver CS","2021","EO","HM Revenue and Customs","Undeclared","90","80","[c]","[c]"
"Leaver CS","2021","EO","HM Revenue and Customs","Unknown","310","260","[c]","[c]"
"Leaver CS","2021","EO","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Home Office","Declared disabled","60","50","26720","27240"
"Leaver CS","2021","EO","Home Office","Declared non-disabled","350","310","26910","27240"
"Leaver CS","2021","EO","Home Office","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","EO","Home Office","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Defence","Declared disabled","90","90","26830","26670"
"Leaver CS","2021","EO","Ministry of Defence","Declared non-disabled","420","400","27200","26930"
"Leaver CS","2021","EO","Ministry of Defence","Undeclared","50","50","28900","26930"
"Leaver CS","2021","EO","Ministry of Defence","Unknown","140","130","24600","26120"
"Leaver CS","2021","EO","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Justice","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Justice","Declared non-disabled","320","300","24450","24340"
"Leaver CS","2021","EO","Ministry of Justice","Undeclared","80","70","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Justice","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","EO","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","National Crime Agency","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","EO","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scottish Government","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","EO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scottish Government","Unknown","150","130","30350","30930"
"Leaver CS","2021","EO","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Declared non-disabled","150","130","59050","55610"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cabinet Office","Declared non-disabled","50","50","61010","58250"
"Leaver CS","2021","G6/G7","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cabinet Office","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Declared non-disabled","80","70","57760","56100"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Education","Declared non-disabled","80","70","57540","54400"
"Leaver CS","2021","G6/G7","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","90","80","56070","54830"
"Leaver CS","2021","G6/G7","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Declared non-disabled","100","90","59270","58230"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Declared non-disabled","110","90","55000","52610"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Unknown","80","40","61890","57630"
"Leaver CS","2021","G6/G7","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Declared non-disabled","50","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Declared non-disabled","220","190","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Home Office","Declared non-disabled","70","70","61830","59740"
"Leaver CS","2021","G6/G7","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Defence","Declared non-disabled","140","130","60990","58240"
"Leaver CS","2021","G6/G7","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Defence","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Justice","Declared non-disabled","90","80","62890","58870"
"Leaver CS","2021","G6/G7","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
