"Status","Year","Region_ITL2","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Eastern Scotland","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","60-64","Undeclared","210","170","29590","26160"
"In post","2021","Eastern Scotland","60-64","Unknown","510","410","34560","30080"
"In post","2021","Eastern Scotland","65+","Heterosexual / straight","200","160","32850","27570"
"In post","2021","Eastern Scotland","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","65+","Undeclared","50","40","[c]","[c]"
"In post","2021","Eastern Scotland","65+","Unknown","170","130","34280","27620"
"In post","2021","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Essex","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Essex","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Essex","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex","20-29","Heterosexual / straight","450","440","26780","25560"
"In post","2021","Essex","20-29","LGBO","50","40","[c]","[c]"
"In post","2021","Essex","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Essex","20-29","Unknown","150","150","26180","25560"
"In post","2021","Essex","30-39","Heterosexual / straight","610","570","29680","29290"
"In post","2021","Essex","30-39","LGBO","50","50","[c]","[c]"
"In post","2021","Essex","30-39","Undeclared","60","60","30710","29290"
"In post","2021","Essex","30-39","Unknown","140","130","30120","29290"
"In post","2021","Essex","40-49","Heterosexual / straight","900","840","31430","29290"
"In post","2021","Essex","40-49","LGBO","50","50","[c]","[c]"
"In post","2021","Essex","40-49","Undeclared","120","110","29300","27370"
"In post","2021","Essex","40-49","Unknown","240","220","32000","29290"
"In post","2021","Essex","50-59","Heterosexual / straight","1350","1250","32990","29290"
"In post","2021","Essex","50-59","LGBO","50","40","[c]","[c]"
"In post","2021","Essex","50-59","Undeclared","250","230","32400","29290"
"In post","2021","Essex","50-59","Unknown","380","350","31520","29290"
"In post","2021","Essex","60-64","Heterosexual / straight","350","280","30270","29200"
"In post","2021","Essex","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Essex","60-64","Undeclared","70","60","29430","28130"
"In post","2021","Essex","60-64","Unknown","100","90","31670","29290"
"In post","2021","Essex","65+","Heterosexual / straight","110","80","27800","26780"
"In post","2021","Essex","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Essex","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Essex","65+","Unknown","50","30","[c]","[c]"
"In post","2021","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Heterosexual / straight","100","100","19110","19040"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Unknown","40","40","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Heterosexual / straight","3800","3750","27730","27540"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","LGBO","360","350","27540","27540"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Undeclared","330","330","28680","28650"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Unknown","860","850","27460","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Heterosexual / straight","4920","4660","35760","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","LGBO","290","280","34180","32000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Undeclared","520","500","35990","34400"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Unknown","870","820","35320","33000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Heterosexual / straight","4890","4650","39950","37500"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","LGBO","190","180","37990","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Undeclared","740","700","40400","39520"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Unknown","810","750","39310","36310"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Heterosexual / straight","5720","5530","40210","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","LGBO","150","140","38690","34460"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Undeclared","1090","1040","40760","39070"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Unknown","900","840","39170","33650"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Heterosexual / straight","1490","1300","38210","34290"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","LGBO","30","30","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Undeclared","320","270","37880","34560"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Unknown","200","160","34620","28130"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Heterosexual / straight","480","390","36870","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Undeclared","90","70","38270","33000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Unknown","110","80","37940","29630"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","20-29","Heterosexual / straight","1910","1880","27270","25560"
"In post","2021","Greater Manchester","20-29","LGBO","260","250","26490","25560"
"In post","2021","Greater Manchester","20-29","Undeclared","150","140","27100","25560"
"In post","2021","Greater Manchester","20-29","Unknown","970","950","25970","25560"
"In post","2021","Greater Manchester","30-39","Heterosexual / straight","2890","2770","31430","27570"
"In post","2021","Greater Manchester","30-39","LGBO","280","270","31200","27570"
"In post","2021","Greater Manchester","30-39","Undeclared","270","260","31370","27570"
"In post","2021","Greater Manchester","30-39","Unknown","960","910","29760","27570"
"In post","2021","Greater Manchester","40-49","Heterosexual / straight","2910","2750","33730","28220"
"In post","2021","Greater Manchester","40-49","LGBO","220","210","33980","27570"
"In post","2021","Greater Manchester","40-49","Undeclared","400","380","32330","27570"
"In post","2021","Greater Manchester","40-49","Unknown","1030","960","30950","27570"
"In post","2021","Greater Manchester","50-59","Heterosexual / straight","3730","3520","32870","27570"
"In post","2021","Greater Manchester","50-59","LGBO","180","180","32670","27570"
"In post","2021","Greater Manchester","50-59","Undeclared","580","540","31020","27570"
"In post","2021","Greater Manchester","50-59","Unknown","1250","1160","30320","27570"
"In post","2021","Greater Manchester","60-64","Heterosexual / straight","820","650","30440","27570"
"In post","2021","Greater Manchester","60-64","LGBO","40","30","[c]","[c]"
"In post","2021","Greater Manchester","60-64","Undeclared","170","130","30400","27570"
"In post","2021","Greater Manchester","60-64","Unknown","320","240","27320","25380"
"In post","2021","Greater Manchester","65+","Heterosexual / straight","220","160","29240","27280"
"In post","2021","Greater Manchester","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","65+","Undeclared","30","20","[c]","[c]"
"In post","2021","Greater Manchester","65+","Unknown","110","80","26830","26000"
"In post","2021","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","20-29","Heterosexual / straight","1300","1280","27680","27570"
"In post","2021","Hampshire and Isle of Wight","20-29","LGBO","140","140","26400","27470"
"In post","2021","Hampshire and Isle of Wight","20-29","Undeclared","90","90","27470","26670"
"In post","2021","Hampshire and Isle of Wight","20-29","Unknown","390","380","27080","26670"
"In post","2021","Hampshire and Isle of Wight","30-39","Heterosexual / straight","1890","1780","32850","30790"
"In post","2021","Hampshire and Isle of Wight","30-39","LGBO","130","130","31660","28970"
"In post","2021","Hampshire and Isle of Wight","30-39","Undeclared","200","190","33730","33220"
"In post","2021","Hampshire and Isle of Wight","30-39","Unknown","430","400","33540","30130"
"In post","2021","Hampshire and Isle of Wight","40-49","Heterosexual / straight","2300","2140","34880","32060"
"In post","2021","Hampshire and Isle of Wight","40-49","LGBO","100","90","32200","27570"
"In post","2021","Hampshire and Isle of Wight","40-49","Undeclared","320","300","34690","32500"
"In post","2021","Hampshire and Isle of Wight","40-49","Unknown","510","460","35260","30130"
"In post","2021","Hampshire and Isle of Wight","50-59","Heterosexual / straight","3630","3390","32730","28130"
"In post","2021","Hampshire and Isle of Wight","50-59","LGBO","110","100","33460","30110"
"In post","2021","Hampshire and Isle of Wight","50-59","Undeclared","630","600","33730","31810"
"In post","2021","Hampshire and Isle of Wight","50-59","Unknown","780","700","32490","27570"
"In post","2021","Hampshire and Isle of Wight","60-64","Heterosexual / straight","1210","1040","30480","27490"
"In post","2021","Hampshire and Isle of Wight","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","60-64","Undeclared","220","190","31750","28130"
"In post","2021","Hampshire and Isle of Wight","60-64","Unknown","230","180","29400","26900"
"In post","2021","Hampshire and Isle of Wight","65+","Heterosexual / straight","530","410","28750","23380"
"In post","2021","Hampshire and Isle of Wight","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","65+","Undeclared","70","50","27400","23130"
"In post","2021","Hampshire and Isle of Wight","65+","Unknown","100","70","27770","22520"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","20-29","Heterosexual / straight","360","360","23610","22920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","20-29","LGBO","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","20-29","Unknown","110","110","23370","22920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","30-39","Heterosexual / straight","540","510","27350","26670"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","30-39","Undeclared","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","30-39","Unknown","110","100","26090","24440"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","40-49","Heterosexual / straight","660","620","29950","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","40-49","LGBO","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","40-49","Undeclared","70","70","30890","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","40-49","Unknown","140","130","29110","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","50-59","Heterosexual / straight","940","890","29820","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","50-59","Undeclared","170","160","28930","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","50-59","Unknown","230","210","28120","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","60-64","Heterosexual / straight","230","200","26830","25560"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","60-64","Undeclared","30","30","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","60-64","Unknown","70","50","25530","25390"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","65+","Heterosexual / straight","80","70","25350","23630"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","20-29","Heterosexual / straight","110","100","24480","22920"
"In post","2021","Highlands and Islands","20-29","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","20-29","Unknown","70","60","24700","22920"
"In post","2021","Highlands and Islands","30-39","Heterosexual / straight","180","170","28640","27570"
