"Status","Year","Age","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","No function","40","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","No function","80","80","21230","21840"
"New entrant CS","2022","40-49","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","No function","110","110","26300","26130"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Driver and Vehicle Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","No function","30","30","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Actuary's Department","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Legal Department","Legal","50","50","49220","50500"
"New entrant CS","2022","40-49","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","No function","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","No function","210","200","23860","20970"
"New entrant CS","2022","40-49","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","No function","70","70","25150","22600"
"New entrant CS","2022","40-49","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Prison and Probation Service","No function","2660","2490","29600","27060"
"New entrant CS","2022","40-49","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Communications","120","120","27150","26590"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Counter Fraud","100","100","30190","26820"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Debt","90","90","21670","21250"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","50","50","42140","40180"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","No function","600","580","26650","21250"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Revenue and Customs (excl. agencies)","Unknown","80","80","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Treasury (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Home Office","Unknown","340","330","33820","25770"
"New entrant CS","2022","40-49","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Intellectual Property Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Intellectual Property Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","No function","30","30","[c]","[c]"
"New entrant CS","2022","40-49","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Medicines and Healthcare Products Regulatory Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Met Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Project Delivery","50","50","38800","38230"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Property","40","30","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Security","90","90","27210","25000"
"New entrant CS","2022","40-49","Ministry of Defence (excl. agencies)","Unknown","290","270","32040","26350"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","No function","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","National Crime Agency","No function","60","60","41700","36740"
"New entrant CS","2022","40-49","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
