"Status","Year","Organisation","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Met Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Female","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Female","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Female","SEO/HEO","90","90","39080","39510"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Male","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Male","SEO/HEO","90","90","39670","40440"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","G6/G7","70","70","55130","52900"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","SEO/HEO","80","80","35630","33210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","SEO/HEO","90","90","34260","33210"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Female","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Female","SEO/HEO","130","130","36780","36800"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Male","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Male","SEO/HEO","90","90","37440","36800"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Female","EO","[c]","[c]","[c]","[c]"
