"Status","Year","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","SCS","Cabinet Office","100","100","87900","77820"
"Leaver Dept.","2022","SCS","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Department of Health and Social Care","470","330","107400","104960"
"Leaver Dept.","2022","SCS","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Attorney General's Departments","60","60","35260","33100"
"Leaver Dept.","2022","SEO/HEO","Cabinet Office","1040","1040","33580","32000"
"Leaver Dept.","2022","SEO/HEO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","350","340","36140","35140"
"Leaver Dept.","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","100","100","35010","34020"
"Leaver Dept.","2022","SEO/HEO","Department for Education","260","250","36160","36580"
"Leaver Dept.","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","280","270","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for International Trade","120","120","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","180","170","35560","33960"
"Leaver Dept.","2022","SEO/HEO","Department for Transport","290","280","36970","35380"
"Leaver Dept.","2022","SEO/HEO","Department for Work and Pensions","560","550","35130","34290"
"Leaver Dept.","2022","SEO/HEO","Department of Health and Social Care","3220","2500","36020","36330"
"Leaver Dept.","2022","SEO/HEO","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Food Standards Agency","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Foreign, Commonwealth and Development Office","190","60","37380","38500"
"Leaver Dept.","2022","SEO/HEO","HM Revenue and Customs","320","310","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HM Treasury","100","100","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Home Office","460","450","37140","36590"
"Leaver Dept.","2022","SEO/HEO","Ministry of Defence","560","550","36710","37210"
"Leaver Dept.","2022","SEO/HEO","Ministry of Justice","530","530","35940","36020"
"Leaver Dept.","2022","SEO/HEO","National Crime Agency","50","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Scottish Government","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","UK Statistics Authority","130","130","33380","32040"
"Leaver Dept.","2022","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","140","130","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Attorney General's Departments","320","320","20470","20120"
"New entrant CS","2021","AA/AO","Cabinet Office","170","160","21600","20800"
"New entrant CS","2021","AA/AO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","250","240","21390","20880"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","330","320","21850","21050"
"New entrant CS","2021","AA/AO","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","490","450","21640","21590"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","5570","5500","21600","21010"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","450","400","20600","19630"
"New entrant CS","2021","AA/AO","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","550","540","22520","22350"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","3050","2960","20290","20140"
"New entrant CS","2021","AA/AO","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","600","590","21760","21430"
"New entrant CS","2021","AA/AO","Ministry of Defence","1530","1490","22020","20920"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","60","60","21620","21270"
"New entrant CS","2021","AA/AO","Ministry of Justice","5730","5610","22330","21980"
"New entrant CS","2021","AA/AO","National Crime Agency","80","80","21890","20800"
"New entrant CS","2021","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Scottish Government","890","850","20980","20760"
"New entrant CS","2021","AA/AO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","United Kingdom Statistics Authority","160","140","19460","19130"
"New entrant CS","2021","AA/AO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Welsh Government","110","100","20560","20500"
"New entrant CS","2021","EO","Attorney General's Departments","190","190","27170","26970"
"New entrant CS","2021","EO","Cabinet Office","260","260","26830","27500"
"New entrant CS","2021","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Business, Energy and Industrial Strategy","410","410","25790","24250"
"New entrant CS","2021","EO","Department for Digital, Culture, Media and Sport","80","80","27180","26180"
"New entrant CS","2021","EO","Department for Education","240","240","26010","25000"
"New entrant CS","2021","EO","Department for Environment, Food and Rural Affairs","380","380","25070","24920"
"New entrant CS","2021","EO","Department for International Trade","70","70","25790","26250"
"New entrant CS","2021","EO","Department for Transport","300","300","26970","26130"
"New entrant CS","2021","EO","Department for Work and Pensions","10960","10710","28570","27570"
"New entrant CS","2021","EO","Department of Health and Social Care","600","570","25820","26880"
"New entrant CS","2021","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","HM Land Registry","50","50","27820","27130"
"New entrant CS","2021","EO","HM Revenue and Customs","1120","1110","25680","25560"
"New entrant CS","2021","EO","HM Treasury","90","80","25400","24300"
"New entrant CS","2021","EO","Home Office","860","850","26630","24880"
"New entrant CS","2021","EO","Ministry of Defence","980","950","25200","26350"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government","80","80","26780","27850"
"New entrant CS","2021","EO","Ministry of Justice","520","510","24470","24620"
"New entrant CS","2021","EO","National Crime Agency","670","660","30950","32260"
"New entrant CS","2021","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Gas and Electricity Markets","130","130","24900","25000"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other Cabinet Office Agencies","40","40","[c]","[c]"
"New entrant CS","2021","EO","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Government","340","330","26510","26160"
"New entrant CS","2021","EO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","180","170","23610","23050"
"New entrant CS","2021","EO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Attorney General's Departments","330","310","52770","50520"
"New entrant CS","2021","G6/G7","Cabinet Office","260","250","62530","55000"
"New entrant CS","2021","G6/G7","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","150","150","57070","53380"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","90","90","56040","51730"
"New entrant CS","2021","G6/G7","Department for Education","150","150","54630","53420"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","220","220","53780","52290"
"New entrant CS","2021","G6/G7","Department for International Trade","50","50","55260","54000"
"New entrant CS","2021","G6/G7","Department for Transport","130","130","58910","54650"
"New entrant CS","2021","G6/G7","Department for Work and Pensions","180","170","58000","56000"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","520","490","56610","53360"
"New entrant CS","2021","G6/G7","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","130","130","58330","53100"
"New entrant CS","2021","G6/G7","HM Treasury","60","60","56120","55000"
"New entrant CS","2021","G6/G7","Home Office","230","220","59700","57430"
"New entrant CS","2021","G6/G7","Ministry of Defence","250","230","62450","57000"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","90","90","53000","53130"
"New entrant CS","2021","G6/G7","Ministry of Justice","210","200","57730","56000"
"New entrant CS","2021","G6/G7","National Crime Agency","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education","60","60","72610","75500"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","50","50","61370","59500"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","50","50","54970","55000"
"New entrant CS","2021","G6/G7","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","230","220","55690","52480"
"New entrant CS","2021","G6/G7","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","100","90","53380","52100"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","180","180","84080","72000"
"New entrant CS","2021","SCS","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","130","100","95110","88900"
"New entrant CS","2021","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","180","170","39570","40000"
"New entrant CS","2021","SEO/HEO","Cabinet Office","880","870","30970","28000"
"New entrant CS","2021","SEO/HEO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","680","670","35580","33570"
"New entrant CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","220","220","35970","34020"
"New entrant CS","2021","SEO/HEO","Department for Education","350","340","34540","36500"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","660","650","33460","32560"
"New entrant CS","2021","SEO/HEO","Department for International Trade","210","210","33790","31800"
"New entrant CS","2021","SEO/HEO","Department for Transport","480","480","35670","34710"
"New entrant CS","2021","SEO/HEO","Department for Work and Pensions","460","450","35830","35310"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","1620","1470","34650","32790"
"New entrant CS","2021","SEO/HEO","Food Standards Agency","70","70","35030","32830"
"New entrant CS","2021","SEO/HEO","HM Land Registry","60","60","39440","38550"
"New entrant CS","2021","SEO/HEO","HM Revenue and Customs","760","760","33840","31810"
"New entrant CS","2021","SEO/HEO","HM Treasury","280","270","32290","32320"
"New entrant CS","2021","SEO/HEO","Home Office","460","450","37740","36590"
"New entrant CS","2021","SEO/HEO","Ministry of Defence","1220","1190","35820","34000"
"New entrant CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","180","180","34720","33210"
"New entrant CS","2021","SEO/HEO","Ministry of Justice","880","870","32800","30990"
"New entrant CS","2021","SEO/HEO","National Crime Agency","250","250","41940","40210"
"New entrant CS","2021","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Office for Standards in Education","70","70","41900","42460"
"New entrant CS","2021","SEO/HEO","Office of Gas and Electricity Markets","90","90","36330","36000"
"New entrant CS","2021","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other Cabinet Office Agencies","100","100","34220","34800"
"New entrant CS","2021","SEO/HEO","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Scottish Government","600","580","35180","33550"
"New entrant CS","2021","SEO/HEO","The National Archives","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","UK Export Finance","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","United Kingdom Statistics Authority","620","610","32980","32540"
"New entrant CS","2021","SEO/HEO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Welsh Government","50","50","36460","39310"
"New entrant CS","2021","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","330","320","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","240","230","35470","31000"
"New entrant CS","2021","Unknown","Ministry of Justice","1440","1320","22940","22920"
"New entrant CS","2022","AA/AO","Attorney General's Departments","320","320","21410","21250"
"New entrant CS","2022","AA/AO","Cabinet Office","150","150","20620","21050"
"New entrant CS","2022","AA/AO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Business, Energy and Industrial Strategy","320","310","20590","20880"
"New entrant CS","2022","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Environment, Food and Rural Affairs","780","750","21550","21300"
"New entrant CS","2022","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Levelling Up, Housing and Communities","50","50","21400","21520"
"New entrant CS","2022","AA/AO","Department for Transport","890","830","21280","21840"
"New entrant CS","2022","AA/AO","Department for Work and Pensions","4710","4610","21590","21260"
"New entrant CS","2022","AA/AO","Department of Health and Social Care","320","270","21500","21240"
"New entrant CS","2022","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Land Registry","280","270","22580","22600"
"New entrant CS","2022","AA/AO","HM Revenue and Customs","4050","3880","21350","21250"
"New entrant CS","2022","AA/AO","HM Treasury","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","540","530","21920","21680"
"New entrant CS","2022","AA/AO","Ministry of Defence","1430","1390","22050","21170"
"New entrant CS","2022","AA/AO","Ministry of Justice","7580","7460","23230","23140"
"New entrant CS","2022","AA/AO","National Crime Agency","60","60","22340","21050"
"New entrant CS","2022","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Scottish Government","1910","1850","21910","21050"
"New entrant CS","2022","AA/AO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Statistics Authority","380","300","19850","19860"
"New entrant CS","2022","AA/AO","Welsh Government","80","80","21950","21300"
"New entrant CS","2022","EO","Attorney General's Departments","260","260","26830","26950"
"New entrant CS","2022","EO","Cabinet Office","300","290","25670","25520"
"New entrant CS","2022","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Charity Commission","30","30","[c]","[c]"
"New entrant CS","2022","EO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy","360","360","26310","24780"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","100","100","26110","26180"
"New entrant CS","2022","EO","Department for Education","320","320","25610","25000"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs","470","460","25620","24920"
"New entrant CS","2022","EO","Department for International Trade","160","160","26070","26250"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities","150","150","26750","27850"
"New entrant CS","2022","EO","Department for Transport","570","560","26680","26130"
"New entrant CS","2022","EO","Department for Work and Pensions","4970","4840","28180","27570"
"New entrant CS","2022","EO","Department of Health and Social Care","760","640","25980","26880"
"New entrant CS","2022","EO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","40","40","[c]","[c]"
"New entrant CS","2022","EO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","150","150","27750","27130"
"New entrant CS","2022","EO","HM Revenue and Customs","2420","2400","26980","26590"
"New entrant CS","2022","EO","HM Treasury","70","60","25390","24300"
"New entrant CS","2022","EO","Home Office","1480","1380","27240","24880"
"New entrant CS","2022","EO","Ministry of Defence","1170","1140","24890","26350"
"New entrant CS","2022","EO","Ministry of Justice","620","610","26330","25120"
"New entrant CS","2022","EO","National Crime Agency","290","280","33260","32770"
"New entrant CS","2022","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Gas and Electricity Markets","200","200","25930","25750"
"New entrant CS","2022","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Government","1010","980","27390","27230"
"New entrant CS","2022","EO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Export Finance","30","30","[c]","[c]"
"New entrant CS","2022","EO","UK Statistics Authority","110","110","23910","23880"
"New entrant CS","2022","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Welsh Government","80","80","26470","25860"
"New entrant CS","2022","G6/G7","Attorney General's Departments","290","270","52730","50500"
"New entrant CS","2022","G6/G7","Cabinet Office","440","440","61710","60000"
"New entrant CS","2022","G6/G7","Chancellor's other departments","[c]","[c]","[c]","[c]"
