"Status","Year","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Planning Inspectorate","60","60","25820","21270"
"New entrant CS","2021","Operational Delivery","Public Health England","1280","1110","32890","28590"
"New entrant CS","2021","Operational Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Rural Payments Agency","50","50","22570","21050"
"New entrant CS","2021","Operational Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Scottish Courts and Tribunals Service","80","80","21840","20850"
"New entrant CS","2021","Operational Delivery","Scottish Prison Service","210","200","21370","20810"
"New entrant CS","2021","Operational Delivery","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","UK Export Finance","60","60","47340","44080"
"New entrant CS","2021","Operational Delivery","UK Hydrographic Office","50","50","26270","20170"
"New entrant CS","2021","Operational Delivery","UK Intellectual Property Office","120","120","24460","23320"
"New entrant CS","2021","Operational Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","United Kingdom Statistics Authority","440","410","28340","29540"
"New entrant CS","2021","Operational Delivery","Valuation Office Agency","130","130","21090","20880"
"New entrant CS","2021","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Welsh Government (excl. agencies)","70","60","23130","20500"
"New entrant CS","2021","Operational Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Defence Equipment and Support","190","180","27860","23230"
"New entrant CS","2021","Other","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Department for Transport (excl. agencies)","70","70","34380","29970"
"New entrant CS","2021","Other","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Government Actuary's Department","30","30","[c]","[c]"
"New entrant CS","2021","Other","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Government Legal Department","60","60","27170","26950"
"New entrant CS","2021","Other","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Home Office (incl. agencies)","340","330","33470","28650"
"New entrant CS","2021","Other","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Ministry of Defence (excl. agencies)","770","750","23830","20920"
"New entrant CS","2021","Other","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Office of Gas and Electricity Markets","200","200","29620","25000"
"New entrant CS","2021","Other","Scottish Prison Service","50","50","[c]","[c]"
"New entrant CS","2021","Other","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","530","520","38140","33570"
"New entrant CS","2021","Policy","Department for Digital, Culture, Media and Sport","250","250","37600","34020"
"New entrant CS","2021","Policy","Department for Education (excl. agencies)","270","270","36480","32940"
"New entrant CS","2021","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","590","580","36460","32560"
"New entrant CS","2021","Policy","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Policy","Department for Transport (excl. agencies)","140","140","35250","34710"
"New entrant CS","2021","Policy","Department of Health and Social Care (excl. agencies)","600","590","39320","32790"
"New entrant CS","2021","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","HM Treasury (excl. agencies)","260","260","33060","28500"
"New entrant CS","2021","Policy","Home Office (incl. agencies)","190","180","41850","37050"
"New entrant CS","2021","Policy","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Maritime and Coastguard Agency","40","40","[c]","[c]"
"New entrant CS","2021","Policy","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","150","150","40380","33210"
"New entrant CS","2021","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Welsh Government (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","120","110","36490","34000"
"New entrant CS","2021","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","70","70","41440","34020"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","70","70","37620","34710"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","70","70","38540","36160"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Home Office (incl. agencies)","80","80","41110","35050"
"New entrant CS","2021","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","360","360","34890","33000"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","50","50","39510","39700"
"New entrant CS","2021","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","60","60","36540","36030"
"New entrant CS","2021","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","50","50","44430","49860"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","200","190","30230","33000"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","130","120","29570","27880"
"New entrant CS","2021","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","HM Prison and Probation Service","120","110","26540","24620"
"New entrant CS","2021","Psychology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Animal and Plant Health Agency","60","50","27530","24370"
"New entrant CS","2021","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Defence Equipment and Support","190","190","30690","28770"
"New entrant CS","2021","Science and Engineering","Defence Science and Technology Laboratory","150","150","29200","26480"
"New entrant CS","2021","Science and Engineering","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Health and Safety Executive","60","60","26710","26370"
"New entrant CS","2021","Science and Engineering","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Met Office","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Ministry of Defence (excl. agencies)","100","100","27020","25190"
"New entrant CS","2021","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Public Health England","530","460","33150","31370"
"New entrant CS","2021","Science and Engineering","Submarine Delivery Agency","80","80","31940","27540"
"New entrant CS","2021","Science and Engineering","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Prison and Probation Service","80","80","29300","27700"
"New entrant CS","2021","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","570","570","25650","23540"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","United Kingdom Statistics Authority","150","140","32170","32540"
"New entrant CS","2021","Social Research","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Statistics","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Statistics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","United Kingdom Statistics Authority","150","140","34080","32540"
"New entrant CS","2021","Statistics","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs (excl. agencies)","3240","3170","22580","20140"
"New entrant CS","2021","Tax","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","1710","1690","39790","28000"
"New entrant CS","2021","Unknown","Charity Commission","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","60","60","37910","31070"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","16980","16660","26790","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","50","50","31300","30650"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","100","90","27350","25140"
"New entrant CS","2021","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","840","820","27760","20140"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","110","110","38520","32960"
"New entrant CS","2021","Unknown","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","80","80","31490","31700"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Records of Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government (excl. agencies)","790","770","37270","30650"
"New entrant CS","2021","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Security Scotland","390","380","25920","20060"
"New entrant CS","2021","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Transport Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
