"Status","Year","Ethnicity","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chinese","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","No function","180","170","22570","22350"
"New entrant CS","2021","Mixed","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Unknown","240","240","22260","21010"
"New entrant CS","2021","Mixed","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","No function","90","90","27430","26880"
"New entrant CS","2021","Mixed","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Unknown","480","470","28890","27570"
"New entrant CS","2021","Mixed","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Analysis","40","30","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","No function","140","140","34270","33570"
"New entrant CS","2021","Mixed","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","No function","50","40","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","No function","30","30","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Unknown","50","50","21880","21010"
"New entrant CS","2021","Other ethnicity","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Unknown","120","120","29430","30750"
"New entrant CS","2021","Other ethnicity","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","No function","40","30","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","No function","130","130","20720","19630"
"New entrant CS","2021","Undeclared","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Unknown","120","110","21530","21010"
"New entrant CS","2021","Undeclared","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","No function","80","80","26270","25840"
"New entrant CS","2021","Undeclared","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Unknown","220","210","28830","27570"
"New entrant CS","2021","Undeclared","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","No function","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","No function","120","110","35000","33570"
"New entrant CS","2021","Undeclared","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Debt","640","620","20290","20140"
"New entrant CS","2021","Unknown","AA/AO","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Finance","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Legal","140","140","20280","20120"
"New entrant CS","2021","Unknown","AA/AO","No function","4500","4350","21480","20600"
"New entrant CS","2021","Unknown","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Property","100","100","21270","20880"
"New entrant CS","2021","Unknown","AA/AO","Security","230","230","25600","23540"
"New entrant CS","2021","Unknown","AA/AO","Unknown","1240","1210","21490","21010"
"New entrant CS","2021","Unknown","EO","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Communications","440","430","25740","25560"
"New entrant CS","2021","Unknown","EO","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Digital, Data & Technology","140","130","26450","25560"
"New entrant CS","2021","Unknown","EO","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Human Resources","60","60","25430","26300"
"New entrant CS","2021","Unknown","EO","Legal","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","EO","No function","840","820","25690","25560"
"New entrant CS","2021","Unknown","EO","Project Delivery","130","130","20040","16780"
"New entrant CS","2021","Unknown","EO","Property","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Security","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","2050","1990","27910","27570"
"New entrant CS","2021","Unknown","G6/G7","Analysis","60","60","57740","53360"
"New entrant CS","2021","Unknown","G6/G7","Commercial","70","70","77000","84000"
"New entrant CS","2021","Unknown","G6/G7","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Digital, Data & Technology","160","160","58670","56200"
"New entrant CS","2021","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Legal","80","80","54890","55000"
"New entrant CS","2021","Unknown","G6/G7","No function","320","310","56150","53380"
"New entrant CS","2021","Unknown","G6/G7","Project Delivery","60","60","56620","53500"
"New entrant CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","360","340","59490","57430"
"New entrant CS","2021","Unknown","SCS","Commercial","160","160","81760","71000"
"New entrant CS","2021","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","No function","50","50","101200","89500"
"New entrant CS","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Analysis","160","160","33970","32790"
"New entrant CS","2021","Unknown","SEO/HEO","Commercial","70","70","37090","37150"
"New entrant CS","2021","Unknown","SEO/HEO","Communications","160","160","34550","31810"
"New entrant CS","2021","Unknown","SEO/HEO","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Digital, Data & Technology","320","310","36380","36030"
"New entrant CS","2021","Unknown","SEO/HEO","Finance","140","130","35130","32790"
"New entrant CS","2021","Unknown","SEO/HEO","Human Resources","70","60","34220","32790"
"New entrant CS","2021","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Legal","100","100","31770","30850"
"New entrant CS","2021","Unknown","SEO/HEO","No function","1560","1540","32110","30990"
"New entrant CS","2021","Unknown","SEO/HEO","Project Delivery","150","150","36180","36030"
"New entrant CS","2021","Unknown","SEO/HEO","Property","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Security","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","710","700","36100","35050"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","390","340","22420","22920"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","30","30","[c]","[c]"
