"Status","Year","Organisation","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Animal and Plant Health Agency","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","South East (England)","90","90","26740","24920"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","60-64","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","60-64","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","60-64","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","60-64","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","20-29","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","40-49","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","16-19","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","London","630","630","30100","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","North East (England)","50","50","23570","21050"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","Unknown","110","100","29830","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","20-29","Yorkshire and The Humber","50","50","27160","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","London","170","160","49520","49700"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","North West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","30-39","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","London","80","80","54300","54700"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","London","50","50","72770","68350"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","60-64","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","60-64","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","60-64","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","60-64","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","20-29","East of England","40","30","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","20-29","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","30-39","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","30-39","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","40-49","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","40-49","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","50-59","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","50-59","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","60-64","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","65+","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","20-29","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","20-29","North West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Charity Commission","30-39","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","30-39","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","40-49","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","40-49","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","50-59","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","60-64","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","20-29","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","20-29","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","20-29","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","20-29","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","20-29","Wales","60","60","22540","20100"
"New entrant CS","2022","Companies House","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","30-39","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","30-39","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","30-39","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Companies House","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","40-49","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","40-49","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","40-49","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","50-59","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","60-64","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","20-29","London","70","70","32850","33120"
"New entrant CS","2022","Competition and Markets Authority","20-29","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","20-29","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","30-39","London","30","30","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","30-39","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","40-49","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","40-49","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","50-59","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","20-29","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","20-29","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","30-39","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","40-49","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","20-29","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","20-29","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","20-29","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","20-29","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","30-39","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","30-39","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","30-39","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","30-39","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","40-49","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","40-49","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","40-49","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","40-49","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","40-49","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","50-59","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","20-29","Scotland","230","220","25170","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","30-39","Scotland","100","100","29230","27230"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","40-49","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","50-59","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","65+","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","London","100","100","26640","23770"
"New entrant CS","2022","Crown Prosecution Service","20-29","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","South East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","20-29","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","London","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","London","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","60-64","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","60-64","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","16-19","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","16-19","South West (England)","50","50","18070","17140"
"New entrant CS","2022","Defence Equipment and Support","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","20-29","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","20-29","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","20-29","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","20-29","South East (England)","[c]","[c]","[c]","[c]"
