"Status","Year","Responsibility_level","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","G6/G7","Unknown","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Westminster","610","330","57750","54700"
"Leaver Dept.","2022","G6/G7","Unknown","Wiltshire","80","70","58010","55930"
"Leaver Dept.","2022","G6/G7","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared disabled","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Lambeth","80","60","99120","93230"
"Leaver Dept.","2022","SCS","Declared non-disabled","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Westminster","220","190","88190","78890"
"Leaver Dept.","2022","SCS","Declared non-disabled","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Declared non-disabled","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Lambeth","40","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Westminster","110","50","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Lambeth","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Leeds","40","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Manchester","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
