"Status","Year","Region_ITL1","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Northern Ireland","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","HM Revenue and Customs","220","210","28220","26590"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","HM Revenue and Customs","190","190","24870","21250"
"New entrant CS","2022","Northern Ireland","Unknown","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Department for Work and Pensions","120","110","24250","21260"
"New entrant CS","2022","Scotland","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","HM Revenue and Customs","60","50","26770","26590"
"New entrant CS","2022","Scotland","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Scottish Government","270","260","27570","27230"
"New entrant CS","2022","Scotland","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Cabinet Office","80","80","37890","32000"
"New entrant CS","2022","Scotland","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Department for Work and Pensions","760","750","25160","21260"
"New entrant CS","2022","Scotland","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","HM Revenue and Customs","540","530","25830","21250"
"New entrant CS","2022","Scotland","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Ministry of Defence","160","160","28920","26350"
"New entrant CS","2022","Scotland","Declared non-disabled","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Office of Gas and Electricity Markets","180","170","31130","25000"
"New entrant CS","2022","Scotland","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Scottish Government","2130","2090","29830","27230"
"New entrant CS","2022","Scotland","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Scottish Government","60","60","30580","27230"
"New entrant CS","2022","Scotland","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Department for Work and Pensions","120","110","24260","21260"
"New entrant CS","2022","Scotland","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","HM Revenue and Customs","300","290","24510","21250"
"New entrant CS","2022","Scotland","Unknown","Home Office","160","150","26500","24880"
"New entrant CS","2022","Scotland","Unknown","Ministry of Defence","150","150","28760","23540"
"New entrant CS","2022","Scotland","Unknown","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Scottish Government","2050","1980","29900","27230"
"New entrant CS","2022","Scotland","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Department for Work and Pensions","90","90","25010","24250"
"New entrant CS","2022","South East (England)","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Ministry of Defence","50","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Ministry of Justice","200","190","28330","26820"
"New entrant CS","2022","South East (England)","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Department for Environment, Food and Rural Affairs","190","180","31660","27960"
"New entrant CS","2022","South East (England)","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Department for Transport","90","90","33290","26840"
"New entrant CS","2022","South East (England)","Declared non-disabled","Department for Work and Pensions","420","410","25980","27570"
"New entrant CS","2022","South East (England)","Declared non-disabled","Department of Health and Social Care","90","70","36160","30880"
"New entrant CS","2022","South East (England)","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","HM Revenue and Customs","70","60","29310","26590"
"New entrant CS","2022","South East (England)","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Ministry of Defence","560","540","30600","26350"
"New entrant CS","2022","South East (England)","Declared non-disabled","Ministry of Justice","1240","1210","27290","26140"
"New entrant CS","2022","South East (England)","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","UK Statistics Authority","200","170","26320","23880"
"New entrant CS","2022","South East (England)","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Ministry of Justice","60","60","29090","26640"
"New entrant CS","2022","South East (England)","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Department for Transport","130","130","29600","26840"
"New entrant CS","2022","South East (England)","Unknown","Department for Work and Pensions","80","80","26490","27570"
"New entrant CS","2022","South East (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","HM Revenue and Customs","50","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Home Office","310","280","26090","24880"
"New entrant CS","2022","South East (England)","Unknown","Ministry of Defence","290","280","29960","25540"
"New entrant CS","2022","South East (England)","Unknown","Ministry of Justice","840","780","26680","26140"
"New entrant CS","2022","South East (England)","Unknown","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","UK Statistics Authority","150","110","23840","19860"
"New entrant CS","2022","South West (England)","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Department for Environment, Food and Rural Affairs","60","50","34590","30320"
"New entrant CS","2022","South West (England)","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Department for Work and Pensions","60","60","23460","21260"
"New entrant CS","2022","South West (England)","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Ministry of Defence","110","110","31920","27540"
"New entrant CS","2022","South West (England)","Declared disabled","Ministry of Justice","150","140","27340","24090"
"New entrant CS","2022","South West (England)","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Department for Business, Energy and Industrial Strategy","200","200","29060","24400"
"New entrant CS","2022","South West (England)","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Department for Environment, Food and Rural Affairs","310","300","33080","29340"
"New entrant CS","2022","South West (England)","Declared non-disabled","Department for Levelling Up, Housing and Communities","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Department for Transport","50","50","27960","26130"
"New entrant CS","2022","South West (England)","Declared non-disabled","Department for Work and Pensions","270","260","23690","21260"
"New entrant CS","2022","South West (England)","Declared non-disabled","Department of Health and Social Care","220","210","29990","28590"
"New entrant CS","2022","South West (England)","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","HM Land Registry","50","50","25810","22600"
"New entrant CS","2022","South West (England)","Declared non-disabled","HM Revenue and Customs","110","100","30250","26590"
"New entrant CS","2022","South West (England)","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Ministry of Defence","1310","1280","30990","27540"
"New entrant CS","2022","South West (England)","Declared non-disabled","Ministry of Justice","720","680","25570","23170"
"New entrant CS","2022","South West (England)","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Department for Education","70","60","37920","36500"
"New entrant CS","2022","South West (England)","Unknown","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Department for Transport","40","30","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Department for Work and Pensions","70","70","22330","21260"
"New entrant CS","2022","South West (England)","Unknown","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","HM Land Registry","70","70","26870","25460"
"New entrant CS","2022","South West (England)","Unknown","HM Revenue and Customs","90","90","25750","22010"
"New entrant CS","2022","South West (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Ministry of Defence","660","640","30080","26350"
"New entrant CS","2022","South West (England)","Unknown","Ministry of Justice","510","480","24960","23140"
"New entrant CS","2022","South West (England)","Unknown","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Cabinet Office","70","70","37370","34530"
"New entrant CS","2022","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Department for Work and Pensions","50","50","31340","29290"
"New entrant CS","2022","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
