"Status","Year","Sexual_orientation","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Registers of Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Registers of Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Registers of Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Registers of Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Registers of Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Revenue Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Revenue Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Revenue Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Revenue Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Revenue Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Rural Payments Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Rural Payments Agency","20-29","60","60","21800","21300"
"New entrant CS","2022","Heterosexual / straight","Rural Payments Agency","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Rural Payments Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","20-29","50","50","22240","22000"
"New entrant CS","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Fiscal Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Fiscal Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Fiscal Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government (excl. agencies)","20-29","230","230","29080","27230"
"New entrant CS","2022","Heterosexual / straight","Scottish Government (excl. agencies)","30-39","220","220","35590","31540"
"New entrant CS","2022","Heterosexual / straight","Scottish Government (excl. agencies)","40-49","130","130","40470","39660"
"New entrant CS","2022","Heterosexual / straight","Scottish Government (excl. agencies)","50-59","70","70","39650","39660"
"New entrant CS","2022","Heterosexual / straight","Scottish Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Housing Regulator","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Housing Regulator","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Prison Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Prison Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Prison Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Prison Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Prison Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Prison Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Public Pensions Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Public Pensions Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Public Pensions Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Public Pensions Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Public Pensions Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Public Pensions Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Serious Fraud Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Serious Fraud Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Serious Fraud Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Security Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Security Scotland","20-29","170","170","25220","27230"
"New entrant CS","2022","Heterosexual / straight","Social Security Scotland","30-39","240","230","28060","27230"
"New entrant CS","2022","Heterosexual / straight","Social Security Scotland","40-49","180","170","28870","27230"
"New entrant CS","2022","Heterosexual / straight","Social Security Scotland","50-59","120","110","29040","27230"
"New entrant CS","2022","Heterosexual / straight","Social Security Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Security Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Standards and Testing Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Standards and Testing Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Standards and Testing Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Student Awards Agency for Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Student Awards Agency for Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Student Awards Agency for Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Student Awards Agency for Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Student Awards Agency for Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Student Awards Agency for Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Submarine Delivery Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Submarine Delivery Agency","20-29","60","60","28530","27540"
"New entrant CS","2022","Heterosexual / straight","Submarine Delivery Agency","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Submarine Delivery Agency","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Submarine Delivery Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Teaching Regulation Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Teaching Regulation Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Teaching Regulation Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Teaching Regulation Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Transport Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Transport Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Transport Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Transport Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Debt Management Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Debt Management Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Health Security Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Health Security Agency","20-29","460","430","28660","26880"
"New entrant CS","2022","Heterosexual / straight","UK Health Security Agency","30-39","310","280","37020","32330"
"New entrant CS","2022","Heterosexual / straight","UK Health Security Agency","40-49","230","210","39420","36330"
"New entrant CS","2022","Heterosexual / straight","UK Health Security Agency","50-59","160","140","38520","36330"
"New entrant CS","2022","Heterosexual / straight","UK Health Security Agency","60-64","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Health Security Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Hydrographic Office","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Hydrographic Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Hydrographic Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Hydrographic Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Space Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Space Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","20-29","300","290","26510","23880"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","30-39","180","170","33020","30710"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","40-49","130","120","35510","30710"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","50-59","80","60","27380","19860"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Valuation Office Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Valuation Office Agency","20-29","90","90","27000","25190"
"New entrant CS","2022","Heterosexual / straight","Valuation Office Agency","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Valuation Office Agency","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Vehicle Certification Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Vehicle Certification Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Vehicle Certification Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Vehicle Certification Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Vehicle Certification Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Vehicle Certification Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinary Medicines Directorate","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinary Medicines Directorate","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government (excl. agencies)","20-29","70","70","27440","25860"
"New entrant CS","2022","Heterosexual / straight","Welsh Government (excl. agencies)","30-39","70","70","34110","31210"
"New entrant CS","2022","Heterosexual / straight","Welsh Government (excl. agencies)","40-49","80","70","42090","40100"
"New entrant CS","2022","Heterosexual / straight","Welsh Government (excl. agencies)","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Revenue Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Revenue Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Revenue Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Revenue Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wilton Park","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wilton Park","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wilton Park","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wilton Park","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Accountant in Bankruptcy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Accountant in Bankruptcy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Accountant in Bankruptcy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Advisory, Conciliation and Arbitration Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Animal and Plant Health Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Animal and Plant Health Agency","20-29","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office (excl. agencies)","20-29","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office (excl. agencies)","30-39","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Companies House","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Companies House","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Companies House","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Companies House","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Companies House","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Criminal Injuries Compensation Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Criminal Injuries Compensation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Criminal Injuries Compensation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Criminal Injuries Compensation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Commercial Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Commercial Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Office and Procurator Fiscal Service","20-29","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Prosecution Service","20-29","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Science and Technology Laboratory","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Science and Technology Laboratory","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Science and Technology Laboratory","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Science and Technology Laboratory","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","60","60","34370","33570"
