"Status","Year","Function_of_post","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","Brent","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Bridgend and Neath Port Talbot","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Bristol, City of","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Bristol, City of","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Bristol, City of","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Bristol, City of","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Buckinghamshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Buckinghamshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cambridgeshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cambridgeshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cardiff and Vale of Glamorgan","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Central Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Central Hampshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Central Hampshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","City of Edinburgh","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","City of Edinburgh","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","City of Edinburgh","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","City of Edinburgh","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Clackmannanshire and Fife","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Clackmannanshire and Fife","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Coventry","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Coventry","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Croydon","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Darlington","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Darlington","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Devon CC","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Durham","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","East Kent","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","East Merseyside","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","East Merseyside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","East Riding of Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","East Sussex CC","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Falkirk","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Glasgow City","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Glasgow City","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Glasgow City","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Glasgow City","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Greater Manchester South West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Greater Manchester South West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Hackney and Newham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Hackney and Newham","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Haringey and Islington","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heart of Essex","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Hertfordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Hounslow and Richmond upon Thames","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Lambeth","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leeds","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leeds","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leeds","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leeds","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leeds","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leeds","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leeds","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leeds","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Leicestershire CC and Rutland","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Lewisham and Southwark","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Lewisham and Southwark","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Lisburn and Castlereagh","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Liverpool","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Liverpool","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Liverpool","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Manchester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Manchester","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Manchester","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Medway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Merton, Kingston upon Thames and Sutton","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Milton Keynes","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Monmouthshire and Newport","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Monmouthshire and Newport","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Monmouthshire and Newport","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Monmouthshire and Newport","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","North Yorkshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","North Yorkshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Northumberland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Norwich and East Norfolk","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Norwich and East Norfolk","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Nottingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Nottingham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Nottingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Nottingham","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Nottingham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Oxfordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Peterborough","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Plymouth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Plymouth","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Portsmouth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Sefton","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Sheffield","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Sheffield","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Solihull","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Somerset CC","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","South and West Derbyshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","South Hampshire","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","South Lanarkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","South Nottinghamshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Southampton","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Staffordshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Staffordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Staffordshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Stoke-on-Trent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Suffolk CC","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Suffolk CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Swansea","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Swansea","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Swansea","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Telford and Wrekin","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Telford and Wrekin","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Tower Hamlets","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Tower Hamlets","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Tower Hamlets","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Tyneside","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Tyneside","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Wakefield","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Warrington","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Warrington","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Warrington","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","West Cumbria","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","West Cumbria","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","West Surrey","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","West Surrey","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","West Surrey","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","West Sussex (South West)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Cabinet Office (excl. agencies)","70","70","73580","70900"
"New entrant CS","2022","Commercial","Westminster","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Department of Health and Social Care (excl. agencies)","50","30","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","UK Export Finance","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Westminster","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Wiltshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Wiltshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Wiltshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Wiltshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Wirral","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Wolverhampton","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Wolverhampton","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Worcestershire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Worcestershire CC","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","York","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","York","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","York","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","York","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Antrim and Newtownabbey","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ards and North Down","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Barnet","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Barnet","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Birmingham","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Birmingham","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Birmingham","HM Revenue and Customs (excl. agencies)","230","220","26120","26590"
"New entrant CS","2022","Communications","Birmingham","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bournemouth, Christchurch and Poole","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bradford","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bristol, City of","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bristol, City of","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Bristol, City of","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Buckinghamshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cambridgeshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Camden and City of London","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Camden and City of London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Camden and City of London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Camden and City of London","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Camden and City of London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cardiff and Vale of Glamorgan","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cardiff and Vale of Glamorgan","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cardiff and Vale of Glamorgan","HM Revenue and Customs (excl. agencies)","70","70","28070","26590"
"New entrant CS","2022","Communications","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cardiff and Vale of Glamorgan","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Central Bedfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Central Hampshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","City of Edinburgh","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","City of Edinburgh","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","City of Edinburgh","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","City of Edinburgh","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","City of Edinburgh","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","City of Edinburgh","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Coventry","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Coventry","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Croydon","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Croydon","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Darlington","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Darlington","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Darlington","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Devon CC","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Dorset","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Dumfries and Galloway","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","East Derbyshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","East Merseyside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","East Merseyside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Glasgow City","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Glasgow City","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Glasgow City","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Glasgow City","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Greater Manchester North East","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Greater Manchester South West","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Greater Manchester South West","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Greater Manchester South West","HM Revenue and Customs (excl. agencies)","70","70","27580","26590"
"New entrant CS","2022","Communications","Hertfordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Hounslow and Richmond upon Thames","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Lambeth","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Lambeth","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Leeds","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Leeds","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Leeds","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Leeds","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Leeds","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Leeds","HM Revenue and Customs (excl. agencies)","100","100","27360","26590"
"New entrant CS","2022","Communications","Lewisham and Southwark","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Liverpool","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Manchester","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Manchester","HM Revenue and Customs (excl. agencies)","80","80","27130","26590"
"New entrant CS","2022","Communications","Manchester","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Manchester","UK Health Security Agency","[c]","[c]","[c]","[c]"
