"Status","Year","Sexual_orientation","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","West Yorkshire","40-49","2590","2400","34350","31180"
"In post","2021","Heterosexual / straight","West Yorkshire","50-59","3080","2880","34100","30340"
"In post","2021","Heterosexual / straight","West Yorkshire","60-64","760","590","30710","27570"
"In post","2021","Heterosexual / straight","West Yorkshire","65+","190","140","27990","27460"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","20-29","50","50","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","30-39","40","40","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","40-49","30","30","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","50-59","30","30","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","20-29","100","100","26800","26640"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","30-39","100","100","31190","29990"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","40-49","60","60","32400","31330"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","50-59","70","70","36100","33520"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","20-29","50","50","26440","27150"
"In post","2021","LGBO","Cheshire","30-39","60","60","31240","30640"
"In post","2021","LGBO","Cheshire","40-49","40","40","[c]","[c]"
"In post","2021","LGBO","Cheshire","50-59","30","30","[c]","[c]"
"In post","2021","LGBO","Cheshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cheshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cumbria","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","20-29","110","110","24770","24630"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","30-39","150","140","30060","27570"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","40-49","110","110","32880","31180"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","50-59","90","90","35030","31650"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","20-29","70","70","24800","23970"
"In post","2021","LGBO","Devon","30-39","60","60","27670","26780"
"In post","2021","LGBO","Devon","40-49","60","50","30040","27570"
"In post","2021","LGBO","Devon","50-59","60","60","27150","27350"
"In post","2021","LGBO","Devon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","20-29","50","40","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","30-39","40","40","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","20-29","100","100","25390","24920"
"In post","2021","LGBO","East Anglia","30-39","100","100","28180","26810"
"In post","2021","LGBO","East Anglia","40-49","90","90","30050","27570"
"In post","2021","LGBO","East Anglia","50-59","90","80","30390","27570"
"In post","2021","LGBO","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Wales","20-29","250","250","27200","25560"
"In post","2021","LGBO","East Wales","30-39","300","290","31720","27680"
"In post","2021","LGBO","East Wales","40-49","170","160","35770","29540"
"In post","2021","LGBO","East Wales","50-59","120","120","35860","28850"
"In post","2021","LGBO","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","20-29","40","40","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","30-39","40","40","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","40-49","40","40","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","50-59","40","40","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","20-29","210","210","27500","26160"
"In post","2021","LGBO","Eastern Scotland","30-39","240","240","35730","32060"
"In post","2021","LGBO","Eastern Scotland","40-49","150","150","39070","31990"
"In post","2021","LGBO","Eastern Scotland","50-59","130","130","37520","29270"
"In post","2021","LGBO","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Essex","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Essex","20-29","50","40","[c]","[c]"
"In post","2021","LGBO","Essex","30-39","50","50","[c]","[c]"
"In post","2021","LGBO","Essex","40-49","50","50","[c]","[c]"
"In post","2021","LGBO","Essex","50-59","50","40","[c]","[c]"
"In post","2021","LGBO","Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Essex","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","360","350","27540","27540"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","290","280","34180","32000"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","190","180","37990","33300"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","150","140","38690","34460"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","30","30","[c]","[c]"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester","20-29","260","250","26490","25560"
"In post","2021","LGBO","Greater Manchester","30-39","280","270","31200","27570"
"In post","2021","LGBO","Greater Manchester","40-49","220","210","33980","27570"
"In post","2021","LGBO","Greater Manchester","50-59","180","180","32670","27570"
"In post","2021","LGBO","Greater Manchester","60-64","40","30","[c]","[c]"
"In post","2021","LGBO","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hampshire and Isle of Wight","20-29","140","140","26400","27470"
"In post","2021","LGBO","Hampshire and Isle of Wight","30-39","130","130","31660","28970"
"In post","2021","LGBO","Hampshire and Isle of Wight","40-49","100","90","32200","27570"
"In post","2021","LGBO","Hampshire and Isle of Wight","50-59","110","100","33460","30110"
"In post","2021","LGBO","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","20-29","40","40","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","40-49","40","40","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inner London - East","20-29","210","210","34380","31060"
"In post","2021","LGBO","Inner London - East","30-39","220","220","43600","37310"
"In post","2021","LGBO","Inner London - East","40-49","160","160","47590","44720"
"In post","2021","LGBO","Inner London - East","50-59","160","150","47290","38960"
"In post","2021","LGBO","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inner London - East","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inner London - West","20-29","1380","1370","38990","35070"
"In post","2021","LGBO","Inner London - West","30-39","1030","1020","50400","52840"
"In post","2021","LGBO","Inner London - West","40-49","630","620","56470","54940"
"In post","2021","LGBO","Inner London - West","50-59","470","460","51920","51490"
"In post","2021","LGBO","Inner London - West","60-64","80","70","47480","46270"
"In post","2021","LGBO","Inner London - West","65+","[c]","[c]","[c]","[c]"
