"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Government Legal Department","Attorney General's Departments","780","690","59290","63730"
"In post","2022","40-49","Government Property Agency","Cabinet Office","90","90","53920","54700"
"In post","2022","40-49","Health and Safety Executive","Department for Work and Pensions","660","630","45990","44610"
"In post","2022","40-49","HM Courts and Tribunals Service","Ministry of Justice","3620","3240","28060","23720"
"In post","2022","40-49","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","40-49","HM Land Registry","HM Land Registry","1270","1180","34010","30600"
"In post","2022","40-49","HM Prison and Probation Service","Ministry of Justice","13040","12400","32630","31550"
"In post","2022","40-49","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","14630","13760","35060","33080"
"In post","2022","40-49","HM Treasury (excl. agencies)","HM Treasury","240","230","61130","63410"
"In post","2022","40-49","Home Office","Home Office","9230","8690","34590","29080"
"In post","2022","40-49","Institute for Apprenticeships and Technical Education","Department for Education","70","70","52030","50080"
"In post","2022","40-49","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","470","440","43670","41420"
"In post","2022","40-49","Legal Aid Agency","Ministry of Justice","320","300","32130","26900"
"In post","2022","40-49","Maritime and Coastguard Agency","Department for Transport","330","310","38950","36040"
"In post","2022","40-49","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","310","300","54000","53830"
"In post","2022","40-49","Met Office","Department for Business, Energy and Industrial Strategy","580","540","43200","40450"
"In post","2022","40-49","Ministry of Defence (excl. agencies)","Ministry of Defence","7670","7400","35160","33000"
"In post","2022","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","1620","1570","46510","41750"
"In post","2022","40-49","National Crime Agency","National Crime Agency","1360","1310","43110","40210"
"In post","2022","40-49","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","40-49","National Records of Scotland","Scottish Government","120","110","40370","36130"
"In post","2022","40-49","National Savings and Investments","Chancellor's other departments","70","70","53810","49430"
"In post","2022","40-49","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","560","540","52350","51360"
"In post","2022","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","290","290","53090","50030"
"In post","2022","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","100","100","50900","46840"
"In post","2022","40-49","Office of Rail and Road","Office of Rail and Road","100","100","57960","55700"
"In post","2022","40-49","Office of the Public Guardian","Ministry of Justice","260","240","24870","21410"
"In post","2022","40-49","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Planning Inspectorate","Department for Levelling Up, Housing and Communities","240","230","43330","42880"
"In post","2022","40-49","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Registers of Scotland","Scottish Government","310","290","35740","30840"
"In post","2022","40-49","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Royal Fleet Auxiliary","Ministry of Defence","350","350","41040","35380"
"In post","2022","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","770","700","26710","24920"
"In post","2022","40-49","Scottish Courts and Tribunals Service","Scottish Government","390","360","31320","30450"
"In post","2022","40-49","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Forestry","Scottish Government","60","50","37450","36700"
"In post","2022","40-49","Scottish Government (excl. agencies)","Scottish Government","2290","2170","49830","47490"
"In post","2022","40-49","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","Scottish Government","770","750","33700","35000"
"In post","2022","40-49","Scottish Public Pensions Agency","Scottish Government","80","70","32640","28990"
"In post","2022","40-49","Serious Fraud Office","Attorney General's Departments","110","100","51470","51770"
"In post","2022","40-49","Social Security Scotland","Scottish Government","610","590","32930","27940"
"In post","2022","40-49","Standards and Testing Agency","Department for Education","40","30","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","Scottish Government","60","50","36850","34600"
"In post","2022","40-49","Submarine Delivery Agency","Ministry of Defence","420","400","45300","42470"
"In post","2022","40-49","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","Department for Business, Energy and Industrial Strategy","500","470","34810","34390"
"In post","2022","40-49","The National Archives","The National Archives","160","150","40440","36850"
"In post","2022","40-49","Transport Scotland","Scottish Government","150","150","51330","49860"
"In post","2022","40-49","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","40-49","UK Export Finance","UK Export Finance","130","130","58420","52860"
"In post","2022","40-49","UK Health Security Agency","Department of Health and Social Care","1660","1550","47770","41990"
"In post","2022","40-49","UK Hydrographic Office","Ministry of Defence","220","210","38870","33380"
"In post","2022","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","50","50","50350","49100"
"In post","2022","40-49","UK Statistics Authority","UK Statistics Authority","1150","1060","38780","36840"
"In post","2022","40-49","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Valuation Office Agency","HM Revenue and Customs","820","770","35850","31900"
"In post","2022","40-49","Vehicle Certification Agency","Department for Transport","40","40","[c]","[c]"
"In post","2022","40-49","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","50","50","44380","46550"
"In post","2022","40-49","Water Services Regulation Authority","Water Services Regulation Authority","100","90","61840","56100"
"In post","2022","40-49","Welsh Government (excl. agencies)","Welsh Government","1770","1680","44620","40100"
"In post","2022","40-49","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","330","310","34870","34500"
"In post","2022","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","760","730","32340","28610"
"In post","2022","50-59","Cabinet Office (excl. agencies)","Cabinet Office","1630","1600","57160","53600"
"In post","2022","50-59","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","150","140","40070","37280"
"In post","2022","50-59","Charity Commission","Charity Commission","110","100","33710","29230"
"In post","2022","50-59","Companies House","Department for Business, Energy and Industrial Strategy","330","310","32440","27460"
"In post","2022","50-59","Competition and Markets Authority","Competition and Markets Authority","160","150","69040","59940"
"In post","2022","50-59","Criminal Injuries Compensation Authority","Ministry of Justice","90","90","28770","25120"
"In post","2022","50-59","Crown Commercial Service","Cabinet Office","190","190","44830","39360"
"In post","2022","50-59","Crown Office and Procurator Fiscal Service","Scottish Government","550","510","39230","31540"
"In post","2022","50-59","Crown Prosecution Service","Attorney General's Departments","2260","2110","45450","48080"
"In post","2022","50-59","Defence Electronics and Components Agency","Ministry of Defence","200","190","32360","29800"
"In post","2022","50-59","Defence Equipment and Support","Ministry of Defence","2990","2920","41120","39880"
"In post","2022","50-59","Defence Science and Technology Laboratory","Ministry of Defence","1060","1040","46890","47010"
"In post","2022","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","880","860","52890","53380"
"In post","2022","50-59","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","180","180","50090","51730"
"In post","2022","50-59","Department for Education (excl. agencies)","Department for Education","1240","1200","46340","42580"
"In post","2022","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","1350","1310","44480","40460"
"In post","2022","50-59","Department for International Trade","Department for International Trade","440","430","50110","47980"
"In post","2022","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","530","530","47820","45530"
"In post","2022","50-59","Department for Transport (excl. agencies)","Department for Transport","700","680","52840","46710"
