"Status","Year","Sex","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Communications","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Department for Work and Pensions (excl. agencies)","430","410","25530","25110"
"New entrant CS","2022","Female","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","HM Revenue and Customs (excl. agencies)","360","350","28080","26590"
"New entrant CS","2022","Female","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Debt","Department for Work and Pensions (excl. agencies)","180","170","21800","21260"
"New entrant CS","2022","Female","Debt","HM Revenue and Customs (excl. agencies)","430","410","21490","21250"
"New entrant CS","2022","Female","Debt","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Cabinet Office (excl. agencies)","130","120","42200","37300"
"New entrant CS","2022","Female","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Education (excl. agencies)","80","80","36760","36500"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","130","120","38190","35900"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","120","120","37170","35310"
"New entrant CS","2022","Female","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","HM Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","HM Land Registry","40","30","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","120","120","33990","33080"
"New entrant CS","2022","Female","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Met Office","50","50","22450","20910"
"New entrant CS","2022","Female","Digital, Data & Technology","Ministry of Defence (excl. agencies)","60","60","25480","25030"
"New entrant CS","2022","Female","Digital, Data & Technology","Ministry of Justice (excl. agencies)","50","50","44960","42720"
"New entrant CS","2022","Female","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","UK Statistics Authority","30","30","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Department for Education (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Female","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Department for Work and Pensions (excl. agencies)","60","50","30890","29360"
"New entrant CS","2022","Female","Finance","Department of Health and Social Care (excl. agencies)","110","70","32350","28970"
"New entrant CS","2022","Female","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Education and Skills Funding Agency","40","40","[c]","[c]"
"New entrant CS","2022","Female","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","HM Revenue and Customs (excl. agencies)","80","70","30060","21250"
"New entrant CS","2022","Female","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Ministry of Defence (excl. agencies)","50","50","32270","28350"
"New entrant CS","2022","Female","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
