"Status","Year","Function_of_post","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Cabinet Office (excl. agencies)","80","80","73540","64500"
"In post","2021","Commercial","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Defence Equipment and Support","230","220","45750","41770"
"In post","2021","Commercial","South West (England)","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2021","Commercial","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Commercial","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","Commercial","South West (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Met Office","180","170","43020","40140"
"In post","2021","Commercial","South West (England)","Ministry of Defence (excl. agencies)","540","510","36440","34800"
"In post","2021","Commercial","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Submarine Delivery Agency","120","120","40830","38240"
"In post","2021","Commercial","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Crown Commercial Service","70","60","31160","28540"
"In post","2021","Commercial","Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Driver and Vehicle Licensing Agency","160","140","32760","31040"
"In post","2021","Commercial","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","HM Prison and Probation Service","60","60","48680","48710"
"In post","2021","Commercial","West Midlands (England)","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Ministry of Defence (excl. agencies)","80","80","33540","33300"
"In post","2021","Commercial","West Midlands (England)","Ministry of Justice (excl. agencies)","60","60","23000","21170"
"In post","2021","Commercial","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Cabinet Office (excl. agencies)","110","100","64390","62210"
"In post","2021","Commercial","Yorkshire and The Humber","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Department for Education (excl. agencies)","50","50","38830","38000"
"In post","2021","Commercial","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","80","80","41890","36820"
"In post","2021","Commercial","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","HM Prison and Probation Service","60","60","47120","47240"
"In post","2021","Commercial","Yorkshire and The Humber","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","60","60","33010","34090"
"In post","2021","Commercial","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","HM Revenue and Customs (excl. agencies)","430","420","28800","25560"
"In post","2021","Communications","East Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Communications","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Cabinet Office (excl. agencies)","320","320","47710","42990"
"In post","2021","Communications","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Competition and Markets Authority","40","30","[c]","[c]"
"In post","2021","Communications","London","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Communications","London","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Defence Equipment and Support","170","170","23760","21190"
"In post","2021","Communications","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","110","110","48940","45270"
"In post","2021","Communications","London","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Communications","London","Department for Education (excl. agencies)","130","130","42530","38090"
