"Status","Year","Sex","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","20-29","Eastern Scotland","1200","1190","26740","25560"
"In post","2021","Male","20-29","Essex","270","270","26940","25850"
"In post","2021","Male","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","2780","2760","28110","27540"
"In post","2021","Male","20-29","Greater Manchester","1610","1600","27310","25560"
"In post","2021","Male","20-29","Hampshire and Isle of Wight","930","920","27620","27570"
"In post","2021","Male","20-29","Herefordshire, Worcestershire and Warwickshire","250","240","23790","23970"
"In post","2021","Male","20-29","Highlands and Islands","80","80","24340","24450"
"In post","2021","Male","20-29","Inner London - East","1210","1200","34390","32000"
"In post","2021","Male","20-29","Inner London - West","7320","7300","37890","34640"
"In post","2021","Male","20-29","Kent","610","600","27110","27150"
"In post","2021","Male","20-29","Lancashire","730","730","23910","21630"
"In post","2021","Male","20-29","Leicestershire, Rutland and Northamptonshire","410","400","24090","22890"
"In post","2021","Male","20-29","Lincolnshire","120","120","26030","26300"
"In post","2021","Male","20-29","Merseyside","1130","1110","24540","24880"
"In post","2021","Male","20-29","North Eastern Scotland","90","90","27540","27150"
"In post","2021","Male","20-29","North Yorkshire","220","220","26440","26370"
"In post","2021","Male","20-29","Northern Ireland","220","210","23130","20310"
"In post","2021","Male","20-29","Northumberland and Tyne and Wear","1260","1240","25260","24890"
"In post","2021","Male","20-29","Outer London - East and North East","260","260","29760","31060"
"In post","2021","Male","20-29","Outer London - South","660","660","32890","29850"
"In post","2021","Male","20-29","Outer London - West and North West","530","520","29730","29250"
"In post","2021","Male","20-29","Overseas","150","150","37520","34500"
"In post","2021","Male","20-29","Shropshire and Staffordshire","490","480","25600","25560"
"In post","2021","Male","20-29","South Yorkshire","610","610","27060","25000"
"In post","2021","Male","20-29","Southern Scotland","340","330","25020","23230"
"In post","2021","Male","20-29","Surrey, East and West Sussex","470","470","27160","27570"
"In post","2021","Male","20-29","Tees Valley and Durham","540","530","24030","22850"
"In post","2021","Male","20-29","Unknown","540","540","29630","28980"
"In post","2021","Male","20-29","West Central Scotland","1170","1150","25700","24450"
"In post","2021","Male","20-29","West Midlands","1170","1160","26300","25080"
"In post","2021","Male","20-29","West Wales and The Valleys","730","720","24330","21880"
"In post","2021","Male","20-29","West Yorkshire","1550","1540","26080","25560"
"In post","2021","Male","30-39","Bedfordshire and Hertfordshire","380","380","33560","31300"
"In post","2021","Male","30-39","Berkshire, Buckinghamshire and Oxfordshire","940","940","33330","31810"
"In post","2021","Male","30-39","Cheshire","380","380","31890","30640"
"In post","2021","Male","30-39","Cornwall and Isles of Scilly","90","90","25200","26590"
"In post","2021","Male","30-39","Cumbria","140","140","29360","25830"
"In post","2021","Male","30-39","Derbyshire and Nottinghamshire","1100","1080","30170","27570"
"In post","2021","Male","30-39","Devon","890","870","32440","31660"
"In post","2021","Male","30-39","Dorset and Somerset","430","430","29220","27570"
"In post","2021","Male","30-39","East Anglia","1070","1060","30080","28910"
"In post","2021","Male","30-39","East Wales","2340","2310","32170","29540"
"In post","2021","Male","30-39","East Yorkshire and Northern Lincolnshire","400","390","27640","26670"
"In post","2021","Male","30-39","Eastern Scotland","1990","1970","33950","30980"
"In post","2021","Male","30-39","Essex","360","360","30050","29290"
"In post","2021","Male","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","3250","3230","37100","36180"
"In post","2021","Male","30-39","Greater Manchester","2190","2170","31410","27570"
"In post","2021","Male","30-39","Hampshire and Isle of Wight","1260","1240","34140","31810"
"In post","2021","Male","30-39","Herefordshire, Worcestershire and Warwickshire","340","340","26830","25400"
"In post","2021","Male","30-39","Highlands and Islands","150","150","29010","27570"
"In post","2021","Male","30-39","Inner London - East","1800","1780","44490","40170"
"In post","2021","Male","30-39","Inner London - West","7400","7350","49770","52290"
"In post","2021","Male","30-39","Kent","820","810","29540","29290"
"In post","2021","Male","30-39","Lancashire","1080","1050","26670","26300"
"In post","2021","Male","30-39","Leicestershire, Rutland and Northamptonshire","560","550","27490","26810"
"In post","2021","Male","30-39","Lincolnshire","220","220","28530","27150"
"In post","2021","Male","30-39","Merseyside","1830","1810","28680","25560"
"In post","2021","Male","30-39","North Eastern Scotland","190","190","34860","31570"
"In post","2021","Male","30-39","North Yorkshire","350","350","33120","30230"
"In post","2021","Male","30-39","Northern Ireland","440","430","27620","25560"
"In post","2021","Male","30-39","Northumberland and Tyne and Wear","1980","1960","29790","27130"
"In post","2021","Male","30-39","Outer London - East and North East","320","320","31880","31060"
"In post","2021","Male","30-39","Outer London - South","860","860","39500","36160"
"In post","2021","Male","30-39","Outer London - West and North West","800","790","32660","31060"
"In post","2021","Male","30-39","Overseas","610","610","46880","50580"
"In post","2021","Male","30-39","Shropshire and Staffordshire","670","660","29490","27380"
"In post","2021","Male","30-39","South Yorkshire","1020","1000","31950","27570"
"In post","2021","Male","30-39","Southern Scotland","540","530","29980","27150"
"In post","2021","Male","30-39","Surrey, East and West Sussex","580","570","30480","29290"
"In post","2021","Male","30-39","Tees Valley and Durham","790","770","27460","26300"
"In post","2021","Male","30-39","Unknown","550","550","37140","32700"
"In post","2021","Male","30-39","West Central Scotland","1870","1860","31280","28400"
"In post","2021","Male","30-39","West Midlands","1770","1750","30520","27570"
"In post","2021","Male","30-39","West Wales and The Valleys","1460","1440","28290","26380"
"In post","2021","Male","30-39","West Yorkshire","1710","1690","31120","27570"
"In post","2021","Male","40-49","Bedfordshire and Hertfordshire","440","430","34910","31380"
"In post","2021","Male","40-49","Berkshire, Buckinghamshire and Oxfordshire","1010","1000","35840","33520"
"In post","2021","Male","40-49","Cheshire","360","350","34800","32920"
"In post","2021","Male","40-49","Cornwall and Isles of Scilly","150","150","28910","26750"
"In post","2021","Male","40-49","Cumbria","240","230","30270","27100"
"In post","2021","Male","40-49","Derbyshire and Nottinghamshire","1210","1190","33420","31380"
"In post","2021","Male","40-49","Devon","1120","1100","35940","33280"
"In post","2021","Male","40-49","Dorset and Somerset","560","550","33010","31650"
"In post","2021","Male","40-49","East Anglia","1400","1380","32260","30210"
"In post","2021","Male","40-49","East Wales","2090","2060","38020","32220"
"In post","2021","Male","40-49","East Yorkshire and Northern Lincolnshire","440","440","30040","27570"
"In post","2021","Male","40-49","Eastern Scotland","2040","2010","38230","33650"
"In post","2021","Male","40-49","Essex","530","530","32890","29510"
"In post","2021","Male","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","3380","3340","42200","40280"
"In post","2021","Male","40-49","Greater Manchester","2060","2030","33720","28200"
"In post","2021","Male","40-49","Hampshire and Isle of Wight","1510","1480","36610","33300"
"In post","2021","Male","40-49","Herefordshire, Worcestershire and Warwickshire","390","390","30640","28200"
"In post","2021","Male","40-49","Highlands and Islands","200","190","32060","29350"
"In post","2021","Male","40-49","Inner London - East","1730","1700","47680","41760"
"In post","2021","Male","40-49","Inner London - West","5990","5940","55000","54400"
"In post","2021","Male","40-49","Kent","1000","990","30960","29290"
"In post","2021","Male","40-49","Lancashire","1510","1480","29720","27570"
"In post","2021","Male","40-49","Leicestershire, Rutland and Northamptonshire","560","550","29580","27570"
"In post","2021","Male","40-49","Lincolnshire","260","260","30500","27570"
"In post","2021","Male","40-49","Merseyside","1840","1810","31890","27570"
"In post","2021","Male","40-49","North Eastern Scotland","220","220","43150","35330"
"In post","2021","Male","40-49","North Yorkshire","520","510","37270","33300"
"In post","2021","Male","40-49","Northern Ireland","530","520","27590","25310"
"In post","2021","Male","40-49","Northumberland and Tyne and Wear","2220","2180","31890","27570"
"In post","2021","Male","40-49","Outer London - East and North East","300","290","32020","31060"
"In post","2021","Male","40-49","Outer London - South","1130","1120","41880","36300"
"In post","2021","Male","40-49","Outer London - West and North West","880","870","35420","31060"
"In post","2021","Male","40-49","Overseas","680","680","52300","53760"
"In post","2021","Male","40-49","Shropshire and Staffordshire","740","730","32260","29670"
"In post","2021","Male","40-49","South Yorkshire","1050","1030","35530","31650"
"In post","2021","Male","40-49","Southern Scotland","540","530","32890","28130"
"In post","2021","Male","40-49","Surrey, East and West Sussex","770","760","32970","29290"
"In post","2021","Male","40-49","Tees Valley and Durham","810","800","29970","27570"
"In post","2021","Male","40-49","Unknown","500","490","39250","34160"
"In post","2021","Male","40-49","West Central Scotland","1730","1710","33690","30320"
"In post","2021","Male","40-49","West Midlands","1690","1660","34700","29980"
"In post","2021","Male","40-49","West Wales and The Valleys","1550","1530","32190","27570"
"In post","2021","Male","40-49","West Yorkshire","1750","1720","34470","31650"
"In post","2021","Male","50-59","Bedfordshire and Hertfordshire","580","560","35760","32530"
"In post","2021","Male","50-59","Berkshire, Buckinghamshire and Oxfordshire","1480","1460","36910","34280"
"In post","2021","Male","50-59","Cheshire","550","540","35720","32770"
"In post","2021","Male","50-59","Cornwall and Isles of Scilly","300","290","27080","26670"
"In post","2021","Male","50-59","Cumbria","320","310","31570","27380"
"In post","2021","Male","50-59","Derbyshire and Nottinghamshire","1630","1570","35080","31650"
"In post","2021","Male","50-59","Devon","1530","1480","35100","32040"
"In post","2021","Male","50-59","Dorset and Somerset","970","950","32360","31650"
"In post","2021","Male","50-59","East Anglia","2060","2020","33370","31650"
"In post","2021","Male","50-59","East Wales","2360","2300","36830","31810"
"In post","2021","Male","50-59","East Yorkshire and Northern Lincolnshire","870","840","30440","27570"
"In post","2021","Male","50-59","Eastern Scotland","2800","2730","37530","33650"
"In post","2021","Male","50-59","Essex","860","830","35130","31810"
"In post","2021","Male","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","4440","4370","43250","40580"
"In post","2021","Male","50-59","Greater Manchester","2330","2270","34130","30670"
"In post","2021","Male","50-59","Hampshire and Isle of Wight","2640","2530","35320","32680"
"In post","2021","Male","50-59","Herefordshire, Worcestershire and Warwickshire","640","630","31500","31420"
"In post","2021","Male","50-59","Highlands and Islands","360","350","30850","27570"
"In post","2021","Male","50-59","Inner London - East","2050","2010","47120","40170"
"In post","2021","Male","50-59","Inner London - West","6220","6160","52670","47020"
"In post","2021","Male","50-59","Kent","1380","1320","32520","30810"
"In post","2021","Male","50-59","Lancashire","1900","1810","31600","27570"
"In post","2021","Male","50-59","Leicestershire, Rutland and Northamptonshire","770","750","30750","27570"
"In post","2021","Male","50-59","Lincolnshire","540","530","30740","28410"
"In post","2021","Male","50-59","Merseyside","2160","2080","32340","27570"
"In post","2021","Male","50-59","North Eastern Scotland","340","330","42900","35110"
"In post","2021","Male","50-59","North Yorkshire","840","820","34590","31000"
"In post","2021","Male","50-59","Northern Ireland","660","640","29200","25560"
"In post","2021","Male","50-59","Northumberland and Tyne and Wear","2300","2190","31510","27570"
"In post","2021","Male","50-59","Outer London - East and North East","460","460","32830","31880"
"In post","2021","Male","50-59","Outer London - South","1470","1460","41640","36620"
"In post","2021","Male","50-59","Outer London - West and North West","1280","1210","35440","31520"
"In post","2021","Male","50-59","Overseas","650","640","54040","54340"
"In post","2021","Male","50-59","Shropshire and Staffordshire","1320","1290","33220","31180"
"In post","2021","Male","50-59","South Yorkshire","1170","1130","35030","31650"
"In post","2021","Male","50-59","Southern Scotland","760","730","32410","27680"
"In post","2021","Male","50-59","Surrey, East and West Sussex","1220","1170","33140","29390"
"In post","2021","Male","50-59","Tees Valley and Durham","1280","1220","31660","31650"
"In post","2021","Male","50-59","Unknown","690","680","41200","35380"
"In post","2021","Male","50-59","West Central Scotland","2700","2620","33790","31810"
