"Status","Year","Age","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","No function","840","790","26860","25790"
"In post","2021","30-39","Shropshire and Staffordshire","Project Delivery","80","80","36540","33300"
"In post","2021","30-39","Shropshire and Staffordshire","Property","30","30","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Unknown","340","310","27310","27570"
"In post","2021","30-39","South Yorkshire","Analysis","40","30","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Digital, Data & Technology","90","80","43380","43980"
"In post","2021","30-39","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South Yorkshire","No function","620","580","31310","29360"
"In post","2021","30-39","South Yorkshire","Project Delivery","30","30","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Property","30","30","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South Yorkshire","Unknown","1310","1200","28890","25310"
"In post","2021","30-39","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Southern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Southern Scotland","Debt","80","70","22240","20140"
"In post","2021","30-39","Southern Scotland","Digital, Data & Technology","70","70","36640","33930"
"In post","2021","30-39","Southern Scotland","Finance","40","30","[c]","[c]"
"In post","2021","30-39","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Southern Scotland","Legal","60","60","36950","29350"
"In post","2021","30-39","Southern Scotland","No function","410","380","25260","24450"
"In post","2021","30-39","Southern Scotland","Project Delivery","190","190","37550","33930"
"In post","2021","30-39","Southern Scotland","Property","40","30","[c]","[c]"
"In post","2021","30-39","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Southern Scotland","Unknown","270","240","28070","27570"
"In post","2021","30-39","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Legal","40","30","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","No function","680","640","30700","30720"
"In post","2021","30-39","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Surrey, East and West Sussex","Unknown","550","500","27310","27570"
"In post","2021","30-39","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Legal","30","30","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","No function","980","930","27420","25790"
"In post","2021","30-39","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Property","60","50","25650","21100"
"In post","2021","30-39","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tees Valley and Durham","Unknown","630","560","24710","24880"
"In post","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","No function","120","120","41580","33250"
"In post","2021","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","610","600","35230","32400"
"In post","2021","30-39","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Central Scotland","Counter Fraud","110","100","29540","25560"
"In post","2021","30-39","West Central Scotland","Debt","120","110","22100","20140"
"In post","2021","30-39","West Central Scotland","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","30-39","West Central Scotland","Finance","90","80","26660","23950"
"In post","2021","30-39","West Central Scotland","Human Resources","120","110","24550","21130"
"In post","2021","30-39","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Central Scotland","Legal","170","160","37710","33550"
"In post","2021","30-39","West Central Scotland","No function","1180","1140","29660","28300"
"In post","2021","30-39","West Central Scotland","Project Delivery","70","70","32770","31810"
"In post","2021","30-39","West Central Scotland","Property","40","40","[c]","[c]"
"In post","2021","30-39","West Central Scotland","Security","200","200","30180","28890"
"In post","2021","30-39","West Central Scotland","Unknown","1670","1570","31920","27570"
"In post","2021","30-39","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Midlands","Communications","90","90","31850","31810"
"In post","2021","30-39","West Midlands","Counter Fraud","170","170","31170","31810"
"In post","2021","30-39","West Midlands","Debt","70","60","20790","20140"
"In post","2021","30-39","West Midlands","Digital, Data & Technology","130","120","40100","37100"
"In post","2021","30-39","West Midlands","Finance","70","70","39600","36960"
"In post","2021","30-39","West Midlands","Human Resources","50","50","36590","33770"
"In post","2021","30-39","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Midlands","Legal","140","130","36780","31810"
"In post","2021","30-39","West Midlands","No function","2010","1890","29410","25560"
"In post","2021","30-39","West Midlands","Project Delivery","100","100","40860","38630"
"In post","2021","30-39","West Midlands","Property","50","50","36210","32550"
"In post","2021","30-39","West Midlands","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Midlands","Unknown","1160","1060","26520","27570"
"In post","2021","30-39","West Wales and The Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","Commercial","50","50","32330","31040"
"In post","2021","30-39","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","Digital, Data & Technology","240","230","37150","32180"
"In post","2021","30-39","West Wales and The Valleys","Finance","50","50","34370","31380"
"In post","2021","30-39","West Wales and The Valleys","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","Human Resources","60","60","30770","30730"
"In post","2021","30-39","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","No function","1930","1700","23760","21590"
"In post","2021","30-39","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","Property","40","40","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","Security","40","40","[c]","[c]"
"In post","2021","30-39","West Wales and The Valleys","Unknown","1180","1100","29120","27570"
"In post","2021","30-39","West Yorkshire","Analysis","40","40","[c]","[c]"
"In post","2021","30-39","West Yorkshire","Commercial","70","70","42700","40080"
"In post","2021","30-39","West Yorkshire","Communications","160","160","29920","25560"
"In post","2021","30-39","West Yorkshire","Counter Fraud","190","180","31610","31810"
"In post","2021","30-39","West Yorkshire","Debt","90","80","22190","20140"
"In post","2021","30-39","West Yorkshire","Digital, Data & Technology","120","110","36170","31810"
"In post","2021","30-39","West Yorkshire","Finance","120","110","32510","28890"
"In post","2021","30-39","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Yorkshire","Human Resources","50","50","[c]","[c]"
"In post","2021","30-39","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Yorkshire","Legal","110","100","40360","38760"
"In post","2021","30-39","West Yorkshire","No function","1510","1410","29710","26810"
"In post","2021","30-39","West Yorkshire","Project Delivery","80","80","37590","35470"
"In post","2021","30-39","West Yorkshire","Property","80","70","30480","26000"
"In post","2021","30-39","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","West Yorkshire","Unknown","1000","920","29320","27570"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Finance","30","30","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Legal","60","50","45030","43290"
"In post","2021","40-49","Bedfordshire and Hertfordshire","No function","320","300","31660","30400"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Project Delivery","40","40","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Unknown","490","460","33540","29290"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Commercial","60","60","45330","37170"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Communications","30","30","[c]","[c]"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","80","80","46160","44970"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Finance","70","70","39970","35300"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","50","50","25930","21050"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","40","30","[c]","[c]"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Legal","50","40","[c]","[c]"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","No function","770","730","34050","32040"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","120","110","40170","35300"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Property","70","70","34610","33390"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Security","220","220","36740","41070"
