"Status","Year","Region_ITL2","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East Wales","Counter Fraud","EO","30","30","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Debt","AA/AO","100","90","21250","21250"
"New entrant CS","2022","East Wales","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data & Technology","EO","40","30","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data & Technology","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data & Technology","SEO/HEO","80","80","36780","36840"
"New entrant CS","2022","East Wales","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","No function","AA/AO","720","700","21270","21250"
"New entrant CS","2022","East Wales","No function","EO","190","190","26300","26590"
"New entrant CS","2022","East Wales","No function","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","East Wales","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","No function","SEO/HEO","170","160","33970","33080"
"New entrant CS","2022","East Wales","No function","Unknown","190","180","26510","23170"
"New entrant CS","2022","East Wales","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","AA/AO","120","120","21650","21300"
"New entrant CS","2022","East Wales","Unknown","EO","110","110","25900","25860"
"New entrant CS","2022","East Wales","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","SEO/HEO","90","90","36210","36320"
"New entrant CS","2022","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","AA/AO","300","300","22110","22600"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","EO","40","40","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","Unknown","150","140","28460","26310"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Debt","AA/AO","50","50","21250","21250"
"New entrant CS","2022","Eastern Scotland","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","No function","AA/AO","670","660","21420","21260"
"New entrant CS","2022","Eastern Scotland","No function","EO","220","220","26990","27230"
"New entrant CS","2022","Eastern Scotland","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","No function","SEO/HEO","110","110","33150","33080"
"New entrant CS","2022","Eastern Scotland","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Unknown","AA/AO","670","650","22320","21050"
"New entrant CS","2022","Eastern Scotland","Unknown","EO","470","450","27470","27230"
"New entrant CS","2022","Eastern Scotland","Unknown","G6/G7","190","180","56470","53480"
"New entrant CS","2022","Eastern Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Unknown","SEO/HEO","630","620","35930","33540"
"New entrant CS","2022","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","No function","AA/AO","220","220","23570","24250"
"New entrant CS","2022","Essex","No function","EO","100","100","28820","29290"
"New entrant CS","2022","Essex","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","No function","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Essex","No function","Unknown","260","240","28140","24800"
"New entrant CS","2022","Essex","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Security","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","EO","50","40","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","EO","40","40","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","EO","50","50","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","G6/G7","60","60","51940","49700"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","SEO/HEO","100","100","34410","33000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","EO","60","60","22790","23390"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","EO","30","30","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Unknown","[c]","[c]","[c]","[c]"
