"Status","Year","Ethnicity","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","East Wales","40","40","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Greater Manchester","60","60","30020","25560"
"In post","2021","Chinese","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Inner London - East","80","80","44320","41860"
"In post","2021","Chinese","Heterosexual / straight","Inner London - West","270","260","45000","40990"
"In post","2021","Chinese","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Merseyside","40","40","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Outer London - South","60","50","38700","35920"
"In post","2021","Chinese","Heterosexual / straight","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","West Midlands","30","30","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Inner London - West","40","40","[c]","[c]"
"In post","2021","Chinese","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Inner London - West","30","30","[c]","[c]"
"In post","2021","Chinese","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Bedfordshire and Hertfordshire","110","110","31420","29290"
"In post","2021","Mixed","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","130","130","31830","29290"
"In post","2021","Mixed","Heterosexual / straight","Cheshire","40","40","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Derbyshire and Nottinghamshire","160","150","30240","27570"
"In post","2021","Mixed","Heterosexual / straight","Devon","50","50","28240","25380"
"In post","2021","Mixed","Heterosexual / straight","Dorset and Somerset","40","30","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","East Anglia","150","140","28470","27570"
"In post","2021","Mixed","Heterosexual / straight","East Wales","220","210","32760","28850"
"In post","2021","Mixed","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Eastern Scotland","80","80","39410","33270"
"In post","2021","Mixed","Heterosexual / straight","Essex","80","70","31970","29290"
"In post","2021","Mixed","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","370","360","34110","30040"
"In post","2021","Mixed","Heterosexual / straight","Greater Manchester","240","230","30160","27480"
"In post","2021","Mixed","Heterosexual / straight","Hampshire and Isle of Wight","150","140","32540","28650"
"In post","2021","Mixed","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Inner London - East","450","440","37930","32880"
"In post","2021","Mixed","Heterosexual / straight","Inner London - West","1590","1560","44310","40030"
"In post","2021","Mixed","Heterosexual / straight","Kent","100","90","30810","29290"
"In post","2021","Mixed","Heterosexual / straight","Lancashire","90","80","29350","27380"
"In post","2021","Mixed","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","70","60","28740","27130"
"In post","2021","Mixed","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Merseyside","200","190","28860","25040"
"In post","2021","Mixed","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","North Yorkshire","50","40","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Northumberland and Tyne and Wear","100","90","29080","27230"
"In post","2021","Mixed","Heterosexual / straight","Outer London - East and North East","90","90","30250","31060"
"In post","2021","Mixed","Heterosexual / straight","Outer London - South","300","280","35260","31060"
"In post","2021","Mixed","Heterosexual / straight","Outer London - West and North West","210","200","31620","31060"
"In post","2021","Mixed","Heterosexual / straight","Overseas","80","80","49220","51220"
"In post","2021","Mixed","Heterosexual / straight","Shropshire and Staffordshire","90","90","30530","27350"
"In post","2021","Mixed","Heterosexual / straight","South Yorkshire","110","100","31240","27570"
"In post","2021","Mixed","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Surrey, East and West Sussex","140","130","31000","29290"
