"Status","Year","Parent_department","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Crown Commercial Service","120","110","35960","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Scottish Courts and Tribunals Service","90","90","22910","20850"
"New entrant CS","2021","Scottish Government","Unknown","Scottish Government (excl. agencies)","430","410","38240","30650"
"New entrant CS","2021","Scottish Government","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Scottish Prison Service","260","250","22090","20810"
"New entrant CS","2021","Scottish Government","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Social Security Scotland","120","120","27420","21150"
"New entrant CS","2021","Scottish Government","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Crown Office and Procurator Fiscal Service","140","140","25180","20760"
"New entrant CS","2021","Scottish Government","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Forestry and Land Scotland","90","80","26830","25140"
"New entrant CS","2021","Scottish Government","White","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Scottish Government (excl. agencies)","340","330","35860","30650"
"New entrant CS","2021","Scottish Government","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Social Security Scotland","250","240","24700","20060"
"New entrant CS","2021","Scottish Government","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","The National Archives","50","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","UK Export Finance","50","50","46590","44080"
"New entrant CS","2021","UK Supreme Court","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","United Kingdom Statistics Authority","260","250","30820","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","White","United Kingdom Statistics Authority","690","660","32050","29540"
"New entrant CS","2021","Wales Office","Asian","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Black","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","White","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","White","Welsh Government (excl. agencies)","150","150","28290","25030"
"New entrant CS","2021","Welsh Government","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Asian","Crown Prosecution Service","110","110","33540","26970"
"New entrant CS","2022","Attorney General's Departments","Asian","Government Legal Department","60","50","39600","43920"
"New entrant CS","2022","Attorney General's Departments","Asian","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Crown Prosecution Service","50","50","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Government Legal Department","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","White","Crown Prosecution Service","480","470","31540","25480"
"New entrant CS","2022","Attorney General's Departments","White","Government Legal Department","190","180","41260","43920"
"New entrant CS","2022","Attorney General's Departments","White","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Asian","Cabinet Office (excl. agencies)","70","70","34660","32000"
"New entrant CS","2022","Cabinet Office","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Black","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
