"Status","Year","Responsibility_level","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Human Resources","Female","150","140","20950","20920"
"New entrant CS","2021","AA/AO","Human Resources","Male","60","60","20450","20800"
"New entrant CS","2021","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Legal","Female","280","270","20490","20120"
"New entrant CS","2021","AA/AO","Legal","Male","110","110","20420","20120"
"New entrant CS","2021","AA/AO","No function","Female","5470","5240","21270","20600"
"New entrant CS","2021","AA/AO","No function","Male","4620","4540","22130","21050"
"New entrant CS","2021","AA/AO","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Female","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Property","Female","120","120","20650","20880"
"New entrant CS","2021","AA/AO","Property","Male","140","130","21450","20880"
"New entrant CS","2021","AA/AO","Security","Female","130","130","21880","20800"
"New entrant CS","2021","AA/AO","Security","Male","480","480","25270","23540"
"New entrant CS","2021","AA/AO","Unknown","Female","4060","3950","21530","21010"
"New entrant CS","2021","AA/AO","Unknown","Male","3430","3410","21420","21010"
"New entrant CS","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Analysis","Female","90","90","26130","26210"
"New entrant CS","2021","EO","Analysis","Male","100","100","26800","27000"
"New entrant CS","2021","EO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Commercial","Female","50","50","25830","26350"
"New entrant CS","2021","EO","Commercial","Male","50","50","25570","26350"
"New entrant CS","2021","EO","Communications","Female","360","350","25830","25560"
"New entrant CS","2021","EO","Communications","Male","410","410","25530","25560"
"New entrant CS","2021","EO","Counter Fraud","Female","50","50","26220","25560"
"New entrant CS","2021","EO","Counter Fraud","Male","50","50","26390","25560"
"New entrant CS","2021","EO","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Female","140","140","26290","26180"
"New entrant CS","2021","EO","Digital, Data & Technology","Male","240","240","26490","26130"
"New entrant CS","2021","EO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Female","110","100","25180","26350"
"New entrant CS","2021","EO","Finance","Male","80","80","24190","25000"
"New entrant CS","2021","EO","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Female","150","150","25800","26300"
"New entrant CS","2021","EO","Human Resources","Male","60","60","25840","26430"
"New entrant CS","2021","EO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Female","140","140","26860","26950"
"New entrant CS","2021","EO","Legal","Male","70","70","27070","26950"
"New entrant CS","2021","EO","No function","Female","1940","1900","26370","25970"
"New entrant CS","2021","EO","No function","Male","1280","1270","27020","26200"
"New entrant CS","2021","EO","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Project Delivery","Female","220","210","24090","25560"
"New entrant CS","2021","EO","Project Delivery","Male","240","240","22640","23230"
"New entrant CS","2021","EO","Property","Female","80","70","25170","24920"
"New entrant CS","2021","EO","Property","Male","90","90","25840","25000"
"New entrant CS","2021","EO","Security","Female","40","40","[c]","[c]"
"New entrant CS","2021","EO","Security","Male","80","70","27090","26000"
"New entrant CS","2021","EO","Unknown","Female","7530","7280","28450","27570"
"New entrant CS","2021","EO","Unknown","Male","4970","4930","28220","27570"
"New entrant CS","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Female","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Analysis","Male","70","70","59270","56320"
"New entrant CS","2021","G6/G7","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Female","60","50","66650","57500"
"New entrant CS","2021","G6/G7","Commercial","Male","70","70","69920","63130"
"New entrant CS","2021","G6/G7","Communications","Female","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Male","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Female","170","160","56680","54700"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Male","320","310","57700","54990"
"New entrant CS","2021","G6/G7","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Female","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Male","50","50","59480","57910"
"New entrant CS","2021","G6/G7","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Human Resources","Female","80","80","56740","55000"
"New entrant CS","2021","G6/G7","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Female","250","240","53710","51250"
"New entrant CS","2021","G6/G7","Legal","Male","170","160","53460","50520"
"New entrant CS","2021","G6/G7","No function","Female","590","560","56710","53380"
"New entrant CS","2021","G6/G7","No function","Male","570","550","57470","54500"
"New entrant CS","2021","G6/G7","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Female","120","110","55450","53500"
"New entrant CS","2021","G6/G7","Project Delivery","Male","150","150","56310","54520"
"New entrant CS","2021","G6/G7","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Male","60","60","56500","54540"
"New entrant CS","2021","G6/G7","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Female","370","340","58460","56120"
"New entrant CS","2021","G6/G7","Unknown","Male","430","420","60220","57430"
"New entrant CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Female","70","60","77720","71000"
"New entrant CS","2021","SCS","Commercial","Male","90","90","85060","72000"
"New entrant CS","2021","SCS","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","No function","Female","90","70","92430","87250"
"New entrant CS","2021","SCS","No function","Male","100","90","99500","90000"
"New entrant CS","2021","SCS","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Analysis","Female","380","370","33560","32540"
"New entrant CS","2021","SEO/HEO","Analysis","Male","380","380","33670","32750"
"New entrant CS","2021","SEO/HEO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Female","150","140","36940","36590"
"New entrant CS","2021","SEO/HEO","Commercial","Male","130","130","37390","36800"
"New entrant CS","2021","SEO/HEO","Communications","Female","210","200","35110","33210"
"New entrant CS","2021","SEO/HEO","Communications","Male","170","170","34310","31810"
"New entrant CS","2021","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Male","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Female","350","340","36010","35500"
"New entrant CS","2021","SEO/HEO","Digital, Data & Technology","Male","510","510","36670","36500"
"New entrant CS","2021","SEO/HEO","Finance","Female","210","210","36450","36570"
"New entrant CS","2021","SEO/HEO","Finance","Male","170","160","35840","34550"
"New entrant CS","2021","SEO/HEO","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Female","220","210","34250","33470"
"New entrant CS","2021","SEO/HEO","Human Resources","Male","90","80","33790","33060"
"New entrant CS","2021","SEO/HEO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Female","240","240","34870","36800"
"New entrant CS","2021","SEO/HEO","Legal","Male","130","130","34990","37230"
"New entrant CS","2021","SEO/HEO","No function","Female","3000","2840","33680","32790"
"New entrant CS","2021","SEO/HEO","No function","Male","2100","2060","34110","33210"
"New entrant CS","2021","SEO/HEO","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Female","380","370","35410","34710"
"New entrant CS","2021","SEO/HEO","Project Delivery","Male","520","520","36510","36030"
"New entrant CS","2021","SEO/HEO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Female","90","80","35350","34780"
"New entrant CS","2021","SEO/HEO","Property","Male","160","160","34530","33150"
"New entrant CS","2021","SEO/HEO","Security","Female","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Male","60","60","35820","34550"
"New entrant CS","2021","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Female","990","960","35720","35050"
"New entrant CS","2021","SEO/HEO","Unknown","Male","860","850","36080","35310"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Female","1120","1030","22850","22920"
"New entrant CS","2021","Unknown","No function","Male","310","280","23210","22920"
"New entrant CS","2021","Unknown","Project Delivery","Female","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Male","120","120","35670","33000"
"New entrant CS","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","220","220","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Male","120","120","[c]","[c]"
"New entrant CS","2022","AA/AO","Analysis","Female","90","80","22000","21260"
"New entrant CS","2022","AA/AO","Analysis","Male","100","100","21440","21260"
"New entrant CS","2022","AA/AO","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Male","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Female","80","80","21440","21250"
"New entrant CS","2022","AA/AO","Communications","Male","80","80","21500","21250"
"New entrant CS","2022","AA/AO","Counter Fraud","Female","300","280","22310","21260"
"New entrant CS","2022","AA/AO","Counter Fraud","Male","240","240","22170","21260"
"New entrant CS","2022","AA/AO","Debt","Female","590","560","21290","21250"
"New entrant CS","2022","AA/AO","Debt","Male","390","380","21280","21250"
"New entrant CS","2022","AA/AO","Digital, Data & Technology","Female","130","130","20810","21170"
"New entrant CS","2022","AA/AO","Digital, Data & Technology","Male","150","150","20370","21110"
"New entrant CS","2022","AA/AO","Finance","Female","100","90","21140","21250"
"New entrant CS","2022","AA/AO","Finance","Male","80","70","21180","21250"
"New entrant CS","2022","AA/AO","Grants Management","Female","280","260","21240","21300"
"New entrant CS","2022","AA/AO","Grants Management","Male","200","200","21190","21300"
"New entrant CS","2022","AA/AO","Human Resources","Female","220","210","21310","21170"
"New entrant CS","2022","AA/AO","Human Resources","Male","90","90","21400","21170"
"New entrant CS","2022","AA/AO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Female","240","240","21410","21250"
"New entrant CS","2022","AA/AO","Legal","Male","80","80","21320","21250"
"New entrant CS","2022","AA/AO","No function","Female","9290","8910","21960","21260"
"New entrant CS","2022","AA/AO","No function","Male","7210","7080","22420","21260"
"New entrant CS","2022","AA/AO","Project Delivery","Female","90","80","21220","21300"
"New entrant CS","2022","AA/AO","Project Delivery","Male","50","50","21270","21260"
"New entrant CS","2022","AA/AO","Property","Female","180","180","21440","21750"
"New entrant CS","2022","AA/AO","Property","Male","140","140","21770","21750"
"New entrant CS","2022","AA/AO","Security","Female","90","90","23440","23540"
"New entrant CS","2022","AA/AO","Security","Male","390","390","25430","25000"
"New entrant CS","2022","AA/AO","Unknown","Female","1870","1790","21780","21260"
"New entrant CS","2022","AA/AO","Unknown","Male","1350","1330","21670","21260"
"New entrant CS","2022","EO","Analysis","Female","140","130","26890","26670"
"New entrant CS","2022","EO","Analysis","Male","140","130","26640","26350"
"New entrant CS","2022","EO","Commercial","Female","140","130","26070","26350"
"New entrant CS","2022","EO","Commercial","Male","80","80","25490","26130"
"New entrant CS","2022","EO","Communications","Female","410","390","26750","26590"
"New entrant CS","2022","EO","Communications","Male","390","380","26600","26590"
"New entrant CS","2022","EO","Counter Fraud","Female","460","450","27610","27570"
"New entrant CS","2022","EO","Counter Fraud","Male","390","390","27720","27570"
"New entrant CS","2022","EO","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data & Technology","Female","210","200","26500","26590"
"New entrant CS","2022","EO","Digital, Data & Technology","Male","380","380","26530","26370"
"New entrant CS","2022","EO","Finance","Female","180","160","25410","25120"
"New entrant CS","2022","EO","Finance","Male","150","140","25280","25000"
"New entrant CS","2022","EO","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Female","280","260","26110","26350"
"New entrant CS","2022","EO","Human Resources","Male","110","110","26250","26880"
"New entrant CS","2022","EO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Legal","Female","220","210","27160","26950"
"New entrant CS","2022","EO","Legal","Male","90","90","27360","26950"
"New entrant CS","2022","EO","No function","Female","4650","4480","27490","27570"
"New entrant CS","2022","EO","No function","Male","3420","3370","27580","27570"
"New entrant CS","2022","EO","Project Delivery","Female","230","230","24250","24750"
"New entrant CS","2022","EO","Project Delivery","Male","270","270","22240","23240"
"New entrant CS","2022","EO","Property","Female","140","130","25260","25000"
"New entrant CS","2022","EO","Property","Male","130","130","25600","25000"
"New entrant CS","2022","EO","Security","Female","70","60","26060","26350"
"New entrant CS","2022","EO","Security","Male","130","120","28070","26350"
"New entrant CS","2022","EO","Unknown","Female","1790","1710","27210","27230"
"New entrant CS","2022","EO","Unknown","Male","1570","1490","27510","27230"
"New entrant CS","2022","G6/G7","Analysis","Female","60","50","55590","53360"
"New entrant CS","2022","G6/G7","Analysis","Male","90","80","59110","54910"
"New entrant CS","2022","G6/G7","Commercial","Female","130","120","63190","62400"
"New entrant CS","2022","G6/G7","Commercial","Male","130","120","70090","70000"
"New entrant CS","2022","G6/G7","Communications","Female","60","50","57140","54270"
"New entrant CS","2022","G6/G7","Communications","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Digital, Data & Technology","Female","220","220","53700","53360"
"New entrant CS","2022","G6/G7","Digital, Data & Technology","Male","450","440","56100","54700"
"New entrant CS","2022","G6/G7","Finance","Female","80","80","55430","54110"
"New entrant CS","2022","G6/G7","Finance","Male","70","70","55870","54070"
"New entrant CS","2022","G6/G7","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Human Resources","Female","110","110","55110","53290"
"New entrant CS","2022","G6/G7","Human Resources","Male","60","50","57010","55740"
"New entrant CS","2022","G6/G7","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Legal","Female","250","230","53880","52080"
"New entrant CS","2022","G6/G7","Legal","Male","120","120","53670","51200"
"New entrant CS","2022","G6/G7","No function","Female","830","790","55740","53210"
"New entrant CS","2022","G6/G7","No function","Male","700","690","55970","53380"
"New entrant CS","2022","G6/G7","Project Delivery","Female","100","100","55390","54110"
"New entrant CS","2022","G6/G7","Project Delivery","Male","160","160","56960","54110"
"New entrant CS","2022","G6/G7","Property","Female","60","50","55190","54140"
"New entrant CS","2022","G6/G7","Property","Male","100","90","56710","54490"
"New entrant CS","2022","G6/G7","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Female","350","330","57950","55000"
"New entrant CS","2022","G6/G7","Unknown","Male","350","340","59550","57430"
"New entrant CS","2022","SCS","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Female","100","90","94210","89320"
"New entrant CS","2022","SCS","No function","Male","80","80","98510","87000"
"New entrant CS","2022","SCS","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Male","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Female","430","410","34030","33000"
"New entrant CS","2022","SEO/HEO","Analysis","Male","440","420","33770","33080"
"New entrant CS","2022","SEO/HEO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Female","250","210","35170","35000"
"New entrant CS","2022","SEO/HEO","Commercial","Male","190","160","36190","36360"
"New entrant CS","2022","SEO/HEO","Communications","Female","260","260","35810","34260"
"New entrant CS","2022","SEO/HEO","Communications","Male","190","190","34820","33080"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Female","70","60","35110","33080"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Male","120","120","34920","33080"
"New entrant CS","2022","SEO/HEO","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Female","540","520","35690","35310"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Male","780","750","36240","35900"
"New entrant CS","2022","SEO/HEO","Finance","Female","280","250","36130","36120"
"New entrant CS","2022","SEO/HEO","Finance","Male","220","210","36500","36500"
"New entrant CS","2022","SEO/HEO","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Female","320","310","34280","33080"
"New entrant CS","2022","SEO/HEO","Human Resources","Male","150","140","34480","33000"
"New entrant CS","2022","SEO/HEO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Female","160","150","40040","40000"
"New entrant CS","2022","SEO/HEO","Legal","Male","80","80","39540","40300"
"New entrant CS","2022","SEO/HEO","No function","Female","3820","3690","34060","33080"
"New entrant CS","2022","SEO/HEO","No function","Male","2980","2940","34100","33080"
"New entrant CS","2022","SEO/HEO","Project Delivery","Female","380","370","35220","34710"
"New entrant CS","2022","SEO/HEO","Project Delivery","Male","520","520","36800","36720"
"New entrant CS","2022","SEO/HEO","Property","Female","150","140","35830","34260"
"New entrant CS","2022","SEO/HEO","Property","Male","220","220","35240","33000"
"New entrant CS","2022","SEO/HEO","Security","Female","70","70","35150","33570"
"New entrant CS","2022","SEO/HEO","Security","Male","100","100","35550","34260"
"New entrant CS","2022","SEO/HEO","Unknown","Female","1170","1130","36070","35050"
"New entrant CS","2022","SEO/HEO","Unknown","Male","960","950","36160","35050"
"New entrant CS","2022","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Female","6470","5950","28000","24800"
"New entrant CS","2022","Unknown","No function","Male","2370","2180","30020","27980"
"New entrant CS","2022","Unknown","Project Delivery","Female","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Male","130","130","36970","33000"
"New entrant CS","2022","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Female","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Male","140","130","21390","16190"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
