"Status","Year","Region_ITL2","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Midlands","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","West Midlands","Unknown","Cabinet Office","110","100","53520","49700"
"In post","2022","West Midlands","Unknown","Department for Business, Energy and Industrial Strategy","160","150","30250","26290"
"In post","2022","West Midlands","Unknown","Department for Education","160","160","37610","36500"
"In post","2022","West Midlands","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"In post","2022","West Midlands","Unknown","Department for Transport","70","70","30240","26470"
"In post","2022","West Midlands","Unknown","Department for Work and Pensions","320","300","26780","27570"
"In post","2022","West Midlands","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","HM Land Registry","30","30","[c]","[c]"
"In post","2022","West Midlands","Unknown","HM Revenue and Customs","890","860","29340","26820"
"In post","2022","West Midlands","Unknown","Home Office","140","130","26800","24880"
"In post","2022","West Midlands","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","Ministry of Justice","770","700","25970","23140"
"In post","2022","West Midlands","Unknown","National Crime Agency","40","40","[c]","[c]"
"In post","2022","West Midlands","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","White","Attorney General's Departments","310","290","40900","38180"
"In post","2022","West Midlands","White","Cabinet Office","80","80","54390","49700"
"In post","2022","West Midlands","White","Department for Business, Energy and Industrial Strategy","360","350","38080","36740"
"In post","2022","West Midlands","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","White","Department for Education","820","790","42340","37100"
"In post","2022","West Midlands","White","Department for Environment, Food and Rural Affairs","50","50","41600","36970"
"In post","2022","West Midlands","White","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","White","Department for Levelling Up, Housing and Communities","200","190","38900","36340"
"In post","2022","West Midlands","White","Department for Transport","210","200","31160","26780"
"In post","2022","West Midlands","White","Department for Work and Pensions","2920","2540","26750","27570"
"In post","2022","West Midlands","White","Department of Health and Social Care","200","170","42710","36330"
"In post","2022","West Midlands","White","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","West Midlands","White","HM Land Registry","190","170","32010","27130"
"In post","2022","West Midlands","White","HM Revenue and Customs","1640","1530","35860","33370"
"In post","2022","West Midlands","White","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","White","Home Office","500","460","30190","27370"
"In post","2022","West Midlands","White","Ministry of Defence","90","90","25830","21380"
"In post","2022","West Midlands","White","Ministry of Justice","1890","1750","29110","25120"
"In post","2022","West Midlands","White","National Crime Agency","330","320","38940","36740"
"In post","2022","West Midlands","White","Office for Standards in Education, Children's Services and Skills","60","60","47200","41230"
"In post","2022","West Midlands","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","White","Office of Qualifications and Examinations Regulation","220","210","46150","41910"
"In post","2022","West Midlands","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","White","Water Services Regulation Authority","130","120","54130","51630"
"In post","2022","West Midlands","White","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Department for Transport","60","60","29670","21840"
"In post","2022","West Wales and The Valleys","Asian","Department for Work and Pensions","50","50","25220","27570"
"In post","2022","West Wales and The Valleys","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Department for Transport","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
