"Status","Year","Profession_of_post","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Science and Engineering","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Welsh Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","AA/AO","490","480","28840","25540"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","EO","60","60","37190","43920"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","AA/AO","80","80","20560","20800"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","EO","70","70","27100","27500"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","G6/G7","270","260","63390","60640"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","SCS","80","70","105370","95390"
"Leaver CS","2022","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","220","210","35230","34550"
"Leaver CS","2022","Unknown","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","EO","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","G6/G7","70","70","61450","59120"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","SEO/HEO","100","100","38860","36880"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","620","580","21470","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","EO","560","520","27820","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","70","70","36180","35380"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","AA/AO","70","60","25660","25940"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","EO","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","AA/AO","170","140","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","EO","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","SEO/HEO","110","100","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Unknown","330","280","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","2570","2150","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","EO","850","720","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","290","260","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","SCS","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","770","660","[c]","[c]"
