"Status","Year","Responsibility_level","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","SEO/HEO","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Scottish Forestry","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Scottish Government (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Social Security Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Standards and Testing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Teaching Regulation Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","UK Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","United Kingdom Statistics Authority","Wales","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Wales Office","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Welsh Government (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Advisory, Conciliation and Arbitration Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Companies House","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Companies House","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Criminal Injuries Compensation Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","North East (England)","110","110","21180","21260"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","North West (England)","90","90","21160","21260"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Scotland","130","120","21200","21260"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","West Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Licensing Agency","Unknown","60","60","21250","21840"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","HM Courts and Tribunals Service","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","HM Courts and Tribunals Service","London","70","70","22550","22680"
