"Status","Year","Disability","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Inner London - West","60","60","25890","25170"
"In post","2021","Declared non-disabled","16-19","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Lancashire","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","West Wales and The Valleys","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","20-29","Bedfordshire and Hertfordshire","450","440","28700","29090"
"In post","2021","Declared non-disabled","20-29","Berkshire, Buckinghamshire and Oxfordshire","970","970","27790","27570"
"In post","2021","Declared non-disabled","20-29","Cheshire","290","290","26220","25790"
"In post","2021","Declared non-disabled","20-29","Cornwall and Isles of Scilly","90","90","23310","21010"
"In post","2021","Declared non-disabled","20-29","Cumbria","180","180","23490","21050"
"In post","2021","Declared non-disabled","20-29","Derbyshire and Nottinghamshire","1060","1040","26480","25560"
"In post","2021","Declared non-disabled","20-29","Devon","680","670","26100","24920"
"In post","2021","Declared non-disabled","20-29","Dorset and Somerset","370","360","25580","25850"
"In post","2021","Declared non-disabled","20-29","East Anglia","1020","1000","25810","25560"
"In post","2021","Declared non-disabled","20-29","East Wales","1930","1900","26600","25560"
"In post","2021","Declared non-disabled","20-29","East Yorkshire and Northern Lincolnshire","430","420","24300","24440"
"In post","2021","Declared non-disabled","20-29","Eastern Scotland","1320","1300","27260","26160"
"In post","2021","Declared non-disabled","20-29","Essex","450","440","26800","25560"
"In post","2021","Declared non-disabled","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","3740","3690","27780","27540"
"In post","2021","Declared non-disabled","20-29","Greater Manchester","1970","1940","27170","25560"
"In post","2021","Declared non-disabled","20-29","Hampshire and Isle of Wight","1150","1130","27680","27370"
"In post","2021","Declared non-disabled","20-29","Herefordshire, Worcestershire and Warwickshire","400","400","23600","22920"
"In post","2021","Declared non-disabled","20-29","Highlands and Islands","130","130","24730","22920"
"In post","2021","Declared non-disabled","20-29","Inner London - East","1840","1810","33790","31060"
"In post","2021","Declared non-disabled","20-29","Inner London - West","9240","9210","38170","35050"
"In post","2021","Declared non-disabled","20-29","Kent","810","800","26940","26300"
"In post","2021","Declared non-disabled","20-29","Lancashire","1050","1020","24170","22850"
"In post","2021","Declared non-disabled","20-29","Leicestershire, Rutland and Northamptonshire","560","550","24220","23970"
"In post","2021","Declared non-disabled","20-29","Lincolnshire","210","210","25450","26230"
"In post","2021","Declared non-disabled","20-29","Merseyside","1820","1760","24750","24890"
"In post","2021","Declared non-disabled","20-29","North Eastern Scotland","100","100","27640","27150"
"In post","2021","Declared non-disabled","20-29","North Yorkshire","350","350","26310","26370"
"In post","2021","Declared non-disabled","20-29","Northern Ireland","200","190","23990","21430"
"In post","2021","Declared non-disabled","20-29","Northumberland and Tyne and Wear","1600","1570","25710","25560"
"In post","2021","Declared non-disabled","20-29","Outer London - East and North East","430","430","29770","31060"
"In post","2021","Declared non-disabled","20-29","Outer London - South","840","840","32860","31060"
"In post","2021","Declared non-disabled","20-29","Outer London - West and North West","1040","1020","29860","29250"
"In post","2021","Declared non-disabled","20-29","Overseas","220","220","36200","33860"
"In post","2021","Declared non-disabled","20-29","Shropshire and Staffordshire","730","720","25260","25400"
"In post","2021","Declared non-disabled","20-29","South Yorkshire","960","940","26830","25000"
"In post","2021","Declared non-disabled","20-29","Southern Scotland","320","310","26820","25560"
"In post","2021","Declared non-disabled","20-29","Surrey, East and West Sussex","740","730","26900","27570"
"In post","2021","Declared non-disabled","20-29","Tees Valley and Durham","800","770","24140","22850"
"In post","2021","Declared non-disabled","20-29","Unknown","150","150","29900","27570"
"In post","2021","Declared non-disabled","20-29","West Central Scotland","1430","1400","26020","24890"
"In post","2021","Declared non-disabled","20-29","West Midlands","1540","1510","26310","25220"
"In post","2021","Declared non-disabled","20-29","West Wales and The Valleys","1190","1140","23990","21590"
"In post","2021","Declared non-disabled","20-29","West Yorkshire","1720","1700","26750","25560"
"In post","2021","Declared non-disabled","30-39","Bedfordshire and Hertfordshire","620","580","32210","29290"
"In post","2021","Declared non-disabled","30-39","Berkshire, Buckinghamshire and Oxfordshire","1260","1200","32560","30810"
"In post","2021","Declared non-disabled","30-39","Cheshire","460","440","30450","27620"
"In post","2021","Declared non-disabled","30-39","Cornwall and Isles of Scilly","160","150","25610","25960"
"In post","2021","Declared non-disabled","30-39","Cumbria","300","260","27040","24920"
"In post","2021","Declared non-disabled","30-39","Derbyshire and Nottinghamshire","1630","1520","30510","27570"
"In post","2021","Declared non-disabled","30-39","Devon","1370","1270","31730","30090"
"In post","2021","Declared non-disabled","30-39","Dorset and Somerset","580","550","28990","27570"
"In post","2021","Declared non-disabled","30-39","East Anglia","1660","1550","29360","27570"
"In post","2021","Declared non-disabled","30-39","East Wales","3280","3110","32670","29540"
"In post","2021","Declared non-disabled","30-39","East Yorkshire and Northern Lincolnshire","590","540","27320","26580"
"In post","2021","Declared non-disabled","30-39","Eastern Scotland","2230","2110","34520","30650"
"In post","2021","Declared non-disabled","30-39","Essex","630","580","29540","29290"
"In post","2021","Declared non-disabled","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","4670","4420","35660","33300"
"In post","2021","Declared non-disabled","30-39","Greater Manchester","2950","2830","31230","27570"
"In post","2021","Declared non-disabled","30-39","Hampshire and Isle of Wight","1710","1610","33040","31040"
"In post","2021","Declared non-disabled","30-39","Herefordshire, Worcestershire and Warwickshire","560","530","27040","25810"
"In post","2021","Declared non-disabled","30-39","Highlands and Islands","220","210","29000","27570"
"In post","2021","Declared non-disabled","30-39","Inner London - East","2680","2560","43870","39780"
"In post","2021","Declared non-disabled","30-39","Inner London - West","10390","10090","49740","52240"
"In post","2021","Declared non-disabled","30-39","Kent","1190","1120","28750","28620"
"In post","2021","Declared non-disabled","30-39","Lancashire","1600","1480","26990","26810"
"In post","2021","Declared non-disabled","30-39","Leicestershire, Rutland and Northamptonshire","910","830","27380","26300"
"In post","2021","Declared non-disabled","30-39","Lincolnshire","330","310","27380","26670"
"In post","2021","Declared non-disabled","30-39","Merseyside","2960","2760","28300","25520"
"In post","2021","Declared non-disabled","30-39","North Eastern Scotland","220","210","35350","31060"
"In post","2021","Declared non-disabled","30-39","North Yorkshire","570","540","33180","30810"
"In post","2021","Declared non-disabled","30-39","Northern Ireland","530","500","28640","25560"
"In post","2021","Declared non-disabled","30-39","Northumberland and Tyne and Wear","2910","2690","29040","26460"
"In post","2021","Declared non-disabled","30-39","Outer London - East and North East","520","500","31370","31060"
"In post","2021","Declared non-disabled","30-39","Outer London - South","1430","1370","38020","35070"
"In post","2021","Declared non-disabled","30-39","Outer London - West and North West","1350","1310","32580","31060"
"In post","2021","Declared non-disabled","30-39","Overseas","700","700","45990","49370"
"In post","2021","Declared non-disabled","30-39","Shropshire and Staffordshire","1030","980","29560","27570"
"In post","2021","Declared non-disabled","30-39","South Yorkshire","1670","1540","31280","27570"
"In post","2021","Declared non-disabled","30-39","Southern Scotland","720","670","31220","27570"
"In post","2021","Declared non-disabled","30-39","Surrey, East and West Sussex","1030","960","30050","28080"
"In post","2021","Declared non-disabled","30-39","Tees Valley and Durham","1270","1170","27390","25810"
"In post","2021","Declared non-disabled","30-39","Unknown","210","200","34050","27570"
"In post","2021","Declared non-disabled","30-39","West Central Scotland","2270","2150","30930","27570"
"In post","2021","Declared non-disabled","30-39","West Midlands","2790","2600","29790","27570"
"In post","2021","Declared non-disabled","30-39","West Wales and The Valleys","2740","2510","27290","26130"
"In post","2021","Declared non-disabled","30-39","West Yorkshire","2370","2200","30820","27570"
"In post","2021","Declared non-disabled","40-49","Bedfordshire and Hertfordshire","720","670","34380","30030"
"In post","2021","Declared non-disabled","40-49","Berkshire, Buckinghamshire and Oxfordshire","1390","1320","34620","31170"
"In post","2021","Declared non-disabled","40-49","Cheshire","530","500","32950","30550"
"In post","2021","Declared non-disabled","40-49","Cornwall and Isles of Scilly","270","250","27860","27570"
"In post","2021","Declared non-disabled","40-49","Cumbria","520","470","28320","25270"
"In post","2021","Declared non-disabled","40-49","Derbyshire and Nottinghamshire","1970","1820","33340","30110"
"In post","2021","Declared non-disabled","40-49","Devon","1680","1540","34790","31990"
"In post","2021","Declared non-disabled","40-49","Dorset and Somerset","810","750","30930","27570"
"In post","2021","Declared non-disabled","40-49","East Anglia","2030","1880","31290","27570"
"In post","2021","Declared non-disabled","40-49","East Wales","3360","3150","37190","31810"
"In post","2021","Declared non-disabled","40-49","East Yorkshire and Northern Lincolnshire","740","680","28680","27570"
"In post","2021","Declared non-disabled","40-49","Eastern Scotland","2560","2400","38640","32140"
"In post","2021","Declared non-disabled","40-49","Essex","930","850","31260","29290"
"In post","2021","Declared non-disabled","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","4630","4390","39750","37320"
"In post","2021","Declared non-disabled","40-49","Greater Manchester","3140","2970","33480","27570"
"In post","2021","Declared non-disabled","40-49","Hampshire and Isle of Wight","2090","1950","35040","31990"
"In post","2021","Declared non-disabled","40-49","Herefordshire, Worcestershire and Warwickshire","650","610","30200","27570"
