"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","34060","33000"
"New entrant CS","2022","Unknown","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Inner London - West","60","60","42650","38450"
"New entrant CS","2022","Unknown","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Outer London - South","60","60","37360","35050"
"New entrant CS","2022","Unknown","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","East Anglia","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","240","240","27480","25050"
"New entrant CS","2022","Unknown","Science and Engineering","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Hampshire and Isle of Wight","70","70","31480","27010"
"New entrant CS","2022","Unknown","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","West Central Scotland","50","50","24570","23540"
"New entrant CS","2022","Unknown","Security","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","Inner London - West","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Tax","Derbyshire and Nottinghamshire","60","60","26960","26590"
"New entrant CS","2022","Unknown","Tax","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Tax","East Wales","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Tax","Eastern Scotland","40","40","[c]","[c]"
