"Status","Year","Function_of_post","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Debt","Croydon","Operational Delivery","190","170","29150","26400"
"In post","2022","Debt","Croydon","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Dudley","Other","140","130","22220","21260"
"In post","2022","Debt","Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Durham","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","East Derbyshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Glasgow City","Operational Delivery","70","60","24690","22080"
"In post","2022","Debt","Glasgow City","Other","50","40","22280","21260"
"In post","2022","Debt","Glasgow City","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Greater Manchester North East","Other","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Greater Manchester South East","Other","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Greater Manchester South West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Greater Manchester South West","Other","250","220","22430","21260"
"In post","2022","Debt","Greater Manchester South West","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Hackney and Newham","Operational Delivery","240","210","28740","26400"
"In post","2022","Debt","Hackney and Newham","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Harrow and Hillingdon","Other","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Hertfordshire CC","Other","80","60","26470","25110"
"In post","2022","Debt","Inverness and Nairn, Moray, and Badenoch and Strathspey","Other","30","30","[c]","[c]"
"In post","2022","Debt","Leeds","Operational Delivery","160","150","26880","26590"
"In post","2022","Debt","Leeds","Other","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Leeds","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Leicester","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Liverpool","Operational Delivery","320","290","23880","21250"
"In post","2022","Debt","Liverpool","Tax","60","60","22850","21250"
"In post","2022","Debt","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Manchester","Other","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Mid Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Na h-Eileanan Siar","Other","70","60","22240","21260"
"In post","2022","Debt","North Lanarkshire","Operational Delivery","320","270","24030","21810"
"In post","2022","Debt","North Lanarkshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","North Northamptonshire","Other","220","180","22330","21260"
"In post","2022","Debt","Nottingham","Operational Delivery","160","150","23530","21250"
"In post","2022","Debt","Nottingham","Tax","90","80","21510","21250"
"In post","2022","Debt","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Portsmouth","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Sefton","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Sheffield","Other","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Somerset CC","Other","130","110","21990","21260"
"In post","2022","Debt","South Lanarkshire","Operational Delivery","270","250","23240","21250"
"In post","2022","Debt","South Lanarkshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Southend-on-Sea","Operational Delivery","50","40","24050","22080"
"In post","2022","Debt","Suffolk CC","Operational Delivery","30","30","[c]","[c]"
"In post","2022","Debt","Suffolk CC","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Sunderland","Other","440","380","22370","21260"
"In post","2022","Debt","Telford and Wrekin","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Telford and Wrekin","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tower Hamlets","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tyneside","Operational Delivery","250","220","23380","21680"
"In post","2022","Debt","Tyneside","Other","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tyneside","Tax","240","230","21910","21250"
"In post","2022","Debt","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","Other","70","60","25610","25110"
"In post","2022","Debt","Warwickshire CC","Other","220","180","22130","21260"
"In post","2022","Debt","West Sussex (South West)","Operational Delivery","50","40","28690","28920"
"In post","2022","Debt","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Westminster","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Wolverhampton","Other","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Aberdeen City and Aberdeenshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Aberdeen City and Aberdeenshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Angus and Dundee City","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Angus and Dundee City","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Antrim and Newtownabbey","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Antrim and Newtownabbey","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Ards and North Down","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Armagh City, Banbridge and Craigavon","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Barking & Dagenham and Havering","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Barnet","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data and Technology","460","450","37260","33940"
"In post","2022","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Knowledge and Information Management","170","160","35460","33300"
"In post","2022","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bedford","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bedford","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bedford","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Belfast","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Belfast","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Belfast","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Belfast","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Berkshire","Digital, Data and Technology","110","110","41310","38290"
"In post","2022","Digital, Data & Technology","Berkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Berkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Berkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bexley and Greenwich","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bexley and Greenwich","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Birmingham","Digital, Data and Technology","330","320","41510","36350"
"In post","2022","Digital, Data & Technology","Birmingham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Birmingham","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Birmingham","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Blackburn with Darwen","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Blackburn with Darwen","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Blackburn with Darwen","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Blackpool","Digital, Data and Technology","830","800","42710","37710"
"In post","2022","Digital, Data & Technology","Blackpool","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Blackpool","Other","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Blackpool","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Blackpool","Security","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bournemouth, Christchurch and Poole","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bradford","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bradford","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Breckland and South Norfolk","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Brent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bridgend and Neath Port Talbot","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bridgend and Neath Port Talbot","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Brighton and Hove","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bristol, City of","Digital, Data and Technology","370","360","41900","40520"
"In post","2022","Digital, Data & Technology","Bristol, City of","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bristol, City of","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bristol, City of","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Bristol, City of","Unknown","70","70","46090","49700"
"In post","2022","Digital, Data & Technology","Bromley","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Buckinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Buckinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Calderdale and Kirklees","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Calderdale and Kirklees","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cambridgeshire CC","Digital, Data and Technology","90","90","33400","33300"
"In post","2022","Digital, Data & Technology","Cambridgeshire CC","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cambridgeshire CC","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cambridgeshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Camden and City of London","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Camden and City of London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Camden and City of London","Unknown","70","70","55280","54700"
"In post","2022","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Digital, Data and Technology","270","270","39510","38000"
"In post","2022","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Operational Delivery","50","50","33660","33080"
"In post","2022","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Unknown","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Causeway Coast and Glens","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Central Bedfordshire","Digital, Data and Technology","50","50","34720","36300"
"In post","2022","Digital, Data & Technology","Central Bedfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Central Hampshire","Digital, Data and Technology","120","120","33300","33000"
"In post","2022","Digital, Data & Technology","Central Hampshire","Knowledge and Information Management","50","50","29350","26670"
"In post","2022","Digital, Data & Technology","Central Hampshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Central Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cheshire East","Digital, Data and Technology","80","80","34860","33000"
"In post","2022","Digital, Data & Technology","Cheshire East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Cheshire West and Chester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Chorley and West Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Chorley and West Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
