"Status","Year","Age","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","No function","80","80","24670","20300"
"New entrant CS","2021","50-59","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Unknown","230","230","23820","21010"
"New entrant CS","2021","50-59","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","No function","240","230","26360","20600"
"New entrant CS","2021","50-59","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North West (England)","Unknown","460","460","27000","25620"
"New entrant CS","2021","50-59","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Overseas","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Debt","50","50","20340","20140"
"New entrant CS","2021","50-59","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","No function","100","90","25660","20810"
"New entrant CS","2021","50-59","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Scotland","Unknown","430","420","31260","27570"
"New entrant CS","2021","50-59","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","No function","270","240","27490","23050"
"New entrant CS","2021","50-59","South East (England)","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Security","40","40","[c]","[c]"
"New entrant CS","2021","50-59","South East (England)","Unknown","620","590","27600","27570"
"New entrant CS","2021","50-59","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","No function","200","180","30520","24240"
"New entrant CS","2021","50-59","South West (England)","Project Delivery","100","100","42770","41000"
"New entrant CS","2021","50-59","South West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","South West (England)","Unknown","330","320","27330","27570"
"New entrant CS","2021","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","130","130","29330","27570"
"New entrant CS","2021","50-59","Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","No function","140","140","24730","21590"
"New entrant CS","2021","50-59","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Wales","Unknown","110","110","27710","27570"
"New entrant CS","2021","50-59","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","No function","190","180","28370","22700"
"New entrant CS","2021","50-59","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","West Midlands (England)","Unknown","200","190","27440","27570"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","No function","200","190","33010","28700"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Yorkshire and The Humber","Unknown","310","310","26650","27570"
"New entrant CS","2021","60-64","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East Midlands (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","60-64","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East of England","No function","40","30","[c]","[c]"
"New entrant CS","2021","60-64","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East of England","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","East of England","Unknown","50","50","27360","27570"
"New entrant CS","2021","60-64","London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","No function","90","80","45180","38190"
"New entrant CS","2021","60-64","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","Unknown","60","60","36150","31060"
"New entrant CS","2021","60-64","North East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North East (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North East (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North East (England)","Unknown","60","60","23520","21010"
"New entrant CS","2021","60-64","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","North West (England)","No function","50","40","[c]","[c]"
