"Status","Year","Region_ITL3","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Redbridge and Waltham Forest","Female","20-29","110","100","28020","31060"
"New entrant CS","2021","Redbridge and Waltham Forest","Female","30-39","50","50","29040","31060"
"New entrant CS","2021","Redbridge and Waltham Forest","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","Male","20-29","50","50","28130","31060"
"New entrant CS","2021","Redbridge and Waltham Forest","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sandwell","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sandwell","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sandwell","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sandwell","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sandwell","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sandwell","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sandwell","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sandwell","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Borders","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sefton","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sefton","Female","20-29","80","80","23790","24440"
"New entrant CS","2021","Sefton","Female","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Sefton","Female","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Sefton","Female","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Sefton","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sefton","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sefton","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sefton","Male","20-29","80","80","23870","24440"
"New entrant CS","2021","Sefton","Male","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Sefton","Male","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Sefton","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sefton","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sefton","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sheffield","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sheffield","Female","20-29","190","190","24890","23570"
"New entrant CS","2021","Sheffield","Female","30-39","100","90","30660","28460"
"New entrant CS","2021","Sheffield","Female","40-49","50","50","32410","27570"
"New entrant CS","2021","Sheffield","Female","50-59","50","50","26050","21430"
"New entrant CS","2021","Sheffield","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sheffield","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sheffield","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sheffield","Male","20-29","130","130","25220","21430"
"New entrant CS","2021","Sheffield","Male","30-39","80","80","31250","27570"
"New entrant CS","2021","Sheffield","Male","40-49","60","60","36610","29360"
"New entrant CS","2021","Sheffield","Male","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Sheffield","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sheffield","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Sheffield","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shetland Islands","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire CC","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Solihull","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Female","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Somerset","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Male","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Somerset","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Somerset","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South and West Derbyshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Ayrshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Female","20-29","110","100","26360","26590"
"New entrant CS","2021","South Hampshire","Female","30-39","80","80","29910","29540"
"New entrant CS","2021","South Hampshire","Female","40-49","60","60","31190","29540"
"New entrant CS","2021","South Hampshire","Female","50-59","50","50","30200","27570"
"New entrant CS","2021","South Hampshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Male","20-29","80","80","26330","26590"
"New entrant CS","2021","South Hampshire","Male","30-39","60","50","31700","29540"
"New entrant CS","2021","South Hampshire","Male","40-49","50","50","[c]","[c]"
"New entrant CS","2021","South Hampshire","Male","50-59","60","50","30110","29350"
"New entrant CS","2021","South Hampshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Hampshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Female","20-29","50","50","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Female","30-39","40","40","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Male","20-29","40","40","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Lanarkshire","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Nottinghamshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Teesside","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West Wales","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Female","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Southampton","Female","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Southampton","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Male","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Southampton","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southampton","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southend-on-Sea","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southend-on-Sea","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southend-on-Sea","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southend-on-Sea","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southend-on-Sea","Female","60-64","[c]","[c]","[c]","[c]"
