"Status","Year","Organisation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Mixed","Ministry of Defence","50","50","29720","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","Ministry of Defence","60","60","30740","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Ministry of Defence","550","520","30530","26100"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","White","Ministry of Defence","2150","2100","28760","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Ministry of Housing, Communities and Local Government","70","70","38150","34710"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","White","Ministry of Housing, Communities and Local Government","180","180","40960","33210"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Asian","Ministry of Justice","60","60","37750","31590"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Ministry of Justice","250","250","39700","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","White","Ministry of Justice","350","350","36850","33930"
"New entrant CS","2021","National Crime Agency","Asian","National Crime Agency","50","50","31840","30550"
"New entrant CS","2021","National Crime Agency","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","National Crime Agency","120","120","37670","36200"
"New entrant CS","2021","National Crime Agency","White","National Crime Agency","770","770","34000","32770"
"New entrant CS","2021","National Infrastructure Commission","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","White","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","White","Office for Standards in Education","150","140","50630","46360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Asian","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","White","Office of Gas and Electricity Markets","230","230","33890","26000"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","White","Ministry of Justice","[c]","[c]","[c]","[c]"
