"Status","Year","Responsibility_level","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Unknown","Department for Education","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Department for Environment, Food and Rural Affairs","110","100","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Department for Transport","70","70","36400","34800"
"Leaver CS","2022","SEO/HEO","Unknown","Department for Work and Pensions","140","120","37350","35560"
"Leaver CS","2022","SEO/HEO","Unknown","Department of Health and Social Care","180","160","36330","36470"
"Leaver CS","2022","SEO/HEO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Foreign, Commonwealth and Development Office","90","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","HM Land Registry","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","HM Revenue and Customs","800","690","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Home Office","90","80","37700","37450"
"Leaver CS","2022","SEO/HEO","Unknown","Ministry of Defence","220","210","36670","36960"
"Leaver CS","2022","SEO/HEO","Unknown","Ministry of Justice","140","130","35710","34260"
"Leaver CS","2022","SEO/HEO","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Scottish Government","190","160","40370","39660"
"Leaver CS","2022","SEO/HEO","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","UK Statistics Authority","60","60","33120","32540"
"Leaver CS","2022","SEO/HEO","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Ministry of Defence","120","110","37980","39000"
"Leaver CS","2022","Unknown","Heterosexual / straight","Ministry of Justice","1040","930","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence","250","250","35960","33270"
"Leaver CS","2022","Unknown","Unknown","Ministry of Justice","590","510","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Department for Transport","60","50","21300","21590"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Department for Work and Pensions","200","190","21260","21010"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Home Office","130","120","21850","21010"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Ministry of Defence","60","60","21090","20920"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Ministry of Justice","330","320","20160","19930"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Department for Environment, Food and Rural Affairs","60","60","21160","21050"
"Leaver Dept.","2021","AA/AO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Department for Work and Pensions","100","90","21000","21010"
"Leaver Dept.","2021","AA/AO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","HM Revenue and Customs","710","680","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Ministry of Justice","80","70","20110","19930"
"Leaver Dept.","2021","AA/AO","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Cabinet Office","70","70","27200","27500"
"Leaver Dept.","2021","EO","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Department for Work and Pensions","430","410","28050","27570"
"Leaver Dept.","2021","EO","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Home Office","300","270","26310","25130"
"Leaver Dept.","2021","EO","Heterosexual / straight","Ministry of Defence","120","120","24800","25940"
"Leaver Dept.","2021","EO","Heterosexual / straight","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Ministry of Justice","180","180","24070","22710"
"Leaver Dept.","2021","EO","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
