"Status","Year","Profession_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Operational Delivery","South West (England)","Declared disabled","190","160","26600","26440"
"Leaver CS","2022","Operational Delivery","South West (England)","Declared non-disabled","980","860","26830","26750"
"Leaver CS","2022","Operational Delivery","South West (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Operational Delivery","South West (England)","Unknown","270","260","27150","22510"
"Leaver CS","2022","Operational Delivery","Unknown","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Declared non-disabled","270","220","22690","21840"
"Leaver CS","2022","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","190","160","22570","21590"
"Leaver CS","2022","Operational Delivery","Wales","Declared disabled","140","120","27130","25090"
"Leaver CS","2022","Operational Delivery","Wales","Declared non-disabled","740","650","26670","23370"
"Leaver CS","2022","Operational Delivery","Wales","Undeclared","60","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Wales","Unknown","210","190","24530","21680"
"Leaver CS","2022","Operational Delivery","West Midlands (England)","Declared disabled","190","170","25410","26950"
"Leaver CS","2022","Operational Delivery","West Midlands (England)","Declared non-disabled","1050","930","27990","27570"
"Leaver CS","2022","Operational Delivery","West Midlands (England)","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","Operational Delivery","West Midlands (England)","Unknown","360","340","28180","22020"
"Leaver CS","2022","Operational Delivery","Yorkshire and The Humber","Declared disabled","200","170","26040","26120"
"Leaver CS","2022","Operational Delivery","Yorkshire and The Humber","Declared non-disabled","1160","1020","26830","26870"
"Leaver CS","2022","Operational Delivery","Yorkshire and The Humber","Undeclared","110","90","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Yorkshire and The Humber","Unknown","340","320","25860","22200"
"Leaver CS","2022","Operational Research","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","East Midlands (England)","Declared non-disabled","70","70","22920","21260"
"Leaver CS","2022","Other","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","East of England","Declared non-disabled","110","100","24380","21380"
"Leaver CS","2022","Other","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","Declared non-disabled","320","300","39580","31060"
"Leaver CS","2022","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","London","Unknown","150","140","38630","30720"
"Leaver CS","2022","Other","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","North East (England)","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Other","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","North West (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Other","North West (England)","Declared non-disabled","90","80","26120","22170"
"Leaver CS","2022","Other","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Overseas","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Other","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Scotland","Declared non-disabled","170","150","28260","23700"
"Leaver CS","2022","Other","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Scotland","Unknown","90","90","32320","26900"
"Leaver CS","2022","Other","South East (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Other","South East (England)","Declared non-disabled","280","270","25240","21260"
"Leaver CS","2022","Other","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","South East (England)","Unknown","70","70","24990","20970"
"Leaver CS","2022","Other","South West (England)","Declared disabled","60","50","27490","21380"
"Leaver CS","2022","Other","South West (England)","Declared non-disabled","290","270","28330","25000"
"Leaver CS","2022","Other","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","South West (England)","Unknown","90","90","23910","21010"
"Leaver CS","2022","Other","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Unknown","240","240","35950","33270"
"Leaver CS","2022","Other","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Wales","Declared non-disabled","60","50","29230","21830"
"Leaver CS","2022","Other","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","West Midlands (England)","Declared non-disabled","100","90","24970","21280"
"Leaver CS","2022","Other","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Yorkshire and The Humber","Declared non-disabled","120","110","25180","21260"
"Leaver CS","2022","Other","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","London","Declared disabled","100","90","45430","41090"
"Leaver CS","2022","Policy","London","Declared non-disabled","610","570","49360","50280"
"Leaver CS","2022","Policy","London","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Policy","London","Unknown","360","250","42050","37630"
"Leaver CS","2022","Policy","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","South West (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wales","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","Policy","Wales","Undeclared","[c]","[c]","[c]","[c]"
