"Status","Year","Ethnicity","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","90","80","26510","27570"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Prison and Probation Service","50","50","[c]","[c]"
