"Status","Year","Function_of_post","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Animal and Plant Health Agency","AA/AO","200","200","22300","21300"
"New entrant CS","2022","No function","Animal and Plant Health Agency","EO","150","150","25770","24920"
"New entrant CS","2022","No function","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Animal and Plant Health Agency","SEO/HEO","100","100","33910","35900"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","EO","50","50","26900","27500"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","G6/G7","50","50","55340","54700"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","SEO/HEO","670","670","29150","28000"
"New entrant CS","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Companies House","AA/AO","70","60","20140","20100"
"New entrant CS","2022","No function","Companies House","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Crown Office and Procurator Fiscal Service","AA/AO","240","240","21050","21050"
"New entrant CS","2022","No function","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Crown Office and Procurator Fiscal Service","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","No function","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Defence Science and Technology Laboratory","AA/AO","80","80","18260","17790"
"New entrant CS","2022","No function","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Defence Science and Technology Laboratory","G6/G7","60","50","51450","47010"
"New entrant CS","2022","No function","Defence Science and Technology Laboratory","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Defence Science and Technology Laboratory","SEO/HEO","240","240","29550","29230"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","120","120","27330","27680"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","80","80","55510","53380"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","360","360","36250","33570"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","EO","80","80","26070","26180"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","190","190","34040","34020"
"New entrant CS","2022","No function","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Education (excl. agencies)","EO","110","110","25800","25000"
"New entrant CS","2022","No function","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Education (excl. agencies)","SEO/HEO","170","160","34320","36500"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","140","140","26240","25170"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","250","240","53060","52290"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","780","770","33680","32560"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for International Trade","EO","80","80","[c]","[c]"
"New entrant CS","2022","No function","Department for International Trade","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","No function","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for International Trade","SEO/HEO","120","110","33490","31800"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","120","120","26760","27850"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","70","70","53250","53130"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","250","250","34090","33210"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","EO","70","70","27250","26130"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","G6/G7","130","120","57430","54110"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","SEO/HEO","210","200","37510","35560"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","AA/AO","3270","3210","21520","21260"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","EO","3780","3680","28310","27570"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","SEO/HEO","50","50","34500","33490"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","EO","70","50","[c]","[c]"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","SEO/HEO","140","110","34120","32790"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Driver and Vehicle Licensing Agency","AA/AO","550","500","20210","21840"
"New entrant CS","2022","No function","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Driver and Vehicle Standards Agency","AA/AO","170","160","22780","21840"
"New entrant CS","2022","No function","Driver and Vehicle Standards Agency","EO","350","340","26650","26130"
"New entrant CS","2022","No function","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Education and Skills Funding Agency","SEO/HEO","60","60","32920","32940"
"New entrant CS","2022","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","EO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","SEO/HEO","100","100","33780","32350"
"New entrant CS","2022","No function","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Health and Safety Executive","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Health and Safety Executive","EO","80","80","26410","26370"
"New entrant CS","2022","No function","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Health and Safety Executive","SEO/HEO","90","90","41580","36040"
"New entrant CS","2022","No function","HM Courts and Tribunals Service","AA/AO","1390","1330","21120","20970"
"New entrant CS","2022","No function","HM Courts and Tribunals Service","EO","190","190","26450","25120"
"New entrant CS","2022","No function","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Courts and Tribunals Service","SEO/HEO","190","190","33370","34260"
"New entrant CS","2022","No function","HM Land Registry","AA/AO","230","220","22670","22600"
"New entrant CS","2022","No function","HM Land Registry","EO","110","110","27460","27130"
"New entrant CS","2022","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Prison and Probation Service","AA/AO","5820","5780","23980","23140"
"New entrant CS","2022","No function","HM Prison and Probation Service","EO","190","190","25620","24620"
"New entrant CS","2022","No function","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Prison and Probation Service","SEO/HEO","300","280","33330","31920"
"New entrant CS","2022","No function","HM Prison and Probation Service","Unknown","8820","8120","28540","26310"
"New entrant CS","2022","No function","HM Revenue and Customs (excl. agencies)","AA/AO","2290","2200","21310","21250"
"New entrant CS","2022","No function","HM Revenue and Customs (excl. agencies)","EO","890","890","27090","26590"
"New entrant CS","2022","No function","HM Revenue and Customs (excl. agencies)","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","No function","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Revenue and Customs (excl. agencies)","SEO/HEO","890","890","34070","33080"
"New entrant CS","2022","No function","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Treasury (excl. agencies)","EO","50","40","[c]","[c]"
"New entrant CS","2022","No function","HM Treasury (excl. agencies)","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","No function","HM Treasury (excl. agencies)","SEO/HEO","140","130","30260","29320"
"New entrant CS","2022","No function","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Institute for Apprenticeships and Technical Education","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intellectual Property Office","AA/AO","80","70","21750","21810"
"New entrant CS","2022","No function","Intellectual Property Office","EO","50","50","27100","27380"
"New entrant CS","2022","No function","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal Aid Agency","AA/AO","80","70","21010","20970"
"New entrant CS","2022","No function","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Maritime and Coastguard Agency","AA/AO","90","90","25060","26840"
"New entrant CS","2022","No function","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Maritime and Coastguard Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Maritime and Coastguard Agency","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Justice (excl. agencies)","AA/AO","60","60","21120","20970"
"New entrant CS","2022","No function","Ministry of Justice (excl. agencies)","EO","80","80","28000","28310"
"New entrant CS","2022","No function","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Justice (excl. agencies)","SEO/HEO","100","100","36340","34260"
"New entrant CS","2022","No function","National Crime Agency","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","EO","260","260","33490","32770"
"New entrant CS","2022","No function","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","SEO/HEO","100","100","42840","41860"
"New entrant CS","2022","No function","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Budget Responsibility","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","70","70","72490","70500"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","100","90","46690","46360"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","EO","160","160","25470","25750"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","SEO/HEO","60","60","36840","35900"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Public Guardian","AA/AO","170","160","20960","20970"
"New entrant CS","2022","No function","Office of the Public Guardian","EO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Public Health England","AA/AO","30","20","[c]","[c]"
"New entrant CS","2022","No function","Public Health England","EO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Public Health England","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","No function","Public Health England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Public Health England","SEO/HEO","110","100","35870","36330"
"New entrant CS","2022","No function","Registers of Scotland","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","No function","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Courts and Tribunals Service","AA/AO","250","240","21560","22000"
"New entrant CS","2022","No function","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Prison Service","AA/AO","310","310","21730","21640"
"New entrant CS","2022","No function","Scottish Prison Service","EO","30","30","[c]","[c]"
"New entrant CS","2022","No function","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The Insolvency Service","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","No function","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Health Security Agency","AA/AO","260","230","21340","19880"
"New entrant CS","2022","No function","UK Health Security Agency","EO","390","350","25760","26880"
"New entrant CS","2022","No function","UK Health Security Agency","G6/G7","310","300","55580","52860"
"New entrant CS","2022","No function","UK Health Security Agency","SCS","60","60","99060","88790"
"New entrant CS","2022","No function","UK Health Security Agency","SEO/HEO","830","780","34590","32790"
"New entrant CS","2022","No function","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Hydrographic Office","AA/AO","50","50","20420","20420"
"New entrant CS","2022","No function","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Hydrographic Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","AA/AO","310","230","19780","19860"
"New entrant CS","2022","No function","UK Statistics Authority","EO","30","30","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","SEO/HEO","60","60","33390","30710"
"New entrant CS","2022","No function","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
