"Status","Year","Ethnicity","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Department for Education","EO","90","90","25900","25000"
"New entrant CS","2021","Unknown","Department for Education","G6/G7","60","60","55390","53420"
"New entrant CS","2021","Unknown","Department for Education","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","SEO/HEO","140","130","34740","36400"
"New entrant CS","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","90","90","21930","21050"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","EO","90","90","22800","24430"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","60","60","55080","53590"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","130","130","34240","34170"
"New entrant CS","2021","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","SEO/HEO","60","50","34730","32120"
"New entrant CS","2021","Unknown","Department for Transport","AA/AO","250","230","22070","21590"
"New entrant CS","2021","Unknown","Department for Transport","EO","110","110","26730","26130"
"New entrant CS","2021","Unknown","Department for Transport","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","SEO/HEO","150","150","35100","34710"
"New entrant CS","2021","Unknown","Department for Work and Pensions","AA/AO","490","490","21430","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","EO","1230","1200","28680","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","SEO/HEO","70","70","36920","36650"
"New entrant CS","2021","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","EO","160","160","26540","27270"
"New entrant CS","2021","Unknown","Department of Health and Social Care","G6/G7","210","200","56740","53360"
"New entrant CS","2021","Unknown","Department of Health and Social Care","SCS","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","SEO/HEO","430","420","34150","32790"
"New entrant CS","2021","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","AA/AO","200","200","22530","22350"
"New entrant CS","2021","Unknown","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","AA/AO","1980","1910","20260","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs","EO","640","640","25670","25560"
"New entrant CS","2021","Unknown","HM Revenue and Customs","G6/G7","70","70","58800","57550"
"New entrant CS","2021","Unknown","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","SEO/HEO","370","370","33910","31810"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Unknown","330","320","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","AA/AO","400","390","21820","21430"
"New entrant CS","2021","Unknown","Home Office","EO","590","570","26780","24880"
"New entrant CS","2021","Unknown","Home Office","G6/G7","150","140","59460","57430"
"New entrant CS","2021","Unknown","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","SEO/HEO","290","290","37690","36510"
"New entrant CS","2021","Unknown","Ministry of Defence","AA/AO","320","310","23970","20920"
"New entrant CS","2021","Unknown","Ministry of Defence","EO","200","200","22420","22000"
"New entrant CS","2021","Unknown","Ministry of Defence","G6/G7","50","50","68000","68480"
"New entrant CS","2021","Unknown","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","SEO/HEO","160","150","36360","37000"
"New entrant CS","2021","Unknown","Ministry of Defence","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","AA/AO","2480","2410","22120","21300"
"New entrant CS","2021","Unknown","Ministry of Justice","EO","200","190","24210","24440"
"New entrant CS","2021","Unknown","Ministry of Justice","G6/G7","80","80","58980","56870"
"New entrant CS","2021","Unknown","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","SEO/HEO","330","320","33130","30990"
"New entrant CS","2021","Unknown","Ministry of Justice","Unknown","390","340","22420","22920"
"New entrant CS","2021","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","EO","60","60","32320","32260"
"New entrant CS","2021","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","AA/AO","460","440","21070","20810"
"New entrant CS","2021","Unknown","Scottish Government","EO","150","140","26560","26160"
"New entrant CS","2021","Unknown","Scottish Government","G6/G7","130","130","55410","48930"
"New entrant CS","2021","Unknown","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","SEO/HEO","270","260","35180","32400"
"New entrant CS","2021","Unknown","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","AA/AO","60","50","19700","19130"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","EO","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","SEO/HEO","130","130","32910","32540"
"New entrant CS","2021","Unknown","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","AA/AO","190","190","20430","20120"
"New entrant CS","2021","White","Attorney General's Departments","EO","110","110","27190","26950"
"New entrant CS","2021","White","Attorney General's Departments","G6/G7","220","210","52810","50520"
"New entrant CS","2021","White","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","SEO/HEO","130","120","39380","38970"
"New entrant CS","2021","White","Cabinet Office","AA/AO","60","60","22150","20800"
"New entrant CS","2021","White","Cabinet Office","EO","140","140","26860","27500"
"New entrant CS","2021","White","Cabinet Office","G6/G7","100","100","56320","54700"
"New entrant CS","2021","White","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Cabinet Office","SEO/HEO","160","160","35490","34550"
"New entrant CS","2021","White","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","AA/AO","90","90","21910","20880"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","EO","160","160","26440","25710"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","G6/G7","90","90","56700","53380"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","SEO/HEO","410","400","35480","33570"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","EO","40","40","[c]","[c]"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","G6/G7","60","60","56100","51730"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","SEO/HEO","140","140","35640","34020"
"New entrant CS","2021","White","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","EO","110","110","25930","25000"
"New entrant CS","2021","White","Department for Education","G6/G7","70","60","54680","53420"
"New entrant CS","2021","White","Department for Education","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Education","SEO/HEO","170","170","34100","36500"
"New entrant CS","2021","White","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","AA/AO","200","190","21770","21050"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","EO","250","240","25610","24920"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","G6/G7","130","130","53570","52290"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","SEO/HEO","430","420","33160","32560"
"New entrant CS","2021","White","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for International Trade","SEO/HEO","120","120","33610","31800"
"New entrant CS","2021","White","Department for Transport","AA/AO","200","190","21050","21590"
"New entrant CS","2021","White","Department for Transport","EO","150","140","26890","26130"
"New entrant CS","2021","White","Department for Transport","G6/G7","70","70","59070","54650"
"New entrant CS","2021","White","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Transport","SEO/HEO","250","240","36100","34710"
"New entrant CS","2021","White","Department for Work and Pensions","AA/AO","3900","3860","21370","21010"
"New entrant CS","2021","White","Department for Work and Pensions","EO","6390","6240","28100","27570"
"New entrant CS","2021","White","Department for Work and Pensions","G6/G7","110","110","57160","55350"
"New entrant CS","2021","White","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Department for Work and Pensions","SEO/HEO","290","290","35570","35000"
"New entrant CS","2021","White","Department of Health and Social Care","AA/AO","310","280","20410","19630"
"New entrant CS","2021","White","Department of Health and Social Care","EO","260","240","25270","25010"
"New entrant CS","2021","White","Department of Health and Social Care","G6/G7","230","210","56670","53270"
"New entrant CS","2021","White","Department of Health and Social Care","SCS","70","50","92390","86950"
"New entrant CS","2021","White","Department of Health and Social Care","SEO/HEO","810","720","34850","33180"
"New entrant CS","2021","White","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","SEO/HEO","50","50","34850","32830"
"New entrant CS","2021","White","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","AA/AO","310","300","22450","22350"
"New entrant CS","2021","White","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","AA/AO","820","800","20310","20140"
"New entrant CS","2021","White","HM Revenue and Customs","EO","400","400","25640","25560"
"New entrant CS","2021","White","HM Revenue and Customs","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Revenue and Customs","SEO/HEO","300","290","33650","31810"
"New entrant CS","2021","White","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","EO","50","50","25270","24300"
"New entrant CS","2021","White","HM Treasury","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Treasury","SEO/HEO","180","180","31770","30500"
"New entrant CS","2021","White","Home Office","AA/AO","160","160","21230","21430"
"New entrant CS","2021","White","Home Office","EO","220","210","26120","24880"
"New entrant CS","2021","White","Home Office","G6/G7","60","60","59910","57430"
"New entrant CS","2021","White","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Home Office","SEO/HEO","110","110","37410","36590"
"New entrant CS","2021","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","AA/AO","1090","1060","21450","20920"
"New entrant CS","2021","White","Ministry of Defence","EO","670","650","25850","26350"
"New entrant CS","2021","White","Ministry of Defence","G6/G7","160","150","60250","55000"
"New entrant CS","2021","White","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Defence","SEO/HEO","920","900","35730","34000"
"New entrant CS","2021","White","Ministry of Defence","Unknown","170","170","37210","33000"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","EO","40","40","[c]","[c]"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","G6/G7","50","50","53520","53130"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","SEO/HEO","110","100","34170","33210"
"New entrant CS","2021","White","Ministry of Justice","AA/AO","2710","2670","22350","22680"
"New entrant CS","2021","White","Ministry of Justice","EO","250","240","24490","24620"
"New entrant CS","2021","White","Ministry of Justice","G6/G7","90","90","56090","55490"
"New entrant CS","2021","White","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Ministry of Justice","SEO/HEO","410","400","32670","30990"
"New entrant CS","2021","White","Ministry of Justice","Unknown","820","760","22870","22920"
"New entrant CS","2021","White","National Crime Agency","AA/AO","50","50","21660","20800"
"New entrant CS","2021","White","National Crime Agency","EO","520","520","31000","32260"
"New entrant CS","2021","White","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","National Crime Agency","SEO/HEO","170","170","42030","40210"
"New entrant CS","2021","White","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","G6/G7","60","60","72490","75500"
"New entrant CS","2021","White","Office for Standards in Education","SEO/HEO","60","60","41670","44410"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","EO","100","100","24770","23450"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","SEO/HEO","60","60","36160","35000"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","SEO/HEO","70","70","34330","34800"
"New entrant CS","2021","White","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scottish Government","AA/AO","410","390","20880","20060"
"New entrant CS","2021","White","Scottish Government","EO","180","180","26490","26160"
"New entrant CS","2021","White","Scottish Government","G6/G7","90","80","55850","56120"
"New entrant CS","2021","White","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scottish Government","SEO/HEO","300","290","35170","33550"
"New entrant CS","2021","White","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Export Finance","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","White","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","United Kingdom Statistics Authority","AA/AO","90","70","19230","19130"
"New entrant CS","2021","White","United Kingdom Statistics Authority","EO","120","110","23600","23050"
"New entrant CS","2021","White","United Kingdom Statistics Authority","G6/G7","60","60","53560","52100"
"New entrant CS","2021","White","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","United Kingdom Statistics Authority","SEO/HEO","420","410","32860","32540"
"New entrant CS","2021","White","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","AA/AO","80","70","20590","20500"
"New entrant CS","2021","White","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","EO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","G6/G7","60","50","51960","50500"
"New entrant CS","2022","Asian","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Cabinet Office","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
