"Status","Year","Profession_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","International Trade","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Department for International Trade","70","70","[c]","[c]"
"New entrant CS","2022","International Trade","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","White","Department for International Trade","100","100","38030","31800"
"New entrant CS","2022","International Trade","White","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Attorney General's Departments","80","80","46560","48080"
"New entrant CS","2022","Legal","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","HM Revenue and Customs","50","50","35610","30750"
"New entrant CS","2022","Legal","Unknown","Ministry of Justice","60","60","34190","34260"
"New entrant CS","2022","Legal","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Attorney General's Departments","310","290","45560","48080"
"New entrant CS","2022","Legal","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","HM Revenue and Customs","60","60","34520","30750"
"New entrant CS","2022","Legal","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","Legal","White","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Scottish Government","80","70","37190","41750"
"New entrant CS","2022","Legal","White","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
