"Status","Year","Region_ITL1","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","G6/G7","60","60","60410","59590"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","SEO/HEO","80","80","37630","37460"
"Leaver CS","2022","North West (England)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","AA/AO","1460","1260","20950","21260"
"Leaver CS","2022","North West (England)","Operational Delivery","EO","810","690","26930","27570"
"Leaver CS","2022","North West (England)","Operational Delivery","G6/G7","60","60","58990","57430"
"Leaver CS","2022","North West (England)","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","SEO/HEO","220","190","36590","34290"
"Leaver CS","2022","North West (England)","Operational Delivery","Unknown","160","140","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","AA/AO","80","70","21140","21260"
"Leaver CS","2022","North West (England)","Other","EO","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","AA/AO","630","550","21150","21260"
"Leaver CS","2022","North West (England)","Unknown","EO","200","180","27240","27570"
"Leaver CS","2022","North West (England)","Unknown","G6/G7","70","70","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","SEO/HEO","170","140","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","AA/AO","60","60","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Other","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Overseas","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Human Resources","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Scotland","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Medicine","G6/G7","[c]","[c]","[c]","[c]"
