"Status","Year","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","AA/AO","130","130","21940","21170"
"Leaver Dept.","2022","Ministry of Defence","EO","230","220","25500","26670"
"Leaver Dept.","2022","Ministry of Defence","G6/G7","150","150","57150","57050"
"Leaver Dept.","2022","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","SEO/HEO","560","550","36710","37210"
"Leaver Dept.","2022","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","AA/AO","640","620","20830","20970"
"Leaver Dept.","2022","Ministry of Justice","EO","290","280","25280","25120"
"Leaver Dept.","2022","Ministry of Justice","G6/G7","130","120","57180","55670"
"Leaver Dept.","2022","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","SEO/HEO","530","530","35940","36020"
"Leaver Dept.","2022","Ministry of Justice","Unknown","140","130","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","SEO/HEO","130","130","33380","32040"
"Leaver Dept.","2022","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","AA/AO","320","320","20470","20120"
"New entrant CS","2021","Attorney General's Departments","EO","190","190","27170","26970"
"New entrant CS","2021","Attorney General's Departments","G6/G7","330","310","52770","50520"
"New entrant CS","2021","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","SEO/HEO","180","170","39570","40000"
"New entrant CS","2021","Cabinet Office","AA/AO","170","160","21600","20800"
"New entrant CS","2021","Cabinet Office","EO","260","260","26830","27500"
"New entrant CS","2021","Cabinet Office","G6/G7","260","250","62530","55000"
"New entrant CS","2021","Cabinet Office","SCS","180","180","84080","72000"
"New entrant CS","2021","Cabinet Office","SEO/HEO","880","870","30970","28000"
"New entrant CS","2021","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","AA/AO","250","240","21390","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","EO","410","410","25790","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","150","150","57070","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","680","670","35580","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","EO","80","80","27180","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","90","90","56040","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","220","220","35970","34020"
"New entrant CS","2021","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","EO","240","240","26010","25000"
"New entrant CS","2021","Department for Education","G6/G7","150","150","54630","53420"
"New entrant CS","2021","Department for Education","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","SEO/HEO","350","340","34540","36500"
"New entrant CS","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","330","320","21850","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","EO","380","380","25070","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","220","220","53780","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","660","650","33460","32560"
"New entrant CS","2021","Department for International Trade","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","70","70","25790","26250"
"New entrant CS","2021","Department for International Trade","G6/G7","50","50","55260","54000"
"New entrant CS","2021","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","210","210","33790","31800"
"New entrant CS","2021","Department for Transport","AA/AO","490","450","21640","21590"
"New entrant CS","2021","Department for Transport","EO","300","300","26970","26130"
"New entrant CS","2021","Department for Transport","G6/G7","130","130","58910","54650"
"New entrant CS","2021","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","SEO/HEO","480","480","35670","34710"
"New entrant CS","2021","Department for Work and Pensions","AA/AO","5570","5500","21600","21010"
"New entrant CS","2021","Department for Work and Pensions","EO","10960","10710","28570","27570"
"New entrant CS","2021","Department for Work and Pensions","G6/G7","180","170","58000","56000"
"New entrant CS","2021","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","460","450","35830","35310"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","450","400","20600","19630"
"New entrant CS","2021","Department of Health and Social Care","EO","600","570","25820","26880"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","520","490","56610","53360"
"New entrant CS","2021","Department of Health and Social Care","SCS","130","100","95110","88900"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","1620","1470","34650","32790"
"New entrant CS","2021","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","70","70","35030","32830"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","AA/AO","550","540","22520","22350"
"New entrant CS","2021","HM Land Registry","EO","50","50","27820","27130"
"New entrant CS","2021","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","60","60","39440","38550"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","3050","2960","20290","20140"
"New entrant CS","2021","HM Revenue and Customs","EO","1120","1110","25680","25560"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","130","130","58330","53100"
"New entrant CS","2021","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","760","760","33840","31810"
"New entrant CS","2021","HM Revenue and Customs","Unknown","330","320","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","90","80","25400","24300"
"New entrant CS","2021","HM Treasury","G6/G7","60","60","56120","55000"
"New entrant CS","2021","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","280","270","32290","32320"
"New entrant CS","2021","Home Office","AA/AO","600","590","21760","21430"
"New entrant CS","2021","Home Office","EO","860","850","26630","24880"
"New entrant CS","2021","Home Office","G6/G7","230","220","59700","57430"
"New entrant CS","2021","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","SEO/HEO","460","450","37740","36590"
"New entrant CS","2021","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","1530","1490","22020","20920"
"New entrant CS","2021","Ministry of Defence","EO","980","950","25200","26350"
"New entrant CS","2021","Ministry of Defence","G6/G7","250","230","62450","57000"
"New entrant CS","2021","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","1220","1190","35820","34000"
"New entrant CS","2021","Ministry of Defence","Unknown","240","230","35470","31000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","60","60","21620","21270"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","80","80","26780","27850"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","90","90","53000","53130"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","180","180","34720","33210"
"New entrant CS","2021","Ministry of Justice","AA/AO","5730","5610","22330","21980"
"New entrant CS","2021","Ministry of Justice","EO","520","510","24470","24620"
"New entrant CS","2021","Ministry of Justice","G6/G7","210","200","57730","56000"
"New entrant CS","2021","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","SEO/HEO","880","870","32800","30990"
"New entrant CS","2021","Ministry of Justice","Unknown","1440","1320","22940","22920"
"New entrant CS","2021","National Crime Agency","AA/AO","80","80","21890","20800"
"New entrant CS","2021","National Crime Agency","EO","670","660","30950","32260"
"New entrant CS","2021","National Crime Agency","G6/G7","50","40","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SEO/HEO","250","250","41940","40210"
"New entrant CS","2021","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","G6/G7","60","60","72610","75500"
"New entrant CS","2021","Office for Standards in Education","SEO/HEO","70","70","41900","42460"
"New entrant CS","2021","Office of Gas and Electricity Markets","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","EO","130","130","24900","25000"
"New entrant CS","2021","Office of Gas and Electricity Markets","G6/G7","50","50","61370","59500"
"New entrant CS","2021","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","SEO/HEO","90","90","36330","36000"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","EO","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","G6/G7","50","50","54970","55000"
"New entrant CS","2021","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","SEO/HEO","100","100","34220","34800"
"New entrant CS","2021","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","AA/AO","890","850","20980","20760"
"New entrant CS","2021","Scottish Government","EO","340","330","26510","26160"
"New entrant CS","2021","Scottish Government","G6/G7","230","220","55690","52480"
"New entrant CS","2021","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","SEO/HEO","600","580","35180","33550"
"New entrant CS","2021","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","AA/AO","160","140","19460","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","EO","180","170","23610","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","G6/G7","100","90","53380","52100"
"New entrant CS","2021","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","SEO/HEO","620","610","32980","32540"
"New entrant CS","2021","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","AA/AO","110","100","20560","20500"
"New entrant CS","2021","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","SEO/HEO","50","50","36460","39310"
"New entrant CS","2022","Attorney General's Departments","AA/AO","320","320","21410","21250"
"New entrant CS","2022","Attorney General's Departments","EO","260","260","26830","26950"
"New entrant CS","2022","Attorney General's Departments","G6/G7","290","270","52730","50500"
"New entrant CS","2022","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","180","170","38510","38000"
"New entrant CS","2022","Cabinet Office","AA/AO","150","150","20620","21050"
"New entrant CS","2022","Cabinet Office","EO","300","290","25670","25520"
"New entrant CS","2022","Cabinet Office","G6/G7","440","440","61710","60000"
"New entrant CS","2022","Cabinet Office","SCS","60","60","108230","105000"
"New entrant CS","2022","Cabinet Office","SEO/HEO","1020","1020","31130","28000"
"New entrant CS","2022","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","30","30","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","320","310","20590","20880"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","360","360","26310","24780"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","160","150","54330","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","610","600","36390","34000"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","100","100","26110","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","60","60","54380","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","230","230","34380","34020"
"New entrant CS","2022","Department for Education","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","EO","320","320","25610","25000"
"New entrant CS","2022","Department for Education","G6/G7","190","190","53500","49960"
"New entrant CS","2022","Department for Education","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","530","520","34040","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","780","750","21550","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","470","460","25620","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","440","430","52280","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","1230","1210","33730","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","160","160","26070","26250"
"New entrant CS","2022","Department for International Trade","G6/G7","70","60","55940","51710"
"New entrant CS","2022","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","210","210","34030","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","50","50","21400","21520"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","150","150","26750","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","130","130","51040","52100"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","350","340","34350","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","890","830","21280","21840"
"New entrant CS","2022","Department for Transport","EO","570","560","26680","26130"
"New entrant CS","2022","Department for Transport","G6/G7","250","240","56190","54110"
"New entrant CS","2022","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","520","520","36470","34710"
"New entrant CS","2022","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","4710","4610","21590","21260"
"New entrant CS","2022","Department for Work and Pensions","EO","4970","4840","28180","27570"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","250","240","56360","55000"
"New entrant CS","2022","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","640","630","36710","36040"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","320","270","21500","21240"
"New entrant CS","2022","Department of Health and Social Care","EO","760","640","25980","26880"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","570","500","56290","53360"
"New entrant CS","2022","Department of Health and Social Care","SCS","110","100","99720","90400"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","1540","1300","34750","32790"
"New entrant CS","2022","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS","[c]","[c]","[c]","[c]"
