"Status","Year","Function_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Northumberland and Tyne and Wear","110","100","26220","25560"
"In post","2021","Communications","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","70","60","33990","33000"
"In post","2021","Communications","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Cumbria","60","60","27940","25880"
"In post","2021","Communications","Declared non-disabled","Derbyshire and Nottinghamshire","240","230","31040","26700"
"In post","2021","Communications","Declared non-disabled","Devon","50","50","33640","32730"
"In post","2021","Communications","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","East Anglia","40","30","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","East Wales","490","470","29860","25560"
"In post","2021","Communications","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Eastern Scotland","100","90","33470","31810"
"In post","2021","Communications","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","37020","34290"
"In post","2021","Communications","Declared non-disabled","Greater Manchester","240","230","30370","27850"
"In post","2021","Communications","Declared non-disabled","Hampshire and Isle of Wight","120","110","33130","33000"
"In post","2021","Communications","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Inner London - East","150","140","47490","41670"
"In post","2021","Communications","Declared non-disabled","Inner London - West","1150","1120","47640","42910"
"In post","2021","Communications","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Merseyside","70","70","38510","35910"
"In post","2021","Communications","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Northumberland and Tyne and Wear","900","850","28680","25560"
"In post","2021","Communications","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Outer London - West and North West","140","130","25980","22480"
"In post","2021","Communications","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","South Yorkshire","30","30","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","West Central Scotland","40","30","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","West Midlands","130","130","34610","31810"
"In post","2021","Communications","Declared non-disabled","West Wales and The Valleys","60","60","30390","26780"
"In post","2021","Communications","Declared non-disabled","West Yorkshire","220","210","30600","25560"
"In post","2021","Communications","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Inner London - West","100","100","47570","42890"
"In post","2021","Communications","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Northumberland and Tyne and Wear","70","60","26490","25560"
"In post","2021","Communications","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Derbyshire and Nottinghamshire","190","190","27480","25560"
"In post","2021","Communications","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","East Wales","300","290","28220","25560"
"In post","2021","Communications","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Communications","Unknown","Greater Manchester","230","220","28280","25560"
"In post","2021","Communications","Unknown","Hampshire and Isle of Wight","50","50","31150","26780"
"In post","2021","Communications","Unknown","Inner London - East","60","60","45110","40170"
"In post","2021","Communications","Unknown","Inner London - West","640","630","44800","40650"
"In post","2021","Communications","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Northumberland and Tyne and Wear","440","420","27060","25560"
"In post","2021","Communications","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Communications","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","West Midlands","130","120","30720","25560"
"In post","2021","Communications","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","West Yorkshire","300","290","29580","25560"
"In post","2021","Counter Fraud","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","East Anglia","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","East Wales","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Greater Manchester","100","90","32600","31810"
"In post","2021","Counter Fraud","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Inner London - West","90","80","38930","36160"
"In post","2021","Counter Fraud","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Merseyside","50","40","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Northern Ireland","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Northumberland and Tyne and Wear","60","50","32340","31810"
