"Status","Year","Responsibility_level","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","West Yorkshire","Debt","100","90","26070","25560"
"In post","2021","EO","West Yorkshire","Digital, Data & Technology","110","100","26370","25560"
"In post","2021","EO","West Yorkshire","Finance","130","120","25370","25560"
"In post","2021","EO","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Yorkshire","Human Resources","40","40","[c]","[c]"
"In post","2021","EO","West Yorkshire","Legal","90","80","26670","26220"
"In post","2021","EO","West Yorkshire","No function","1090","1020","27680","26750"
"In post","2021","EO","West Yorkshire","Project Delivery","60","60","24940","25560"
"In post","2021","EO","West Yorkshire","Property","90","80","26000","25930"
"In post","2021","EO","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Yorkshire","Unknown","2670","2420","27160","27570"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Legal","80","70","59200","61360"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","No function","40","40","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Unknown","140","140","60870","57540"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Commercial","30","30","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","70","60","56510","53160"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Finance","40","40","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Legal","110","90","58690","57760"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","No function","230","220","59100","56500"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","90","90","59080","56540"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Property","40","40","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Unknown","60","50","70640","69160"
"In post","2021","G6/G7","Cheshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Digital, Data & Technology","60","60","51420","48990"
"In post","2021","G6/G7","Cheshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","No function","70","70","60380","57360"
"In post","2021","G6/G7","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","No function","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Counter Fraud","70","60","55790","52580"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Finance","50","40","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Human Resources","90","90","56190","52580"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Legal","130","110","55290","55610"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","No function","530","500","58980","53430"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Project Delivery","90","90","54930","52580"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Property","70","70","55420","54970"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Commercial","90","90","52060","48350"
"In post","2021","G6/G7","Devon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Digital, Data & Technology","280","260","53740","52460"
"In post","2021","G6/G7","Devon","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Legal","60","50","55900","55610"
"In post","2021","G6/G7","Devon","No function","100","90","57870","53430"
"In post","2021","G6/G7","Devon","Project Delivery","140","130","53420","49370"
"In post","2021","G6/G7","Devon","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Devon","Unknown","70","70","63210","60490"
"In post","2021","G6/G7","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","No function","40","40","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Project Delivery","30","30","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Dorset and Somerset","Unknown","30","30","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Analysis","70","70","51530","48080"
"In post","2021","G6/G7","East Anglia","Commercial","70","60","58720","55460"
"In post","2021","G6/G7","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Finance","30","30","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Legal","60","50","57080","55610"
"In post","2021","G6/G7","East Anglia","No function","270","260","62240","59080"
"In post","2021","G6/G7","East Anglia","Project Delivery","70","70","56400","54540"
"In post","2021","G6/G7","East Anglia","Property","40","40","[c]","[c]"
"In post","2021","G6/G7","East Anglia","Unknown","60","50","61890","54540"
"In post","2021","G6/G7","East Wales","Analysis","220","210","52400","50090"
"In post","2021","G6/G7","East Wales","Commercial","40","40","[c]","[c]"
"In post","2021","G6/G7","East Wales","Communications","30","30","[c]","[c]"
"In post","2021","G6/G7","East Wales","Counter Fraud","30","30","[c]","[c]"
"In post","2021","G6/G7","East Wales","Debt","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Wales","Digital, Data & Technology","240","240","55370","52580"
"In post","2021","G6/G7","East Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Wales","Human Resources","90","80","54890","52580"
"In post","2021","G6/G7","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Wales","Legal","160","150","55570","55610"
"In post","2021","G6/G7","East Wales","No function","650","620","58750","57920"
"In post","2021","G6/G7","East Wales","Project Delivery","120","120","54310","52580"
"In post","2021","G6/G7","East Wales","Property","30","30","[c]","[c]"
"In post","2021","G6/G7","East Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Wales","Unknown","750","720","61000","60830"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Legal","40","40","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Human Resources","30","30","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Legal","120","110","64050","64030"
"In post","2021","G6/G7","Eastern Scotland","No function","220","210","58820","53110"
"In post","2021","G6/G7","Eastern Scotland","Project Delivery","80","70","58090","56800"
"In post","2021","G6/G7","Eastern Scotland","Property","30","30","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Unknown","1970","1870","62390","61010"
"In post","2021","G6/G7","Essex","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Essex","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","G6/G7","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Essex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Essex","Legal","70","70","59710","60710"
"In post","2021","G6/G7","Essex","No function","60","50","59240","53360"
"In post","2021","G6/G7","Essex","Project Delivery","40","40","[c]","[c]"
"In post","2021","G6/G7","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Essex","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Essex","Unknown","30","30","[c]","[c]"
"In post","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","70","70","54690","56350"
