"Status","Year","Region_ITL2","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Female","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Female","EO","40","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Male","AA/AO","70","70","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Male","EO","70","70","29490","29930"
"Leaver CS","2021","Lincolnshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Female","AA/AO","230","170","20670","21010"
"Leaver CS","2021","Merseyside","Female","EO","120","90","26060","26890"
"Leaver CS","2021","Merseyside","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Female","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Merseyside","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Male","AA/AO","140","120","20510","21010"
"Leaver CS","2021","Merseyside","Male","EO","90","80","26060","26140"
"Leaver CS","2021","Merseyside","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Male","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Merseyside","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Male","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Female","AA/AO","60","50","20490","20920"
"Leaver CS","2021","North Yorkshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Male","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Male","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","AA/AO","60","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","EO","30","20","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Female","AA/AO","390","280","20490","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Female","EO","140","110","26850","27570"
"Leaver CS","2021","Northumberland and Tyne and Wear","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Female","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Male","AA/AO","230","200","20600","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Male","EO","100","90","26510","27570"
"Leaver CS","2021","Northumberland and Tyne and Wear","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Male","SEO/HEO","70","60","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Female","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Female","EO","50","40","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Male","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Male","EO","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Female","AA/AO","70","60","23530","25110"
"Leaver CS","2021","Outer London - South","Female","EO","80","60","29530","29370"
"Leaver CS","2021","Outer London - South","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Female","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Outer London - South","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Male","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","Male","EO","60","60","[c]","[c]"
"Leaver CS","2021","Outer London - South","Male","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - South","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Male","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Outer London - South","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Female","AA/AO","120","100","22650","23050"
"Leaver CS","2021","Outer London - West and North West","Female","EO","110","90","29490","31060"
"Leaver CS","2021","Outer London - West and North West","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Female","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Male","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Male","EO","90","80","28720","30100"
"Leaver CS","2021","Outer London - West and North West","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Male","SEO/HEO","60","50","38020","38410"
"Leaver CS","2021","Outer London - West and North West","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Female","SEO/HEO","60","50","35990","36960"
"Leaver CS","2021","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Male","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Female","AA/AO","140","120","20280","20500"
"Leaver CS","2021","Shropshire and Staffordshire","Female","EO","60","50","26920","27350"
"Leaver CS","2021","Shropshire and Staffordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Male","AA/AO","130","130","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Male","EO","50","50","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Male","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Female","AA/AO","170","140","20700","21010"
"Leaver CS","2021","South Yorkshire","Female","EO","110","80","26350","27400"
"Leaver CS","2021","South Yorkshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Female","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Male","AA/AO","120","110","20700","21010"
"Leaver CS","2021","South Yorkshire","Male","EO","50","40","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Female","AA/AO","80","60","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Female","EO","30","20","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Male","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Male","EO","40","30","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Female","AA/AO","160","140","21850","21010"
"Leaver CS","2021","Surrey, East and West Sussex","Female","EO","60","50","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Female","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Male","AA/AO","140","130","21940","21050"
"Leaver CS","2021","Surrey, East and West Sussex","Male","EO","60","50","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Female","AA/AO","240","190","20400","21010"
"Leaver CS","2021","Tees Valley and Durham","Female","EO","70","50","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Female","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Male","AA/AO","160","140","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Male","EO","30","20","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Male","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","220","220","[c]","[c]"
"Leaver CS","2021","Unknown","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","260","250","35470","32400"
"Leaver CS","2021","West Central Scotland","Female","AA/AO","190","150","21580","21010"
"Leaver CS","2021","West Central Scotland","Female","EO","100","80","27200","27570"
"Leaver CS","2021","West Central Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Female","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Male","AA/AO","140","120","23910","21010"
"Leaver CS","2021","West Central Scotland","Male","EO","90","80","29430","27570"
"Leaver CS","2021","West Central Scotland","Male","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Male","SEO/HEO","80","70","38900","38000"
"Leaver CS","2021","West Central Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","AA/AO","320","250","20180","20180"
"Leaver CS","2021","West Midlands","Female","EO","160","120","26610","27570"
"Leaver CS","2021","West Midlands","Female","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Female","SEO/HEO","120","110","37970","36950"
"Leaver CS","2021","West Midlands","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","AA/AO","180","160","20430","20650"
"Leaver CS","2021","West Midlands","Male","EO","80","70","26130","26120"
"Leaver CS","2021","West Midlands","Male","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Male","SEO/HEO","90","80","37360","36950"
"Leaver CS","2021","West Midlands","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","AA/AO","260","190","20530","21010"
"Leaver CS","2021","West Wales and The Valleys","Female","EO","60","50","27160","27570"
"Leaver CS","2021","West Wales and The Valleys","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","AA/AO","200","170","20610","21010"
"Leaver CS","2021","West Wales and The Valleys","Male","EO","100","90","28690","27570"
"Leaver CS","2021","West Wales and The Valleys","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","AA/AO","240","210","20110","20100"
"Leaver CS","2021","West Yorkshire","Female","EO","140","100","26790","27570"
"Leaver CS","2021","West Yorkshire","Female","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Female","SEO/HEO","100","80","36590","36330"
"Leaver CS","2021","West Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Male","AA/AO","190","180","20340","20780"
