"Status","Year","Ethnicity","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Digital, Data & Technology","70","70","44970","40600"
"In post","2022","Black","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Human Resources","50","40","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","No function","80","70","40310","34640"
"In post","2022","Black","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Companies House","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Criminal Injuries Compensation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Office and Procurator Fiscal Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Legal","370","350","40470","32430"
"In post","2022","Black","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Electronics and Components Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Project Delivery","170","160","33750","33490"
"In post","2022","Black","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","No function","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","300","300","40630","35710"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","No function","80","80","38340","34020"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
