"Status","Year","Function_of_post","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Operational Delivery","430","410","35430","33370"
"In post","2022","Project Delivery","30-39","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Other","690","650","33740","32120"
"In post","2022","Project Delivery","30-39","Policy","610","590","52660","53000"
"In post","2022","Project Delivery","30-39","Project Delivery","2970","2880","41840","40050"
"In post","2022","Project Delivery","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Science and Engineering","670","660","39670","39810"
"In post","2022","Project Delivery","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","30-39","Tax","140","140","35350","33370"
"In post","2022","Project Delivery","30-39","Unknown","100","90","49320","52080"
"In post","2022","Project Delivery","40-49","Commercial","190","180","42270","39440"
"In post","2022","Project Delivery","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Project Delivery","40-49","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Finance","60","60","47710","46000"
"In post","2022","Project Delivery","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Operational Delivery","440","410","39900","37500"
"In post","2022","Project Delivery","40-49","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Other","710","690","38890","33900"
"In post","2022","Project Delivery","40-49","Policy","540","520","57280","56660"
"In post","2022","Project Delivery","40-49","Project Delivery","3380","3250","45890","40670"
"In post","2022","Project Delivery","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Science and Engineering","540","540","45900","44000"
"In post","2022","Project Delivery","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","40-49","Tax","140","130","35760","33370"
"In post","2022","Project Delivery","40-49","Unknown","90","80","56840","49700"
"In post","2022","Project Delivery","50-59","Commercial","160","160","47040","42500"
"In post","2022","Project Delivery","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Project Delivery","50-59","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Finance","60","60","57700","56270"
"In post","2022","Project Delivery","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2022","Project Delivery","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Operational Delivery","580","560","38990","36110"
"In post","2022","Project Delivery","50-59","Other","1120","1090","37610","33100"
"In post","2022","Project Delivery","50-59","Policy","620","600","56050","57620"
"In post","2022","Project Delivery","50-59","Project Delivery","3920","3800","46410","41380"
"In post","2022","Project Delivery","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Science and Engineering","900","890","45080","43030"
"In post","2022","Project Delivery","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","50-59","Tax","230","210","35580","33440"
"In post","2022","Project Delivery","50-59","Unknown","90","90","74980","62120"
"In post","2022","Project Delivery","60-64","Commercial","40","40","[c]","[c]"
"In post","2022","Project Delivery","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Operational Delivery","120","110","36650","32710"
"In post","2022","Project Delivery","60-64","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Other","340","310","36260","31900"
"In post","2022","Project Delivery","60-64","Policy","130","110","55900","55210"
"In post","2022","Project Delivery","60-64","Project Delivery","870","740","42770","40580"
"In post","2022","Project Delivery","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","60-64","Science and Engineering","320","290","41850","41750"
"In post","2022","Project Delivery","60-64","Tax","70","50","35240","33440"
"In post","2022","Project Delivery","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Project Delivery","65+","Other","100","80","31970","29700"
"In post","2022","Project Delivery","65+","Policy","30","20","[c]","[c]"
"In post","2022","Project Delivery","65+","Project Delivery","210","170","41940","40520"
"In post","2022","Project Delivery","65+","Property","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Science and Engineering","110","90","41700","40920"
"In post","2022","Project Delivery","65+","Security","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","16-19","Property","30","30","[c]","[c]"
"In post","2022","Property","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","20-29","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","20-29","Operational Delivery","210","200","24110","22010"
"In post","2022","Property","20-29","Other","50","50","25870","24100"
"In post","2022","Property","20-29","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Property","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","20-29","Property","820","800","30040","28500"
"In post","2022","Property","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Operational Delivery","270","260","28950","22130"
"In post","2022","Property","30-39","Other","90","90","29880","29890"
"In post","2022","Property","30-39","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Property","1070","1040","37640","33740"
"In post","2022","Property","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","30-39","Unknown","40","30","[c]","[c]"
"In post","2022","Property","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Operational Delivery","300","280","31180","26030"
"In post","2022","Property","40-49","Other","80","80","30820","27190"
"In post","2022","Property","40-49","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Property","1620","1560","39850","36500"
"In post","2022","Property","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","40-49","Unknown","30","30","[c]","[c]"
"In post","2022","Property","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Operational Delivery","380","360","32650","26030"
"In post","2022","Property","50-59","Other","170","170","30360","27150"
"In post","2022","Property","50-59","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Property","2640","2560","40070","36030"
"In post","2022","Property","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","50-59","Unknown","30","30","[c]","[c]"
"In post","2022","Property","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Property","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Property","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Property","60-64","Operational Delivery","100","90","27300","22130"
"In post","2022","Property","60-64","Other","80","80","26960","25090"
"In post","2022","Property","60-64","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Property","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","60-64","Property","870","780","37720","34000"
"In post","2022","Property","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2022","Property","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Property","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","65+","Other","40","40","[c]","[c]"
"In post","2022","Property","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Property","65+","Property","310","270","33830","32240"
