"Status","Year","Region_ITL1","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North West (England)","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2480","2460","25370","27570"
"New entrant CS","2021","North West (England)","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Health and Safety Executive","Department for Work and Pensions","80","80","29690","26370"
"New entrant CS","2021","North West (England)","HM Courts and Tribunals Service","Ministry of Justice","230","230","20400","19930"
"New entrant CS","2021","North West (England)","HM Land Registry","HM Land Registry","90","90","24800","22350"
"New entrant CS","2021","North West (England)","HM Prison and Probation Service","Ministry of Justice","520","500","22800","22850"
"New entrant CS","2021","North West (England)","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","920","900","24530","20140"
"New entrant CS","2021","North West (England)","Home Office (incl. agencies)","Home Office","320","310","28530","24880"
"New entrant CS","2021","North West (England)","Insolvency Service","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Defence (excl. agencies)","Ministry of Defence","130","130","25080","20920"
"New entrant CS","2021","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","National Crime Agency","National Crime Agency","230","220","31940","30640"
"New entrant CS","2021","North West (England)","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","50","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Public Health England","Department of Health and Social Care","190","170","28150","23140"
"New entrant CS","2021","North West (England)","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","230","220","21870","20140"
"New entrant CS","2021","Northern Ireland","Home Office (incl. agencies)","Home Office","50","50","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ministry of Defence (excl. agencies)","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Ministry of Defence (excl. agencies)","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Overseas","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Crown Office and Procurator Fiscal Service","Scottish Government","150","140","25090","20760"
"New entrant CS","2021","Scotland","Defence Equipment and Support","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1000","990","24800","27570"
"New entrant CS","2021","Scotland","Disclosure Scotland","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2021","Scotland","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Food Standards Scotland","Scottish Government","50","50","31310","30650"
"New entrant CS","2021","Scotland","Forestry and Land Scotland","Scottish Government","100","90","27350","25140"
"New entrant CS","2021","Scotland","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","700","680","21650","20140"
"New entrant CS","2021","Scotland","Home Office (incl. agencies)","Home Office","60","60","24750","24880"
"New entrant CS","2021","Scotland","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","Ministry of Defence","220","210","26030","20920"
"New entrant CS","2021","Scotland","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Records of Scotland","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","170","170","29640","23450"
"New entrant CS","2021","Scotland","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Courts and Tribunals Service","Scottish Government","100","100","23200","20850"
"New entrant CS","2021","Scotland","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","Scottish Government","790","770","37270","30650"
"New entrant CS","2021","Scotland","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Prison Service","Scottish Government","280","270","22010","20810"
"New entrant CS","2021","Scotland","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Social Security Scotland","Scottish Government","390","380","25920","20060"
"New entrant CS","2021","Scotland","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Transport Scotland","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","130","120","26650","24370"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","Cabinet Office","40","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Crown Prosecution Service","Attorney General's Departments","120","120","32900","26970"
"New entrant CS","2021","South East (England)","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","Ministry of Defence","60","50","31320","28650"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2020","1980","26920","27570"
"New entrant CS","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Courts and Tribunals Service","Ministry of Justice","180","170","20480","19930"
"New entrant CS","2021","South East (England)","HM Prison and Probation Service","Ministry of Justice","980","940","24710","24020"
"New entrant CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","110","110","23940","20140"
"New entrant CS","2021","South East (England)","Home Office (incl. agencies)","Home Office","270","260","25070","24880"
"New entrant CS","2021","South East (England)","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Maritime and Coastguard Agency","Department for Transport","160","150","33150","30730"
"New entrant CS","2021","South East (England)","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence (excl. agencies)","Ministry of Defence","840","820","30560","26350"
"New entrant CS","2021","South East (England)","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","National Crime Agency","National Crime Agency","70","70","31810","32770"
"New entrant CS","2021","South East (England)","Public Health England","Department of Health and Social Care","110","90","35380","30460"
"New entrant CS","2021","South East (England)","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","United Kingdom Statistics Authority","350","330","28970","29540"
"New entrant CS","2021","South East (England)","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","80","80","23500","21050"
"New entrant CS","2021","South West (England)","Cabinet Office (excl. agencies)","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Crown Prosecution Service","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Defence Equipment and Support","Ministry of Defence","620","600","32700","29000"
"New entrant CS","2021","South West (England)","Defence Science and Technology Laboratory","Ministry of Defence","160","160","32510","28650"
"New entrant CS","2021","South West (England)","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","170","170","35010","30320"
"New entrant CS","2021","South West (England)","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1140","1100","25630","27570"
"New entrant CS","2021","South West (England)","Driver and Vehicle Standards Agency","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Courts and Tribunals Service","Ministry of Justice","110","100","19740","18880"
"New entrant CS","2021","South West (England)","HM Land Registry","HM Land Registry","170","160","27460","22350"
"New entrant CS","2021","South West (England)","HM Prison and Probation Service","Ministry of Justice","460","440","22800","22850"
"New entrant CS","2021","South West (England)","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","100","90","29800","25560"
"New entrant CS","2021","South West (England)","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Met Office","Department for Business, Energy and Industrial Strategy","130","120","33950","30930"
"New entrant CS","2021","South West (England)","Ministry of Defence (excl. agencies)","Ministry of Defence","650","630","28870","26350"
"New entrant CS","2021","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","National Crime Agency","National Crime Agency","130","120","32740","32770"
"New entrant CS","2021","South West (England)","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Planning Inspectorate","Ministry of Housing, Communities and Local Government","100","90","30370","26050"
"New entrant CS","2021","South West (England)","Public Health England","Department of Health and Social Care","370","320","31700","28590"
"New entrant CS","2021","South West (England)","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Submarine Delivery Agency","Ministry of Defence","150","150","34080","29750"
"New entrant CS","2021","South West (England)","UK Hydrographic Office","Ministry of Defence","70","70","28000","20820"
"New entrant CS","2021","South West (England)","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Valuation Office Agency","HM Revenue and Customs","60","60","22470","20880"
"New entrant CS","2021","South West (England)","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","220","220","36740","28000"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","320","310","28900","27570"
"New entrant CS","2021","Unknown","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","320","310","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","50","50","21710","21050"
"New entrant CS","2021","Wales","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Companies House","Department for Business, Energy and Industrial Strategy","60","60","37150","36070"
"New entrant CS","2021","Wales","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","610","600","24540","27570"
"New entrant CS","2021","Wales","Driver and Vehicle Licensing Agency","Department for Transport","340","310","23790","21590"
"New entrant CS","2021","Wales","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","HM Courts and Tribunals Service","Ministry of Justice","110","110","19500","18880"
"New entrant CS","2021","Wales","HM Land Registry","HM Land Registry","60","60","23400","22350"
"New entrant CS","2021","Wales","HM Prison and Probation Service","Ministry of Justice","300","300","22620","22850"
"New entrant CS","2021","Wales","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","320","300","21860","20140"
"New entrant CS","2021","Wales","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Ministry of Defence (excl. agencies)","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","180","180","28520","23320"
"New entrant CS","2021","Wales","United Kingdom Statistics Authority","United Kingdom Statistics Authority","440","430","30470","29540"
"New entrant CS","2021","Wales","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Welsh Government (excl. agencies)","Welsh Government","200","180","27640","20500"
"New entrant CS","2021","Wales","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Crown Commercial Service","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Crown Prosecution Service","Attorney General's Departments","60","60","35970","38000"
"New entrant CS","2021","West Midlands (England)","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Education (excl. agencies)","Department for Education","60","60","33630","29360"
"New entrant CS","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Transport (excl. agencies)","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1020","990","26060","27570"
"New entrant CS","2021","West Midlands (England)","Driver and Vehicle Standards Agency","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Education and Skills Funding Agency","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","HM Courts and Tribunals Service","Ministry of Justice","320","300","20840","18880"
"New entrant CS","2021","West Midlands (England)","HM Land Registry","HM Land Registry","80","80","24700","22350"
"New entrant CS","2021","West Midlands (England)","HM Prison and Probation Service","Ministry of Justice","580","550","22820","22850"
"New entrant CS","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","340","340","26380","20140"
"New entrant CS","2021","West Midlands (England)","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","Ministry of Defence","170","160","30650","26350"
"New entrant CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","National Crime Agency","National Crime Agency","100","100","33280","32770"
"New entrant CS","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Public Health England","Department of Health and Social Care","120","100","31360","27780"
"New entrant CS","2021","West Midlands (England)","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
