"Status","Year","Organisation","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Office for Budget Responsibility","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","No function","90","80","54440","51360"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","No function","60","60","43570","34850"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Declared non-disabled","No function","470","430","39710","32650"
"Leaver CS","2021","Public Health England","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Undeclared","No function","80","60","34690","33000"
"Leaver CS","2021","Public Health England","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Unknown","No function","120","110","47620","39240"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","Unknown","150","150","35020","32400"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
