"Status","Year","Profession_of_post","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other","London","Attorney General's Departments","420","400","32540","27580"
"In post","2021","Other","London","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Other","London","Chancellor's other departments","250","240","64530","56030"
"In post","2021","Other","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Department for Digital, Culture, Media and Sport","90","90","40850","34330"
"In post","2021","Other","London","Department for International Trade","180","180","39630","32120"
"In post","2021","Other","London","Department for Transport","290","270","36800","32740"
"In post","2021","Other","London","Department of Health and Social Care","300","290","49860","45900"
"In post","2021","Other","London","Foreign, Commonwealth and Development Office","140","140","66780","67370"
"In post","2021","Other","London","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","HM Revenue and Customs","110","100","43760","39800"
"In post","2021","Other","London","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Home Office","1170","1110","38240","35070"
"In post","2021","Other","London","Ministry of Defence","660","640","26580","24590"
"In post","2021","Other","London","Ministry of Justice","70","70","35640","33520"
"In post","2021","Other","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Office for Standards in Education","40","30","[c]","[c]"
"In post","2021","Other","London","Office of Gas and Electricity Markets","310","300","51440","47180"
"In post","2021","Other","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","The National Archives","80","80","43040","35000"
"In post","2021","Other","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","HM Revenue and Customs","50","50","[c]","[c]"
"In post","2021","Other","North East (England)","Home Office","40","40","[c]","[c]"
"In post","2021","Other","North East (England)","Ministry of Defence","110","110","22150","21090"
"In post","2021","Other","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Other","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Other","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Other","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Other","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Other","North West (England)","HM Revenue and Customs","90","80","43980","38630"
"In post","2021","Other","North West (England)","Home Office","240","220","28960","25310"
"In post","2021","Other","North West (England)","Ministry of Defence","400","380","23010","21280"
"In post","2021","Other","North West (England)","Office for Standards in Education","70","70","26540","25880"
"In post","2021","Other","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland","Ministry of Defence","280","270","21980","21670"
"In post","2021","Other","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","Foreign, Commonwealth and Development Office","110","110","67590","67370"
"In post","2021","Other","Overseas","Ministry of Defence","270","270","43700","41600"
"In post","2021","Other","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scotland","HM Revenue and Customs","60","50","37790","31810"
"In post","2021","Other","Scotland","Home Office","30","30","[c]","[c]"
"In post","2021","Other","Scotland","Ministry of Defence","990","950","24930","21130"
"In post","2021","Other","Scotland","Office of Gas and Electricity Markets","220","220","33940","30950"
"In post","2021","Other","Scotland","Scottish Government","670","610","31640","28870"
"In post","2021","Other","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Other","South East (England)","Department for Transport","120","110","58030","75230"
"In post","2021","Other","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","South East (England)","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2021","Other","South East (England)","Home Office","40","30","[c]","[c]"
"In post","2021","Other","South East (England)","Ministry of Defence","2640","2560","26530","22080"
"In post","2021","Other","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West (England)","Ministry of Defence","4360","4160","30230","26670"
"In post","2021","Other","South West (England)","Office for Standards in Education","70","60","27120","25880"
"In post","2021","Other","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Ministry of Defence","1860","1860","37500","34160"
"In post","2021","Other","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wales","Department for Transport","60","60","33960","31860"
"In post","2021","Other","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wales","Ministry of Defence","360","340","23290","21130"
"In post","2021","Other","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wales","Welsh Government","610","580","42670","37410"
"In post","2021","Other","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","Home Office","50","40","[c]","[c]"
"In post","2021","Other","West Midlands (England)","Ministry of Defence","1050","1010","25420","21580"
"In post","2021","Other","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","HM Revenue and Customs","50","50","39330","31810"
"In post","2021","Other","Yorkshire and The Humber","Home Office","130","120","30900","30820"
