"Status","Year","Ethnicity","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Female","Department for International Trade","680","670","47930","51710"
"In post","2022","White","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","1110","1060","46520","48000"
"In post","2022","White","Female","Department for Transport (excl. agencies)","940","890","48860","46710"
"In post","2022","White","Female","Department for Work and Pensions (excl. agencies)","44570","38250","27360","27570"
"In post","2022","White","Female","Department of Health and Social Care (excl. agencies)","1420","1360","48660","49530"
"In post","2022","White","Female","Disclosure Scotland","120","120","31000","25930"
"In post","2022","White","Female","Driver and Vehicle Licensing Agency","3200","2650","24630","21840"
"In post","2022","White","Female","Driver and Vehicle Standards Agency","1020","920","29530","26780"
"In post","2022","White","Female","Education and Skills Funding Agency","760","720","41270","36960"
"In post","2022","White","Female","Education Scotland","170","160","58780","65280"
"In post","2022","White","Female","Estyn","60","60","55560","65710"
"In post","2022","White","Female","FCDO Services","240","230","39390","34070"
"In post","2022","White","Female","Food Standards Agency","530","510","39400","37350"
"In post","2022","White","Female","Food Standards Scotland","90","90","35910","31540"
"In post","2022","White","Female","Foreign, Commonwealth and Development Office (excl. agencies)","2370","2290","49410","48500"
"In post","2022","White","Female","Forestry and Land Scotland","310","300","32820","31060"
"In post","2022","White","Female","Government Actuary's Department","50","40","71460","71220"
"In post","2022","White","Female","Government Internal Audit Agency","180","170","46910","43570"
"In post","2022","White","Female","Government Legal Department","1030","920","55410","51940"
"In post","2022","White","Female","Government Property Agency","100","100","48860","49700"
"In post","2022","White","Female","Health and Safety Executive","1110","1020","38290","34880"
"In post","2022","White","Female","HM Courts and Tribunals Service","7780","6760","26370","21490"
"In post","2022","White","Female","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","HM Land Registry","3100","2720","31010","27130"
"In post","2022","White","Female","HM Prison and Probation Service","24310","22600","29880","27380"
"In post","2022","White","Female","HM Revenue and Customs (excl. agencies)","22910","20340","33110","28920"
"In post","2022","White","Female","HM Treasury (excl. agencies)","760","730","46750","42890"
"In post","2022","White","Female","Home Office","11720","10580","31900","26480"
"In post","2022","White","Female","Institute for Apprenticeships and Technical Education","100","100","49640","49960"
"In post","2022","White","Female","Intellectual Property Office","610","560","35060","30770"
"In post","2022","White","Female","Legal Aid Agency","510","460","29640","25120"
"In post","2022","White","Female","Maritime and Coastguard Agency","360","340","33820","31040"
"In post","2022","White","Female","Medicines and Healthcare Products Regulatory Agency","400","380","52710","53100"
"In post","2022","White","Female","Met Office","740","680","38340","38200"
"In post","2022","White","Female","Ministry of Defence (excl. agencies)","13530","12780","31460","26670"
"In post","2022","White","Female","Ministry of Justice (excl. agencies)","2150","2070","42660","41100"
"In post","2022","White","Female","National Crime Agency","1890","1810","38430","36630"
"In post","2022","White","Female","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","National Records of Scotland","190","170","37570","34600"
"In post","2022","White","Female","National Savings and Investments","60","60","49240","43530"
"In post","2022","White","Female","Northern Ireland Office","70","70","45570","37680"
"In post","2022","White","Female","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Office for Standards in Education, Children's Services and Skills","1050","1000","50510","51360"
"In post","2022","White","Female","Office of Gas and Electricity Markets","430","410","42750","36590"
"In post","2022","White","Female","Office of Qualifications and Examinations Regulation","140","130","44460","40000"
"In post","2022","White","Female","Office of Rail and Road","100","90","51570","51310"
"In post","2022","White","Female","Office of the Public Guardian","330","290","26030","25120"
"In post","2022","White","Female","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","40","40","[c]","[c]"
"In post","2022","White","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Planning Inspectorate","290","260","41320","40720"
"In post","2022","White","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Registers of Scotland","490","450","34070","30840"
"In post","2022","White","Female","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Rural Payments Agency","890","760","26710","24920"
"In post","2022","White","Female","Scottish Courts and Tribunals Service","340","310","30030","24600"
"In post","2022","White","Female","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Scottish Forestry","100","90","31950","30020"
"In post","2022","White","Female","Scottish Government (excl. agencies)","3850","3620","44470","39660"
"In post","2022","White","Female","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Scottish Prison Service","520","490","33810","35000"
"In post","2022","White","Female","Scottish Public Pensions Agency","110","100","30520","27230"
"In post","2022","White","Female","Serious Fraud Office","110","100","46160","40610"
"In post","2022","White","Female","Social Security Scotland","1000","960","31330","27230"
"In post","2022","White","Female","Standards and Testing Agency","60","50","42580","41990"
"In post","2022","White","Female","Student Awards Agency for Scotland","60","60","33330","29510"
"In post","2022","White","Female","Submarine Delivery Agency","520","490","38080","34850"
"In post","2022","White","Female","Teaching Regulation Agency","30","30","[c]","[c]"
"In post","2022","White","Female","The Insolvency Service","550","520","33700","31000"
"In post","2022","White","Female","The National Archives","190","180","36560","34260"
"In post","2022","White","Female","Transport Scotland","180","170","43090","39660"
"In post","2022","White","Female","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","UK Export Finance","120","120","51020","47230"
"In post","2022","White","Female","UK Health Security Agency","2490","2250","40650","36330"
"In post","2022","White","Female","UK Hydrographic Office","220","210","34720","33290"
"In post","2022","White","Female","UK Space Agency","70","70","45080","40220"
"In post","2022","White","Female","UK Statistics Authority","2650","2330","33350","30710"
"In post","2022","White","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Valuation Office Agency","1250","1140","34460","31000"
"In post","2022","White","Female","Vehicle Certification Agency","60","60","29370","26980"
"In post","2022","White","Female","Veterinary Medicines Directorate","80","80","37850","35030"
"In post","2022","White","Female","Water Services Regulation Authority","100","90","58280","51630"
"In post","2022","White","Female","Welsh Government (excl. agencies)","3260","3010","40820","38160"
"In post","2022","White","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Wilton Park","70","60","35650","30700"
"In post","2022","White","Male","Accountant in Bankruptcy","40","30","[c]","[c]"
"In post","2022","White","Male","Advisory, Conciliation and Arbitration Service","290","270","35980","34500"
"In post","2022","White","Male","Animal and Plant Health Agency","920","890","32170","29180"
"In post","2022","White","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","White","Male","Cabinet Office (excl. agencies)","2090","2070","51180","49700"
"In post","2022","White","Male","Centre for Environment, Fisheries and Aquaculture Science","300","290","35840","30660"
