"Status","Year","Region_ITL2","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Department for Work and Pensions","300","270","26340","27570"
"In post","2021","Cornwall and Isles of Scilly","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Ministry of Defence","210","210","25060","21580"
"In post","2021","Cornwall and Isles of Scilly","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","50-59","Ministry of Justice","50","50","26420","22260"
"In post","2021","Cornwall and Isles of Scilly","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Department for Work and Pensions","90","70","25310","27570"
"In post","2021","Cornwall and Isles of Scilly","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Ministry of Defence","80","70","25010","21950"
"In post","2021","Cornwall and Isles of Scilly","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Department for Environment, Food and Rural Affairs","120","120","21790","21050"
"In post","2021","Cumbria","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Ministry of Defence","50","50","[c]","[c]"
"In post","2021","Cumbria","20-29","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Cumbria","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Department for Environment, Food and Rural Affairs","180","160","24760","21050"
"In post","2021","Cumbria","30-39","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Cumbria","30-39","Ministry of Defence","60","60","36300","39070"
"In post","2021","Cumbria","30-39","Ministry of Justice","80","70","26690","24620"
"In post","2021","Cumbria","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Department for Environment, Food and Rural Affairs","360","310","26900","24920"
"In post","2021","Cumbria","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Department for Work and Pensions","80","70","26300","27570"
"In post","2021","Cumbria","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Ministry of Defence","80","80","36720","37500"
"In post","2021","Cumbria","40-49","Ministry of Justice","90","90","28120","26300"
"In post","2021","Cumbria","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Department for Environment, Food and Rural Affairs","250","240","27720","21400"
"In post","2021","Cumbria","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Department for Work and Pensions","110","100","27720","27570"
"In post","2021","Cumbria","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Ministry of Defence","140","140","33010","27320"
"In post","2021","Cumbria","50-59","Ministry of Justice","140","130","28840","26810"
"In post","2021","Cumbria","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Department for Environment, Food and Rural Affairs","70","60","25100","21050"
"In post","2021","Cumbria","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Cumbria","60-64","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","Cumbria","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Attorney General's Departments","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Department for Education","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Department for Transport","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Department for Work and Pensions","240","230","25860","27570"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","HM Land Registry","110","100","26370","22350"
"In post","2021","Derbyshire and Nottinghamshire","20-29","HM Revenue and Customs","640","620","27740","25560"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Ministry of Justice","660","640","23670","23970"
"In post","2021","Derbyshire and Nottinghamshire","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Attorney General's Departments","60","60","38210","39330"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Department for Education","90","80","40560","36960"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Department for Transport","70","70","33870","31380"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Department for Work and Pensions","420","380","27210","27570"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","HM Land Registry","60","60","30940","27130"
"In post","2021","Derbyshire and Nottinghamshire","30-39","HM Revenue and Customs","730","700","31740","31810"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Ministry of Justice","850","790","27000","25380"
"In post","2021","Derbyshire and Nottinghamshire","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Attorney General's Departments","70","60","40920","38660"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Department for Education","100","100","42950","40300"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Department for Environment, Food and Rural Affairs","50","50","32360","29690"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Department for Transport","130","120","37110","32320"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Department for Work and Pensions","670","600","28670","27570"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Department of Health and Social Care","50","50","43050","37460"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","HM Land Registry","120","100","36670","33840"
"In post","2021","Derbyshire and Nottinghamshire","40-49","HM Revenue and Customs","810","770","34170","31810"
"In post","2021","Derbyshire and Nottinghamshire","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Ministry of Defence","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Ministry of Justice","720","670","29270","26700"
"In post","2021","Derbyshire and Nottinghamshire","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Office for Standards in Education","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Attorney General's Departments","80","80","43550","48080"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Department for Education","60","60","47520","44380"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Department for Environment, Food and Rural Affairs","50","50","34830","30240"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Department for Transport","150","140","37150","32180"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Department for Work and Pensions","1020","920","29500","27570"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Department of Health and Social Care","60","50","52120","42400"
