"Status","Year","Function_of_post","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Project Delivery","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cheshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cumbria","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cumbria","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cumbria","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cumbria","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cumbria","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cumbria","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Devon","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Devon","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Devon","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Devon","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Devon","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Anglia","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Anglia","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Anglia","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Anglia","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Anglia","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Wales","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Wales","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Wales","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Wales","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Essex","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Essex","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","50","50","17810","17140"
"New entrant CS","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","330","330","26710","25030"
"New entrant CS","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","200","190","35940","34000"
"New entrant CS","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","140","130","37390","36350"
"New entrant CS","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","130","120","40840","40000"
"New entrant CS","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Greater Manchester","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Greater Manchester","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Greater Manchester","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Hampshire and Isle of Wight","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Hampshire and Isle of Wight","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Hampshire and Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - East","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - East","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - West","20-29","70","70","36610","34710"
"New entrant CS","2022","Project Delivery","Inner London - West","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - West","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - West","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lancashire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lancashire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lancashire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Merseyside","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Merseyside","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Merseyside","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Merseyside","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Merseyside","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northumberland, and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northumberland, and Tyne and Wear","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northumberland, and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northumberland, and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northumberland, and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outer London - South","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outer London - South","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outer London - South","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outer London - South","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outer London - West and North West","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outer London - West and North West","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Shropshire and Staffordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Shropshire and Staffordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Shropshire and Staffordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Shropshire and Staffordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Shropshire and Staffordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
