"Status","Year","Sex","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Tees Valley and Durham","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","West Central Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","West Midlands","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","West Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","East Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","24540","25670"
"Leaver Dept.","2021","Male","EO","Greater Manchester","70","70","26530","27570"
"Leaver Dept.","2021","Male","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Inner London - West","230","210","28060","27680"
"Leaver Dept.","2021","Male","EO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Merseyside","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Outer London - South","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","West Central Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","EO","West Midlands","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","EO","West Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","East Wales","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","53380","52090"
"Leaver Dept.","2021","Male","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Inner London - East","70","70","60070","58260"
"Leaver Dept.","2021","Male","G6/G7","Inner London - West","670","610","57320","54900"
"Leaver Dept.","2021","Male","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Inner London - West","100","80","91390","82000"
"Leaver Dept.","2021","Male","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","East Wales","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","170","170","33290","32720"
"Leaver Dept.","2021","Male","SEO/HEO","Greater Manchester","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Inner London - East","80","80","39230","38550"
"Leaver Dept.","2021","Male","SEO/HEO","Inner London - West","940","860","36390","35050"
"Leaver Dept.","2021","Male","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Northumberland and Tyne and Wear","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Outer London - South","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Unknown","250","250","31770","32000"
"Leaver Dept.","2021","Male","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","West Midlands","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","West Yorkshire","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","50","30","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Derbyshire and Nottinghamshire","70","70","20590","20970"
"Leaver Dept.","2022","Female","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","East Anglia","60","50","21490","21820"
"Leaver Dept.","2022","Female","AA/AO","East Wales","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Eastern Scotland","130","120","21530","21260"
"Leaver Dept.","2022","Female","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","20800","19940"
"Leaver Dept.","2022","Female","AA/AO","Greater Manchester","140","130","20600","20400"
"Leaver Dept.","2022","Female","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Inner London - East","70","60","22490","22350"
"Leaver Dept.","2022","Female","AA/AO","Inner London - West","100","90","23800","23720"
"Leaver Dept.","2022","Female","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Lancashire","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Merseyside","100","90","21110","21260"
"Leaver Dept.","2022","Female","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Northumberland, and Tyne and Wear","170","150","21070","21260"
"Leaver Dept.","2022","Female","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Outer London - West and North West","140","110","23380","23780"
"Leaver Dept.","2022","Female","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Tees Valley and Durham","60","50","[c]","[c]"
