"Status","Year","Profession_of_post","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","40-49","West Midlands","30","30","[c]","[c]"
"In post","2021","Communications","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Communications","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","East Wales","40","40","[c]","[c]"
"In post","2021","Communications","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","39600","35480"
"In post","2021","Communications","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Hampshire and Isle of Wight","60","60","33070","29840"
"In post","2021","Communications","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Inner London - East","40","40","[c]","[c]"
"In post","2021","Communications","50-59","Inner London - West","220","210","50940","46710"
"In post","2021","Communications","50-59","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Inner London - West","30","30","[c]","[c]"
"In post","2021","Communications","60-64","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","20-29","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","30-39","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","40-49","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","50-59","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","60-64","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","65+","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Inner London - West","50","50","32460","33100"
"In post","2021","Counter Fraud","20-29","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Inner London - West","100","100","41660","40000"
"In post","2021","Counter Fraud","30-39","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
