"Status","Year","Region_ITL1","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","Policy","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","HM Revenue and Customs (excl. agencies)","690","660","41110","38630"
"In post","2021","North East (England)","Project Delivery","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Rural Payments Agency","40","40","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","Department for Education (excl. agencies)","60","60","38730","36500"
"In post","2021","North East (England)","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","North East (England)","Property","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Property","Valuation Office Agency","130","110","35010","31100"
"In post","2021","North East (England)","Psychology","HM Prison and Probation Service","90","90","37800","38150"
"In post","2021","North East (England)","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Science and Engineering","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","HM Prison and Probation Service","50","50","[c]","[c]"
"In post","2021","North East (England)","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Social Research","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tax","HM Revenue and Customs (excl. agencies)","2160","2060","29010","25560"
"In post","2021","North East (England)","Unknown","Cabinet Office (excl. agencies)","410","390","29410","24570"
"In post","2021","North East (England)","Unknown","Department for Work and Pensions (excl. agencies)","9550","8460","27110","27570"
"In post","2021","North East (England)","Unknown","HM Revenue and Customs (excl. agencies)","670","640","26620","25560"
"In post","2021","North East (England)","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Crown Commercial Service","190","180","33650","34800"
"In post","2021","North West (England)","Commercial","Department for Education (excl. agencies)","60","60","38360","36780"
"In post","2021","North West (England)","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","North West (England)","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","HM Prison and Probation Service","70","70","50940","48580"
"In post","2021","North West (England)","Commercial","HM Revenue and Customs (excl. agencies)","50","50","38760","38630"
"In post","2021","North West (England)","Commercial","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2021","North West (England)","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Health and Safety Executive","30","30","[c]","[c]"
"In post","2021","North West (England)","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","Public Health England","[c]","[c]","[c]","[c]"
