"Status","Year","Ethnicity","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Asian","Declared non-disabled","Leicester","110","110","23230","21010"
"New entrant CS","2021","Asian","Declared non-disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Manchester","90","90","29940","27570"
"New entrant CS","2021","Asian","Declared non-disabled","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Nottingham","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Redbridge and Waltham Forest","90","80","29610","31060"
"New entrant CS","2021","Asian","Declared non-disabled","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Tower Hamlets","140","140","37640","31060"
"New entrant CS","2021","Asian","Declared non-disabled","Tyneside","60","60","26550","21010"
"New entrant CS","2021","Asian","Declared non-disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","West Surrey","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Westminster","440","440","36530","32560"
"New entrant CS","2021","Asian","Declared non-disabled","Wiltshire","40","30","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Declared non-disabled","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Westminster","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Undeclared","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Birmingham","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Tower Hamlets","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Westminster","120","110","34230","32540"
"New entrant CS","2021","Asian","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
