"Status","Year","Organisation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Competition and Markets Authority","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","G6/G7","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","G6/G7","60","60","64690","61250"
"In post","2022","Competition and Markets Authority","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","G6/G7","90","90","67310","71370"
"In post","2022","Competition and Markets Authority","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","EO","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","G6/G7","180","170","66280","62980"
"In post","2022","Competition and Markets Authority","Project Delivery","SCS","70","60","108750","99920"
"In post","2022","Competition and Markets Authority","Project Delivery","SEO/HEO","90","80","36240","34870"
"In post","2022","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","120","110","21010","20970"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","EO","80","80","25360","25120"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","SEO/HEO","100","90","31540","30450"
"In post","2022","Crown Commercial Service","Commercial","EO","40","40","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","SEO/HEO","280","280","35560","38330"
"In post","2022","Crown Commercial Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","G6/G7","60","60","56130","55690"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","SEO/HEO","60","50","36440","38330"
"In post","2022","Crown Commercial Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","EO","40","30","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","G6/G7","80","80","55760","55220"
"In post","2022","Crown Commercial Service","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","EO","60","60","28850","30360"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","G6/G7","180","170","69760","69780"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","SEO/HEO","460","440","49900","52520"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","770","700","22510","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","280","260","28460","27940"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","380","360","34810","34600"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Communications","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","SEO/HEO","50","50","35280","33310"
"In post","2022","Crown Prosecution Service","Finance","AA/AO","70","60","22430","22200"
"In post","2022","Crown Prosecution Service","Finance","EO","50","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Finance","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","EO","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","G6/G7","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Human Resources","SEO/HEO","90","90","33740","31560"
"In post","2022","Crown Prosecution Service","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Legal","EO","120","120","26720","26970"
"In post","2022","Crown Prosecution Service","Legal","G6/G7","2810","2600","57160","55610"
"In post","2022","Crown Prosecution Service","Legal","SCS","60","60","94480","90730"
"In post","2022","Crown Prosecution Service","Legal","SEO/HEO","310","290","37520","38000"
"In post","2022","Crown Prosecution Service","Operational Delivery","AA/AO","1340","1230","22690","22200"
"In post","2022","Crown Prosecution Service","Operational Delivery","EO","1170","1080","27920","28430"
"In post","2022","Crown Prosecution Service","Operational Delivery","G6/G7","60","60","61290","59670"
"In post","2022","Crown Prosecution Service","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","SEO/HEO","310","300","34800","33310"
