"Status","Year","Organisation","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Education Scotland","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","SEO/HEO","60","60","35120","37350"
"New entrant CS","2021","Food Standards Agency","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","AA/AO","50","50","21570","21710"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Heterosexual / straight","EO","70","70","27720","26950"
"New entrant CS","2021","Government Legal Department","Heterosexual / straight","G6/G7","80","80","54940","50500"
"New entrant CS","2021","Government Legal Department","Heterosexual / straight","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Government Legal Department","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Heterosexual / straight","EO","60","60","26520","26370"
"New entrant CS","2021","Health and Safety Executive","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Heterosexual / straight","SEO/HEO","60","50","39840","36040"
"New entrant CS","2021","Health and Safety Executive","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","AA/AO","670","640","19580","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","EO","90","90","24010","24440"
"New entrant CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","SEO/HEO","150","150","29740","30850"
"New entrant CS","2021","HM Courts and Tribunals Service","LGBO","AA/AO","80","70","19310","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Undeclared","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","AA/AO","860","830","19780","19060"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","EO","90","90","23170","22570"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","SEO/HEO","120","120","29970","30850"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","AA/AO","250","240","22480","22350"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","LGBO","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","AA/AO","260","250","22570","22350"
"New entrant CS","2021","HM Land Registry","Unknown","EO","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","AA/AO","2110","2090","23560","22850"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","EO","90","90","25680","24620"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","SEO/HEO","80","80","33890","31920"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","Unknown","920","860","23150","22920"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","AA/AO","210","200","23360","22850"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","Unknown","80","80","22920","22920"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","AA/AO","80","70","23960","22850"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","AA/AO","1590","1540","23820","22850"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","EO","60","60","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","SEO/HEO","70","60","34140","31930"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","Unknown","390","340","22370","22920"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","AA/AO","760","740","20310","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","EO","350","350","25720","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","SEO/HEO","270","270","33820","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","AA/AO","100","90","20220","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","EO","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","2020","1960","20240","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","EO","640","640","25700","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","80","80","58440","53100"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","370","370","33810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","330","320","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","EO","60","60","25230","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","SEO/HEO","170","170","31290","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Undeclared","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","AA/AO","160","160","21590","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","EO","230","230","26350","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","G6/G7","70","70","60340","57460"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","SEO/HEO","140","140","37840","37450"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","AA/AO","410","400","21840","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","EO","600","580","26770","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","G6/G7","150","150","59450","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","SEO/HEO","290","290","37620","36400"
"New entrant CS","2021","Insolvency Service","Heterosexual / straight","AA/AO","50","50","21080","20880"
"New entrant CS","2021","Insolvency Service","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Unknown","AA/AO","90","90","21050","20880"
"New entrant CS","2021","Insolvency Service","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
