"Status","Year","Region_ITL3","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","East Lancashire","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lothian and Midlothian","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lothian and Midlothian","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","Female","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","Falkirk","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Flintshire and Wrexham","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Department for Work and Pensions (excl. agencies)","80","80","27170","27570"
"Leaver Dept.","2022","Glasgow City","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Female","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Department for Work and Pensions (excl. agencies)","50","50","26750","27570"
"Leaver Dept.","2022","Glasgow City","Male","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Glasgow City","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire CC","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North East","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester North West","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South East","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South East","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South East","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South East","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South East","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South East","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester South West","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwent Valleys","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwent Valleys","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwent Valleys","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwent Valleys","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwent Valleys","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwent Valleys","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwent Valleys","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwent Valleys","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gwynedd","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Female","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Female","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Male","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hackney and Newham","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Haringey and Islington","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Harrow and Hillingdon","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
