"Status","Year","Sexual_orientation","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","20-29","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Department for Work and Pensions (excl. agencies)","280","270","26190","27570"
"New entrant CS","2021","Undeclared","20-29","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","HM Courts and Tribunals Service","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","HM Prison and Probation Service","60","50","23290","22920"
"New entrant CS","2021","Undeclared","20-29","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","HM Treasury (excl. agencies)","50","50","31610","30500"
"New entrant CS","2021","Undeclared","20-29","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Ministry of Defence (excl. agencies)","50","50","26240","24630"
"New entrant CS","2021","Undeclared","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Public Health England","120","100","26810","23530"
"New entrant CS","2021","Undeclared","20-29","Scottish Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Department for Work and Pensions (excl. agencies)","180","170","28250","27570"
"New entrant CS","2021","Undeclared","30-39","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Public Health England","70","60","38650","36330"
"New entrant CS","2021","Undeclared","30-39","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Department for Work and Pensions (excl. agencies)","130","130","28920","27570"
"New entrant CS","2021","Undeclared","40-49","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Public Health England","60","40","41270","36330"
"New entrant CS","2021","Undeclared","40-49","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
