"Status","Year","Parent_department","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Cabinet Office","Milton Keynes","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","North Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","North Yorkshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Nottingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Portsmouth","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Tower Hamlets","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Tyneside","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Cabinet Office (excl. agencies)","120","120","54570","38670"
"Leaver CS","2021","Cabinet Office","Westminster","Cabinet Office (excl. agencies)","150","140","50780","40850"
"Leaver CS","2021","Cabinet Office","York","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Camden and City of London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Durham CC","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Westminster","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Monmouthshire and Newport","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Sefton","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","City of Edinburgh","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Tower Hamlets","Competition and Markets Authority","80","70","52540","46330"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Belfast","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Berkshire","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Birmingham","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Birmingham","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Blackpool","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Bristol, City of","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Bristol, City of","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Camden and City of London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Companies House","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Croydon","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Devon CC","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Devon CC","Met Office","80","70","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Glasgow City","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Hertfordshire","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Hertfordshire","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Inverness and Nairn and Moray, Badenoch and Strathspey","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Kensington & Chelsea and Hammersmith & Fulham","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Leeds","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Lincolnshire","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Manchester","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Manchester","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Medway","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","UK Intellectual Property Office","40","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Nottingham","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Nottingham","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Oxfordshire","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Oxfordshire","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Southampton","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Suffolk","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Suffolk","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Swindon","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Tyneside","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Tyneside","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Tyneside","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Westminster","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","190","180","49290","43080"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Westminster","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Wirral","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Westminster","Department for Digital, Culture, Media and Sport","80","80","[c]","[c]"
"Leaver CS","2021","Department for Education","Bristol, City of","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Bristol, City of","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Cambridgeshire CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Coventry","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Coventry","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Coventry","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Coventry","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Croydon","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Darlington","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Darlington","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Hertfordshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Leeds","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Leeds","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Manchester","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education","Manchester","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Nottingham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Nottingham","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Sheffield","Department for Education (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","Sheffield","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Sheffield","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Tyneside","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Westminster","Department for Education (excl. agencies)","140","130","46700","40940"
"Leaver CS","2021","Department for Education","Westminster","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Westminster","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Berkshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
