"Status","Year","Region_ITL2","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Rural Payments Agency","80","70","24980","24920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Animal and Plant Health Agency","60","60","33280","31440"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Defence Equipment and Support","110","110","24210","21430"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","45740","44080"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Department for Work and Pensions (excl. agencies)","270","260","25950","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Driver and Vehicle Standards Agency","50","50","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","HM Courts and Tribunals Service","60","60","24110","19170"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","HM Prison and Probation Service","760","750","30120","28270"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Home Office (incl. agencies)","60","60","25410","23160"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Ministry of Defence (excl. agencies)","290","280","27670","24610"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Ministry of Justice (excl. agencies)","50","50","36260","31180"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Rural Payments Agency","60","60","25860","24920"
"In post","2021","Highlands and Islands","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Crown Office and Procurator Fiscal Service","60","50","31120","22220"
"In post","2021","Highlands and Islands","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Department for Work and Pensions (excl. agencies)","340","290","25970","27570"
"In post","2021","Highlands and Islands","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Forestry and Land Scotland","130","120","29920","28120"
"In post","2021","Highlands and Islands","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Ministry of Defence (excl. agencies)","150","140","25840","20920"
"In post","2021","Highlands and Islands","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Scottish Courts and Tribunals Service","60","50","26540","22820"
"In post","2021","Highlands and Islands","Female","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Scottish Government (excl. agencies)","150","140","28750","28170"
"In post","2021","Highlands and Islands","Female","Scottish Prison Service","40","40","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
