"Status","Year","Organisation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Welsh Government (excl. agencies)","Swansea","Welsh Government","290","280","42070","40100"
"In post","2022","Welsh Government (excl. agencies)","Westminster","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Calderdale and Kirklees","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Cardiff and Vale of Glamorgan","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Central Valleys","Welsh Government","60","60","42820","38160"
"In post","2022","Welsh Revenue Authority","Conwy and Denbighshire","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","West Sussex (North East)","Foreign, Commonwealth and Development Office","80","80","34680","30700"
"Leaver CS","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Birmingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Nottingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Suffolk","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Westminster","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Bristol, City of","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Cheshire East","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Devon CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","East Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","East Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Gloucestershire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Gwynedd","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Harrow and Hillingdon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Mid Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","North Yorkshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Oxfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Shropshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","South Lanarkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","South West Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Staffordshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Suffolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Tyneside","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","West Surrey","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Westminster","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Worcestershire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","York","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Westminster","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Berkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Bristol, City of","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Camden and City of London","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Central Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","City of Edinburgh","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Dorset CC","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Greater Manchester South East","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Greater Manchester South West","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Lancaster and Wyre","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Leeds","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Milton Keynes","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","North Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","North Yorkshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Nottingham","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Portsmouth","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Tyneside","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Cabinet Office","120","120","54570","38670"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Westminster","Cabinet Office","150","140","50780","40850"
"Leaver CS","2021","Cabinet Office (excl. agencies)","York","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Monmouthshire and Newport","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Sefton","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Belfast","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2021","Companies House","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","City of Edinburgh","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Tower Hamlets","Competition and Markets Authority","80","70","52540","46330"
"Leaver CS","2021","Criminal Injuries Compensation Authority","Glasgow City","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Birmingham","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Liverpool","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Monmouthshire and Newport","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Norwich and East Norfolk","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Tower Hamlets","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Westminster","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Angus and Dundee City","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","City of Edinburgh","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Falkirk","Scottish Government","[c]","[c]","[c]","[c]"
