"Status","Year","Organisation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Home Office","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Operational Delivery","110","100","24000","24880"
"New entrant CS","2022","Home Office","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","South Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Southern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Surrey, East and West Sussex","Operational Delivery","90","80","27920","25770"
"New entrant CS","2022","Home Office","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Tees Valley and Durham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Central Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Central Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Central Scotland","Operational Delivery","120","110","25230","24880"
"New entrant CS","2022","Home Office","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Midlands","Operational Delivery","90","80","25640","24880"
"New entrant CS","2022","Home Office","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Wales and The Valleys","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Yorkshire","Operational Delivery","90","80","24800","24880"
"New entrant CS","2022","Home Office","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Greater Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Greater Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Greater Manchester","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Inner London - West","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","South Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","West Midlands","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","West Midlands","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Operational Delivery","110","100","22830","21810"
"New entrant CS","2022","Intellectual Property Office","East Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Inner London - West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Inner London - West","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Greater Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Merseyside","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Northumberland, and Tyne and Wear","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","East Anglia","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Merseyside","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","North Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Outer London - East and North East","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","West Central Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Berkshire, Buckinghamshire and Oxfordshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Communications","[c]","[c]","[c]","[c]"
